Medalist,Region,Year,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
Lost Giants Cider Company,Washington,2022,0,0,0,0,0,1,1,2018,2022,2,Bellingham,Washington,USA,Active,https://lostgiantscider.com/,https://www.facebook.com/LostGiantsCider,https://www.instagram.com/lostgiantsciderco,https://maps.google.com/?cid=3699889965366654678,https://www.yelp.com/biz/lost-giants-cider-company-bellingham,,https://untappd.com/w/lost-giants-cider-company/395484
North Canyon Cider Company,California,2022,0,0,0,0,0,1,1,2019,2024,5,Camino,California,USA,Active,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979
Old Hill Cider,Virginia,2022,0,0,0,0,0,1,1,2022,2022,1,Timberville,Virginia,USA,Active,https://www.showaltersorchard.com/,https://www.facebook.com/OldHillCider,https://www.instagram.com/oldhillcider/,https://maps.google.com/?cid=9342034920472670388,https://www.yelp.com/biz/old-hill-hard-cider-timberville,https://www.tripadvisor.com/Restaurant_Review-g58247-d11916665,https://untappd.com/w/old-hill-hard-cider/32748
Petritegi,Basque Country,2022,0,0,0,0,0,1,1,2022,2022,1,Astigarraga,Basque Country,Spain,Active,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.yelp.com/biz/petritegi-astigarraga,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
Russell Orchards,Massachusetts,2022,0,0,0,0,0,1,1,2020,2022,2,Ipswich,Massachusetts,USA,Active,http://www.russellorchards.com/,https://www.facebook.com/russellorchards,,https://maps.google.com/?cid=11665460520789308482,https://www.yelp.com/biz/russell-orchards-ipswich,https://www.tripadvisor.com/Attraction_Review-g41626-d1099823,https://untappd.com/w/russell-orchards/19236
SLO Cider,California,2022,0,0,0,0,0,1,1,2020,2022,2,San Luis Obispo,California,USA,Active,https://slociderco.com/,https://www.facebook.com/slocider,https://www.instagram.com/slocider/,https://maps.google.com/?cid=4158762377659265691,https://www.yelp.com/biz/slo-cider-san-luis-obispo,https://www.tripadvisor.com/Restaurant_Review-g33026-d23965592,https://untappd.com/SLOCider
Steelhead Cider,Washington,2022,0,0,0,0,0,1,1,2022,2022,1,Manson,Washington,USA,Active,https://www.steelheadcider.com/,https://www.facebook.com/steelheadcider,https://www.instagram.com/steelheadcider,https://maps.google.com/?cid=16118520065240138994,https://www.yelp.com/biz/north-shore-cafe-manson-4,https://www.tripadvisor.com/Restaurant_Review-g58587-d8389655,https://untappd.com/w/steelhead-cider/217353
Stem Ciders,Colorado,2022,0,0,0,0,0,1,1,2017,2022,2,Denver,Colorado,USA,Active,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,https://www.yelp.com/biz/stem-ciders-denver,https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132,https://untappd.com/w/stem-ciders/102829
Twin Sisters Brewing Company,Washington,2022,0,0,0,0,0,1,1,2020,2022,2,Bellingham,Washington,USA,Active,https://www.twinsistersbrewing.com/,https://www.facebook.com/twinsistersbrewing/,https://www.instagram.com/twinsistersbrewingcompany/,https://maps.google.com/?cid=5725739708017976130,https://www.yelp.com/biz/twin-sisters-brewing-company-and-bellingham-beer-garden-bellingham,https://www.tripadvisor.com/Restaurant_Review-g58350-d15045978,https://untappd.com/TwinSistersBrewingCompany
Snow Capped Cider,Colorado,2023,2,2,0,2,0,3,9,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
Bauman's Cider,Oregon,2023,1,0,5,0,0,3,9,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
Blake's Hard Cider Co.,Michigan,2023,2,1,1,2,0,2,8,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
Seattle Cider Company,Washington,2023,2,1,2,0,0,2,7,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
Glacial Till Vineyard & Winery,Nebraska,2023,1,2,2,0,0,2,7,2020,2023,3,Ashland,Nebraska,USA,Active,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758
2 Towns Ciderhouse,Oregon,2023,1,3,0,0,0,2,6,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
Brooklyn Cider House,New York,2023,1,1,1,0,0,3,6,2018,2024,3,New Paltz,New York,USA,Active,http://brooklynciderhouse.com/,,https://www.instagram.com/brooklynciderhouse/,https://maps.google.com/?cid=3244654366527486527,,,https://untappd.com/w/brooklyn-cider-house/234267
19 Acres Cider Co.,Oregon,2023,0,2,2,1,0,1,6,2023,2024,2,Sherwood,Oregon,USA,Active,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider
Schilling Cider,Washington,2023,1,2,0,0,0,1,4,2022,2024,3,Auburn,Washington,USA,Active,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413
1911 Established,New York,2023,1,1,0,0,0,2,4,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
Noble Cider,North Carolina,2023,1,0,0,1,0,2,4,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
Empyrical Orchard & Cidery,Washington,2023,0,1,1,1,0,1,4,2023,2024,2,Snohomish,Washington,USA,Active,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102
Portland Cider Company,Oregon,2023,0,0,1,0,0,3,4,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
Double Mountain Brewery & Cidery,Oregon,2023,0,1,0,0,0,2,3,2023,2024,2,Hood River,Oregon,USA,Active,http://www.doublemountainbrewery.com/,https://www.facebook.com/doublemountainbrewery,https://www.instagram.com/doublemountain,https://maps.google.com/?cid=2446696276607943242,https://www.yelp.com/biz/double-mountain-brewery-hood-river,https://www.tripadvisor.com/Restaurant_Review-g51909-d2186972,https://untappd.com/w/double-mountain-brewery-taproom/462
Mountain West Cider Company,Utah,2023,0,1,0,0,0,2,3,2017,2023,2,Salt Lake City,Utah,USA,Active,http://mountainwestcider.com/,https://www.facebook.com/MountainWestHardCider/,https://www.instagram.com/mountainwestcider/,https://maps.google.com/?cid=16538924633378887108,https://www.yelp.com/biz/mountain-west-cider-salt-lake-city,,https://untappd.com/w/mountain-west-hard-cider/235312
Black Diamond Cider,New York,2023,0,0,1,0,0,2,3,2018,2023,2,Trumansburg,New York,USA,Active,https://blackdiamondcider.com/,https://www.facebook.com/incredapple/,https://www.instagram.com/blackdiamondfarm/,https://maps.google.com/?cid=10338399888952299802,,,https://untappd.com/w/black-diamond-farm/192550
Yonder Cider,Washington,2023,0,0,0,2,0,1,3,2022,2023,2,Seattle,Washington,USA,Active,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448
Avid Cider,Oregon,2023,0,0,0,1,0,2,3,2018,2024,4,Bend,Oregon,USA,Active,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739
Greenwood Cider Company,Washington,2023,0,0,0,1,0,2,3,2022,2023,2,Seattle,Washington,USA,Active,https://www.greenwoodcider.com/,https://www.facebook.com/greenwoodcider,https://www.instagram.com/greenwoodcider,https://maps.google.com/?cid=9193094358946814076,https://www.yelp.com/biz/greenwood-cider-company-seattle,,https://untappd.com/w/greenwood-cider/193817
Tieton Cider Works,Washington,2023,0,0,0,1,0,2,3,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
Thor's Hard Cider,Minnesota,2023,0,0,0,0,0,3,3,2020,2023,3,Stillwater,Minnesota,USA,Active,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130
Angry Orchard,New York,2023,1,1,0,0,0,0,2,2017,2023,2,Walden,New York,USA,Active,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455
Castle Hill Cider,Virginia,2023,1,1,0,0,0,0,2,2018,2023,5,Keswick,Virginia,USA,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303
Bent Ladder,Ohio,2023,1,0,1,0,0,0,2,2020,2023,2,Doylestown,Ohio,USA,Active,http://bentladder.com/,https://www.facebook.com/bentladder,https://www.instagram.com/bentladder/,https://maps.google.com/?cid=5886580381731979881,https://www.yelp.com/biz/rittman-orchard-rittman,https://www.tripadvisor.com/Attraction_Review-g50283-d1977165,https://untappd.com/w/bent-ladder/295757
Alma Cider,Washington,2023,1,0,0,0,0,1,2,2020,2024,4,Mount Vernon,Washington,USA,Active,https://almacider.com/,https://www.facebook.com/almaciderco/,https://www.instagram.com/almaciderco/,,,,https://untappd.com/w/alma-cider/473877
Black Apple Hard Cider,Arkansas,2023,1,0,0,0,0,1,2,2020,2024,3,Springdale,Arkansas,USA,Active,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057
Maison Hérout,Normandy,2023,0,1,0,1,0,0,2,2022,2023,2,Auvers,Normandy,France,Active,https://www.maisonherout.com/,https://www.facebook.com/cidres/,https://www.instagram.com/maisonherout/,https://maps.google.com/?cid=1426598113576371976,,,https://untappd.com/w/m-a-herout/164919
Lake Chelan Winery,Washington,2023,0,0,1,1,0,0,2,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
Madrone Cellars & Cider,Washington,2023,0,0,1,1,0,0,2,2020,2023,2,Friday Harbor,Washington,USA,Active,https://madronecellars.com/,https://www.facebook.com/madronecellars,https://www.instagram.com/madronecellars_cider/,https://maps.google.com/?cid=4819408985436567114,https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor,https://www.tripadvisor.com/Attraction_Review-g60957-d21166624,https://untappd.com/MadroneCider
Seminary Hill Orchard & Cidery,New York,2023,0,0,1,0,0,1,2,2023,2024,2,Callicoon,New York,USA,Active,https://www.seminaryhill.co/,https://www.facebook.com/seminaryhillweddings,https://www.instagram.com/seminaryhillcider/,https://maps.google.com/?cid=2014295545037325417,,,
Champlain Orchards,Vermont,2023,0,0,0,2,0,0,2,2018,2024,5,Shoreham,Vermont,USA,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547
Artifact Cider Project,Massachusetts,2023,0,0,0,1,0,1,2,2023,2023,1,Florence,Massachusetts,USA,Active,http://www.artifactcider.com/,https://www.facebook.com/artifactcider/,https://www.instagram.com/artifactcider/,,,,https://untappd.com/w/artifact-cider-project/135898
Ironbark Ciderworks,California,2023,0,0,0,1,0,1,2,2023,2023,1,Claremont,California,USA,Active,https://www.ironbarkciderworks.com/,https://www.facebook.com/ironbarkcider/,https://www.instagram.com/ironbarkcider/,https://maps.google.com/?cid=8906916779198297766,https://www.yelp.com/biz/ironbark-ciderworks-claremont,https://tripadvisor.com/Restaurant_Review-g32215-d21341445,https://untappd.com/w/ironbark-ciderworks/370732
Anna's Cider,California,2023,0,0,0,0,0,2,2,2022,2023,2,Santa Paula,California,USA,Active,https://annascider.com/,https://www.facebook.com/annascider,https://www.instagram.com/annascider/,https://maps.google.com/?cid=6245729611284225450,https://www.yelp.com/biz/anna-s-cider-santa-paula,,https://untappd.com/w/annas-cider/369723
Calvados Pierre Huet,Normandy,2023,1,0,0,0,0,0,1,2018,2023,2,Cambremer,Normandy,France,Active,https://www.calvados-huet.com/,https://www.facebook.com/calvadosph/,https://www.instagram.com/calvadospierrehuet/,https://maps.google.com/?cid=11210783185501022788,,https://www.tripadvisor.com/Attraction_Review-g672825-d4991781,https://untappd.com/brewery/27537
Incline Cider Company,Washington,2023,1,0,0,0,0,0,1,2023,2024,2,Auburn,Washington,USA,Active,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584
Meriwether Cider Company,Idaho,2023,1,0,0,0,0,0,1,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
Soundbite Hard Cider,Washington,2023,1,0,0,0,0,0,1,2023,2024,2,Everett,Washington,USA,Active,https://www.soundbitecider.com/,https://www.facebook.com/soundbitecider/,https://www.instagram.com/soundbitecider/,https://maps.google.com/?cid=996231545939620653,https://www.yelp.com/biz/soundbite-cider-everett,https://www.tripadvisor.com/Attraction_Review-g58466-d25574200,https://untappd.com/SoundbiteCider
Botanist & Barrel,North Carolina,2023,0,1,0,0,0,0,1,2020,2024,4,Cedar Grove,North Carolina,USA,Active,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,https://www.yelp.com/biz/botanist-and-barrel-cedar-grove,https://www.tripadvisor.com/Attraction_Review-g49015-d13544284,https://untappd.com/w/botanist-barrel/356633
Locust Cider,Washington,2023,0,1,0,0,0,0,1,2022,2024,3,Woodinville,Washington,USA,Active,http://www.locustcider.com/,https://www.facebook.com/locustcider,https://www.instagram.com/locustcider,https://maps.google.com/?cid=17533531076865420551,https://www.yelp.com/biz/locust-cider-woodinville,https://www.tripadvisor.com/Attraction_Review-g58835-d12688283,https://untappd.com/w/locust-cider/202473
Mill Haus Cider,Washington,2023,0,1,0,0,0,0,1,2022,2024,3,Eatonville,Washington,USA,Active,https://www.drinkmillhaus.com/,https://www.facebook.com/drinkmillhaus/,https://www.instagram.com/drinkmillhaus/,https://maps.google.com/?cid=13632179647129119778,https://www.yelp.com/biz/mill-haus-cider-eatonville-2,https://www.tripadvisor.com/Restaurant_Review-g58449-d24114866,https://untappd.com/w/mill-haus-hard-cider/408680
Union Hill Cider Company,Washington,2023,0,1,0,0,0,0,1,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
13 Brix Cider Bistro,Colorado,2023,0,0,1,0,0,0,1,2023,2023,1,Palisade,Colorado,USA,Active,https://www.13brixciderbistro.com/,https://www.facebook.com/13BrixCiderBistro/,https://www.instagram.com/13brixcider/,https://maps.google.com/?cid=13701321241502683638,https://www.yelp.com/biz/13-brix-cider-bistro-palisade,https://www.tripadvisor.com/Restaurant_Review-g33585-d12428534,https://untappd.com/w/13a0-brix/347296
Beach Bee Meadery,New Jersey,2023,0,0,1,0,0,0,1,2022,2023,2,Long Branch,New Jersey,USA,Active,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/beachbeemeadery/,https://maps.google.com/?cid=3925888969412189535,https://www.yelp.com/biz/beach-bee-meadery-long-branch,https://www.tripadvisor.com/Attraction_Review-g46582-d21226866,https://untappd.com/w/beach-bee-meadery/452564
Fenceline Cider,Colorado,2023,0,0,1,0,0,0,1,2020,2023,2,Mancos,Colorado,USA,Active,https://www.fenceline.co/,https://www.facebook.com/fencelineciderCO/,https://www.instagram.com/fencelinecider/,https://maps.google.com/?cid=10459681325423767911,https://www.yelp.com/biz/fenceline-cider-mancos,https://www.tripadvisor.com/Attraction_Review-g33536-d14931668,https://untappd.com/w/fenceline-cider/396408
Kristof Farms,Oregon,2023,0,0,0,1,0,0,1,2023,2024,2,Yamhill,Oregon,USA,Active,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,,,https://untappd.com/w/kristof-farms/524122
North Canyon Cider Company,California,2023,0,0,0,1,0,0,1,2019,2024,5,Camino,California,USA,Active,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979
Ponderosa Cider Co.,California,2023,0,0,0,1,0,0,1,2023,2023,1,Auburn,California,USA,Active,https://www.ponderosacider.com/,https://www.facebook.com/Ponderosacider/,https://www.instagram.com/ponderosacider/,https://maps.google.com/?cid=8393289263225208220,https://www.yelp.com/biz/ponderosa-cider-auburn,,https://untappd.com/PonderosaCiderCo
Runcible Cider,Oregon,2023,0,0,0,1,0,0,1,2018,2023,4,Mosier,Oregon,USA,Active,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214
Clarksburg Cider,New York,2023,0,0,0,0,0,1,1,2022,2024,3,Lancaster,New York,USA,Active,https://clarksburgcider.com/,https://www.facebook.com/clarksburgcider,https://www.instagram.com/clarksburgcider/,https://maps.google.com/?cid=2480384765559100652,,,https://untappd.com/Clarksburg
Hale & True Cider Co.,Pennsylvania,2023,0,0,0,0,0,1,1,2023,2023,1,Philadelphia,Pennsylvania,USA,Active,https://haleandtrue.com/,https://www.facebook.com/haleandtrue/,https://www.instagram.com/haleandtrue/,https://maps.google.com/?cid=6149860132161492315,https://www.yelp.com/biz/hale-and-true-philadelphia-2,https://www.tripadvisor.com/Restaurant_Review-g60795-d15095651,https://untappd.com/brewery/265100
Hazlitt 1852 Vineyards,New York,2023,0,0,0,0,0,1,1,2023,2023,1,Naples,New York,USA,Active,https://hazlitt1852.com/,https://www.facebook.com/hazlitt1852,https://www.instagram.com/hazlitt1852vineyards/,https://maps.google.com/?cid=5120913070607308492,https://www.yelp.com/biz/hazlitts-red-cat-cellars-naples,,https://untappd.com/w/hazlitt-vineyards/99172
Odd Brothers Craft Cider,Michigan,2023,0,0,0,0,0,1,1,2022,2023,2,Homer,Michigan,USA,Active,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider
Riley's Cidery,British Columbia,2023,0,0,0,0,0,1,1,2023,2023,1,Bowen Island,British Columbia,Canada,Active,https://www.rileyscider.com/,https://www.facebook.com/rileyscidery/,https://www.instagram.com/rileyscidery/,https://maps.google.com/?cid=9203737158800520029,,,https://untappd.com/RileysCidery
Space Time Mead & Cider Works,Pennsylvania,2023,0,0,0,0,0,1,1,2023,2024,2,Dunmore,Pennsylvania,USA,Active,http://www.spacetimemeadworks.com/,https://www.facebook.com/SpaceTimeMeadCiderWorks/,https://www.instagram.com/spacetimemeads/,https://maps.google.com/?cid=357847721777965657,,https://www.tripadvisor.com/Attraction_Review-g52530-d15757358,
Stormalong Cider,Massachusetts,2023,0,0,0,0,0,1,1,2020,2024,3,Sherborn,Massachusetts,USA,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598
Snow Capped Cider,Colorado,2024,6,7,2,3,0,2,20,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2 Towns Ciderhouse,Oregon,2024,2,2,2,3,0,1,10,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
Portland Cider Company,Oregon,2024,1,0,3,1,0,2,7,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
Incline Cider Company,Washington,2024,1,1,0,1,0,3,6,2023,2024,2,Auburn,Washington,USA,Active,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584
Bauman's Cider,Oregon,2024,1,0,1,2,0,2,6,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
Seattle Cider Company,Washington,2024,0,0,0,2,0,4,6,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
Schilling Cider,Washington,2024,2,2,1,0,0,0,5,2022,2024,3,Auburn,Washington,USA,Active,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413
19 Acres Cider Co.,Oregon,2024,0,2,0,0,0,3,5,2023,2024,2,Sherwood,Oregon,USA,Active,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider
Island Orchard Cider,Wisconsin,2024,2,0,1,0,0,1,4,2018,2024,4,Ellison Bay,Wisconsin,USA,Active,http://islandorchardcider.com/,https://www.facebook.com/IslandOrchardCider,https://www.instagram.com/islandorchardcider/,https://maps.google.com/?cid=8005585823394699432,https://www.yelp.com/biz/island-orchard-cider-ellison-bay,https://www.tripadvisor.com/Attraction_Review-g59859-d4554998,https://untappd.com/w/island-orchard-cider/36898
Brooklyn Cider House,New York,2024,1,0,1,2,0,0,4,2018,2024,3,New Paltz,New York,USA,Active,http://brooklynciderhouse.com/,,https://www.instagram.com/brooklynciderhouse/,https://maps.google.com/?cid=3244654366527486527,,,https://untappd.com/w/brooklyn-cider-house/234267
