Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/big-fish-cider-co/"">Big Fish Cider Co.</a>",Crabbottom Pippin,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",SlateStone,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/chain-yard-urban-cidery/"">Chain Yard Urban Cidery</a>",Pippin Russet,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Orchard Blend #7,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Heritage,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Brut Nature,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Heritage Can,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",American Heirloom,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/"">Lassen Traditional Cider</a>",Farmhouse Dry Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Issho-Ni Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/number-12-cider/"">Number 12 Cider</a>",SS Heritage,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/prima-cider/"">Prima Cider</a>",Prima Brut,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Kingston Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",Salt Spring Wild Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Farmhouse Style,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",Pomace Cult,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Pippin's Fate,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",Norman,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Northman Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Bittersweet Migration,Heritage Cider - Dry,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",Autumn,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/1911-established/"">1911 Established</a>",Generation Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",8th Anniversary,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",Serious Scrump,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",Virginia Hewes Crab,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/alter-ego-cider/"">Alter Ego Cider</a>",Authentique,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Super Natural,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",Transcontinental,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/appleholic-cider-company/"">Appleholic Cider Company</a>",M111 Manchurian,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bent-ladder/"">Bent Ladder</a>",Heirloom,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",Harry Masters Jersey,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Golden Perfection,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/blue-bee-cider/"">Blue Bee Cider</a>",Harrison,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/blue-bee-cider/"">Blue Bee Cider</a>",Hewe's Crabb,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/brix-cider/"">Brix Cider</a>",Karberg Orchard,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/brix-cider/"">Brix Cider</a>",Wild Apple Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/"">Cider Creek Hard Cider</a>",Spy Games,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Block 19,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",King Blossom - City Orchard Bellwether Collaboration,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Taryn's Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Three Russets,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Wild Block 19,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cornish-cider-company/"">Cornish Cider Company</a>",Odd Barrel #070818,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/courthouse-creek-cider/"">Courthouse Creek Cider</a>",Prelude,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/deep-roots-hard-cider/"">Deep Roots Hard Cider</a>",Dry Spy,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/door-peninsula-winery/"">Door Peninsula Winery</a>",Heritage Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",Extra Sec,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Crab Series Volume #2,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/empyrical-orchards-cider/"">Empyrical Orchards & Cider</a>",Russet Barrel,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",Tom Putt,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/golden-state-cider/"">Golden State Cider</a>",Save the Gravenstein,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kings-mill-cider/"">Kings Mill Cider</a>",Arrested Development,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kings-mill-cider/"">Kings Mill Cider</a>",Russet Heritage,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kw-craft-cider/"">KW Craft Cider</a>",Single Varietal - Idared,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",spy candy,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/niagara-cider-company/"">Niagara Cider Company</a>",Stay Gold,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/overgrown-orchard/"">Overgrown Orchard</a>",Monument,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ploughman-cider/"">Ploughman Cider</a>",Dornick,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ploughman-cider/"">Ploughman Cider</a>",Stayman Winesap,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/prima-cider/"">Prima Cider</a>",Prima Most,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Harrison,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/donovan-orchards-estate-ciders/"">Donovan Orchards Estate Ciders</a>",Dabinett Heritage Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/runcible-cider/"">Runcible Cider</a>",Crab Nebula,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Crimson Gold,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Poma Áurea,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Dry Summer Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",6130' Dry,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",Golden Russet,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",Seven-League,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stormalong-cider/"">Stormalong Cider</a>",Kingston Black,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/teal-cider/"">Teal Cider</a>",Wickson,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/three-thinkers-cider/"">Three Thinkers Cider</a>",Tahoe Heritage Dry,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/three-thinkers-cider/"">Three Thinkers Cider</a>",Tahoe Heritage Dry (Wild),Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Single Varietal Harrison,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Tieton Dry Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/townline-ciderworks/"">Townline Ciderworks</a>",South Farm Select Dry,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/tulip-valley-vineyard-orchard/"">Tulip Valley Vineyard & Orchard</a>",Harvest Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Rusty Prince,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Kingston's Twist,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/two-k-farms/"">Two K Farms</a>",Arthur,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Melded,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",Casnovia,Heritage Cider - Dry,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",Westcott Bay Traditional Very Dry,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",Harrison,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Baldwin (2017),Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Newtown Pippin (2017),Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/"">Beaver Valley Orchard & Cidery</a>",Beaver Valley Flagship,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",Orchard Original,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/big-hill-ciderworks/"">Big Hill Ciderworks</a>",Dolgo Crabapple,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/brooklyn-cider-house/"">Brooklyn Cider House</a>",Bone Dry,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",Levity,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/champlain-orchards/"">Champlain Orchards</a>",Wickson,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Kingston Black,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",Orchard Blend #8,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",Heritage Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Crab Series Volume #1,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ethic-ciders/"">Ethic Ciders</a>",Gravitude,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",Miller Orchard,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",Thunderbolt,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",Wild Weaver,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/fenceline-cider/"">Fenceline Cider</a>",Windfall,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/freewater-cider-and-wine-company/"">Freewater Cider and Wine Company</a>",Granny Smith,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/green-bench-brewing-co/"">Green Bench Brewing Co.</a>",Golden Russet,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/hawk-knob/"">Hawk Knob</a>",Appalachian Classic,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/"">Lassen Traditional Cider</a>",Newtown Pippin,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/lekker-cider/"">Lekker Cider</a>",Pippin's Bru,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",rad,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/michigan-wine-company/"">Michigan Wine Company</a>",Grant Township,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Blanc de Newtown,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/potters-craft-cider/"">Potter's Craft Cider</a>",Hewes Crab,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Cougar Crabapple,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Harrison Blend,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/puget-sound-cider-company/"">Puget Sound Cider Company</a>",Kingston Black,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/raging-cider-mead/"">Raging Cider & Mead</a>",2017 Vows,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/raging-cider-mead/"">Raging Cider & Mead</a>",2017 Wynola Scrump,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/runcible-cider/"">Runcible Cider</a>",Light of the Moon,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Pippins,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",Cider Makers Reserve CMR,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Farmhouse,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/teal-cider/"">Teal Cider</a>",Tank 2,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Wild Washington Cider,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/treasury-cider-at-fishkill-farms/"">Treasury Cider at Fishkill Farms</a>",Burr Knot,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Deep Roots,Heritage Cider - Dry,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/windswept-orchard-cider/"">Windswept Orchard Cider</a>",Golden Russet,Heritage Cider - Dry,Heritage Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/sierra-cider/"">Sierra Cider</a>",Early Harvest,Heritage Cider - Sweet,Heritage Cider,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",Blossom Nectar Cider,Heritage Cider - Sweet,Heritage Cider,2nd Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",Hickster,Heritage Cider - Sweet,Heritage Cider,3rd Place
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Boulder Hewe's Crabapple,Heritage Cider - Sweet,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/original-sin-cider/"">Original Sin Cider</a>",Unfiltered McIntosh Cider,Heritage Cider - Sweet,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/raging-cider-mead/"">Raging Cider & Mead</a>",2017 Northern Spy,Heritage Cider - Sweet,Heritage Cider,
2019,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",Calville Blanc,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/appleholic-cider-company/"">Appleholic Cider Company</a>",M111 Rootstock,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/blackman-cider-co/"">Blackman Cider Co.</a>",Old Orchard Select,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Estate Reserve Golden Russet,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",The Northerner,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",1876 Heirloom Cuvée,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Golden Russet,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Manchurian Crabapple,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Talia's Crabapple,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Twin Seedlings,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",Winesap,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stoneybrook-cider/"">Stoneybrook Cider</a>",Winter Warmer,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/teal-cider/"">Teal Cider</a>",J5/Newtown Pippin,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",Hex Press,Heritage Cider - Sweet,Heritage Cider,
2019,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/yip-cider/"">Yip Cider</a>",Russet,Heritage Cider - Sweet,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/appleholic-cider-company/"">Appleholic Cider Company</a>",Manchurian Crab Single Varietal,Heritage Cider - Sweet,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Golden Russet,Heritage Cider - Sweet,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Hammer Bent Scrumpy,Heritage Cider - Sweet,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",Golden Mile,Heritage Cider - Sweet,Heritage Cider,
2019,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/upper-left-apples/"">Upper Left Apples</a>",Alpine Apple,Heritage Cider - Sweet,Heritage Cider,
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/nashi-orchards/"">Nashi Orchards</a>",Idyll Acres Cider,Traditional Cider - Dry,Traditional Cider,1st Place
2019,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/dunkertons-cider-and-perry/"">Dunkertons Cider and Perry</a>",Dunkertons Black Fox Cider,Traditional Cider - Dry,Traditional Cider,2nd Place
