Year,Style,Medalist,Entry,Region,Award,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2022,Pineapple,2 Towns Ciderhouse,Pacific Pineapple,Oregon,🏆 Platinum,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2022,Pineapple,Ciderboys,Pineapple Hula,Wisconsin,🥇🥇 Double Gold,0,1,0,2,0,2,5,2022,2022,1,Stevens Point,Wisconsin,USA,Active,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552
2022,Pineapple,California Cider Company,ACE Pineapple Craft Cider,California,🥇 Gold,1,0,1,2,0,0,4,2020,2022,2,Sebastopol,California,USA,Active,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331
2022,Pineapple,Wild State Cider,Hazy Pineapple,Minnesota,🥇 Gold,0,1,2,0,0,1,4,2020,2022,2,Duluth,Minnesota,USA,Active,https://www.wildstatecider.com/,https://www.facebook.com/wildstatecider,https://www.instagram.com/wildstatecider,https://maps.google.com/?cid=9071493292280533216,https://www.yelp.com/biz/wild-state-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d15344648,https://untappd.com/WildStateCider
2022,Pineapple,Odd Brothers Craft Cider,Los Dos,Michigan,🥈 Silver,1,0,0,1,0,2,4,2022,2023,2,Homer,Michigan,USA,Active,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider
2022,Pineapple,Seattle Cider Company,Pineapple Agave,Washington,Judges' Pick,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2022,Pineapple,Ola Brew,Kona Gold Cider,Hawaii,Judges' Pick,0,0,0,0,0,2,2,2022,2022,1,Kailua-Kona,Hawaii,USA,Active,https://www.olabrewco.com/,https://www.facebook.com/OlaBrewCo,https://www.instagram.com/olabrewco/,https://maps.google.com/?cid=15799959683814156778,https://www.yelp.com/biz/ola-brew-kailua-kona,https://www.tripadvisor.com/Attraction_Review-g60872-d13368863,https://untappd.com/OlaBrewCompany
2022,Pineapple,Ola Brew,White Pineapple,Hawaii,Judges' Pick,0,0,0,0,0,2,2,2022,2022,1,Kailua-Kona,Hawaii,USA,Active,https://www.olabrewco.com/,https://www.facebook.com/OlaBrewCo,https://www.instagram.com/olabrewco/,https://maps.google.com/?cid=15799959683814156778,https://www.yelp.com/biz/ola-brew-kailua-kona,https://www.tripadvisor.com/Attraction_Review-g60872-d13368863,https://untappd.com/OlaBrewCompany
2022,Berry,1911 Established,Blueberry,New York,🏆 Platinum,3,3,3,0,0,3,12,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
2022,Berry,Lake Chelan Winery,Raspberry Cider,Washington,🥇🥇 Double Gold,0,1,2,2,0,2,7,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
2022,Berry,Tieton Cider Works,Blueberry,Washington,🥇 Gold,2,1,2,5,2,11,23,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2022,Berry,Wild State Cider,Honeyberry,Minnesota,🥇 Gold,0,1,2,0,0,1,4,2020,2022,2,Duluth,Minnesota,USA,Active,https://www.wildstatecider.com/,https://www.facebook.com/wildstatecider,https://www.instagram.com/wildstatecider,https://maps.google.com/?cid=9071493292280533216,https://www.yelp.com/biz/wild-state-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d15344648,https://untappd.com/WildStateCider
2022,Berry,Ciderboys,Strawberry Magic,Wisconsin,🥈 Silver,0,1,0,2,0,2,5,2022,2022,1,Stevens Point,Wisconsin,USA,Active,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552
2022,Berry,Blake's Hard Cider Co.,Triple Jam,Michigan,Judges' Pick,2,2,4,3,1,7,19,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
2022,Berry,Ciderboys,Blackberry Wild,Wisconsin,Judges' Pick,0,1,0,2,0,2,5,2022,2022,1,Stevens Point,Wisconsin,USA,Active,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552
2022,Berry,Lake Chelan Winery,Blackberry Cider,Washington,Judges' Pick,0,1,2,2,0,2,7,2018,2023,4,Chelan,Washington,USA,Active,https://lakechelanwinery.com/,https://www.facebook.com/LakeChelanWinery/,https://www.instagram.com/lakechelanwinery/,https://maps.google.com/?cid=14575106688846373159,https://www.yelp.com/biz/lake-chelan-winery-chelan,https://www.tripadvisor.com/Restaurant_Review-g58395-d2291863,https://untappd.com/w/washington-gold-cider/21191
2022,Stone Fruit,Snow Capped Cider,Plum Lemongrass,Colorado,🏆 Platinum,9,11,6,5,0,8,39,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2022,Stone Fruit,James Arthur Vineyards,Squeeze Play,Nebraska,🥇🥇 Double Gold,0,1,0,0,0,0,1,2022,2022,1,Raymond,Nebraska,USA,Active,https://jamesarthurvineyards.com/,https://www.facebook.com/JamesArthurNebraskaWine/,https://www.instagram.com/wine_guru/,https://maps.google.com/?cid=17404114639511023041,https://www.yelp.com/biz/james-arthur-vineyards-raymond,https://www.tripadvisor.com/Attraction_Review-g45789-d1471606,https://untappd.com/w/james-arthur-vineyards/179460
2022,Stone Fruit,Mill Haus Cider,Apricot Peach,Washington,🥇 Gold,0,1,1,1,0,1,4,2022,2024,3,Eatonville,Washington,USA,Active,https://www.drinkmillhaus.com/,https://www.facebook.com/drinkmillhaus/,https://www.instagram.com/drinkmillhaus/,https://maps.google.com/?cid=13632179647129119778,https://www.yelp.com/biz/mill-haus-cider-eatonville-2,https://www.tripadvisor.com/Restaurant_Review-g58449-d24114866,https://untappd.com/w/mill-haus-hard-cider/408680
2022,Stone Fruit,Gypsy Circus,Vaudevillian,Tennessee,🥈 Silver,0,2,0,1,1,2,6,2017,2022,3,Kingsport,Tennessee,USA,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304
2022,Stone Fruit,Locust Cider,Apricot,Washington,Judges' Pick,0,1,0,0,0,2,3,2022,2024,3,Woodinville,Washington,USA,Active,http://www.locustcider.com/,https://www.facebook.com/locustcider,https://www.instagram.com/locustcider,https://maps.google.com/?cid=17533531076865420551,https://www.yelp.com/biz/locust-cider-woodinville,https://www.tripadvisor.com/Attraction_Review-g58835-d12688283,https://untappd.com/w/locust-cider/202473
2022,Stone Fruit,Seattle Cider Company,Spiced Peach,Washington,Judges' Pick,3,3,5,7,1,16,35,2017,2024,6,Seattle,Washington,USA,Active,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923
2022,Stone Fruit,Tieton Cider Works,Cherry,Washington,Judges' Pick,2,1,2,5,2,11,23,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
2022,Spiced,Urban Tree Hard Cider,Sweet Heat Haze,Georgia,🏆 Platinum,1,0,0,2,0,2,5,2018,2022,4,Atlanta,Georgia,USA,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,https://maps.google.com/?cid=8193144976879641306,https://www.yelp.com/biz/urban-tree-cidery-atlanta,https://www.tripadvisor.com/Attraction_Review-g60898-d10201793,https://untappd.com/w/urban-tree-cidery/260157
2022,Spiced,Snow Capped Cider,Barrel Aged Spiced Peach,Colorado,🥇🥇 Double Gold,9,11,6,5,0,8,39,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2022,Spiced,Portland Cider Company,Bloody Hell,Oregon,🥇 Gold,2,4,6,3,2,7,24,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2022,Spiced,Lonetree Cider,Ginger Apple Cider,British Columbia,🥈 Silver,0,0,0,1,1,0,2,2017,2022,2,Vancouver,British Columbia,Canada,Active,https://www.lonetreecider.com/,https://www.facebook.com/lonetreecider,https://www.instagram.com/lonetreecider,,,,https://untappd.com/w/the-lonetree-cider-company/12800
2022,Spiced,Gypsy Circus,Peppercorn Vaudevillian,Tennessee,Judges' Pick,0,2,0,1,1,2,6,2017,2022,3,Kingsport,Tennessee,USA,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304
2022,Spiced,Offset Ciderworks,Horchata,Washington,Judges' Pick,0,0,2,0,0,6,8,2020,2024,3,Seattle,Washington,USA,Active,https://shopoffsetciderworks.com/,https://www.facebook.com/offsetciderworks/,https://www.instagram.com/offsetciderworks/,,,,https://untappd.com/w/offset-ciderworks/502452
2022,Spiced,Steelhead Cider,Furious George Ginger,Washington,Judges' Pick,0,0,0,0,0,1,1,2022,2022,1,Manson,Washington,USA,Active,https://www.steelheadcider.com/,https://www.facebook.com/steelheadcider,https://www.instagram.com/steelheadcider,https://maps.google.com/?cid=16118520065240138994,https://www.yelp.com/biz/north-shore-cafe-manson-4,https://www.tripadvisor.com/Restaurant_Review-g58587-d8389655,https://untappd.com/w/steelhead-cider/217353
2022,Botanical,Runcible Cider,Bergamot Oak,Oregon,🏆 Platinum,1,0,1,1,0,1,4,2018,2023,4,Mosier,Oregon,USA,Active,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214
2022,Botanical,Gypsy Circus,Tea Leaf Reader,Tennessee,🥇🥇 Double Gold,0,2,0,1,1,2,6,2017,2022,3,Kingsport,Tennessee,USA,Active,https://gypsycircuscider.com/,https://www.facebook.com/GypsyCircusCider/,https://www.instagram.com/gypsycircuscider/,https://maps.google.com/?cid=4520512866262691085,https://www.yelp.com/biz/gypsy-circus-taproom-kingsport,https://www.tripadvisor.com/Attraction_Review-g55135-d12818214,https://untappd.com/w/gypsy-circus-cider-company/226304
2022,Botanical,Snow Capped Cider,Lavender Lemonade,Colorado,🥇 Gold,9,11,6,5,0,8,39,2018,2024,6,Cedaredge,Colorado,USA,Active,http://www.snowcappedcider.com/,https://www.facebook.com/snowcappedcider/,https://www.instagram.com/snowcappedcider/,https://maps.google.com/?cid=373602255640136887,,,https://untappd.com/w/snow-capped-cider/130549
2022,Botanical,Sandia Hard Cider,Lavender,New Mexico,🥈 Silver,0,0,0,1,0,0,1,2022,2022,1,Albuquerque,New Mexico,USA,Active,,https://www.facebook.com/sandiahardcider/,https://www.instagram.com/sandiahardcider/,https://maps.google.com/?cid=10960141526376680070,https://www.yelp.com/biz/the-craftroom-albuquerque,,https://untappd.com/w/sandia-hard-cider/286813
2022,Botanical,Bauman's Cider,Strawberry Mojito,Oregon,Judges' Pick,3,0,8,3,2,6,22,2018,2024,5,Gervais,Oregon,USA,Active,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872
2022,Botanical,Diskin Cider,Six One Five,Tennessee,Judges' Pick,0,0,1,0,0,5,6,2019,2022,3,Nashville,Tennessee,USA,Active,http://www.diskincider.com/,,https://www.instagram.com/diskincider/,https://maps.google.com/?cid=5465208715637137113,,,https://untappd.com/w/diskin-cider/341259
2022,Botanical,Stem Ciders,Hibiscus,Colorado,Judges' Pick,0,0,0,0,0,2,2,2017,2022,2,Denver,Colorado,USA,Active,http://stemciders.com/,https://www.facebook.com/stemciders/,https://www.instagram.com/stemciders/,https://maps.google.com/?cid=14948853403840338868,https://www.yelp.com/biz/stem-ciders-denver,https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132,https://untappd.com/w/stem-ciders/102829
2022,Hopped,Rootwood Cider Co.,Hop Infused,Washington,🏆 Platinum,2,1,3,0,1,2,9,2018,2024,5,Manson,Washington,USA,Active,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
2022,Hopped,1911 Established,New England IPC Hopped,New York,🥇🥇 Double Gold,3,3,3,0,0,3,12,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
2022,Hopped,Union Hill Cider Company,Cascade,Washington,🥇 Gold,1,2,2,2,0,4,11,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
2022,Hopped,Urban Tree Hard Cider,Orange U an IPA,Georgia,🥈 Silver,1,0,0,2,0,2,5,2018,2022,4,Atlanta,Georgia,USA,Active,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,https://maps.google.com/?cid=8193144976879641306,https://www.yelp.com/biz/urban-tree-cidery-atlanta,https://www.tripadvisor.com/Attraction_Review-g60898-d10201793,https://untappd.com/w/urban-tree-cidery/260157
2022,Hopped,Castle Hill Cider,Dry Hopped,Virginia,Judges' Pick,2,3,1,0,0,1,7,2018,2023,5,Keswick,Virginia,USA,Active,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303
2022,Hopped,Greenwood Cider Company,Hops,Washington,Judges' Pick,1,0,0,1,0,3,5,2022,2023,2,Seattle,Washington,USA,Active,https://www.greenwoodcider.com/,https://www.facebook.com/greenwoodcider,https://www.instagram.com/greenwoodcider,https://maps.google.com/?cid=9193094358946814076,https://www.yelp.com/biz/greenwood-cider-company-seattle,,https://untappd.com/w/greenwood-cider/193817
2022,Hopped,Houston Cider Company,Paradigm Shift,Texas,Judges' Pick,0,1,0,1,0,1,3,2019,2022,2,Houston,Texas,USA,Active,https://www.houstoncidertx.com/,https://www.facebook.com/houstoncidercompany,https://www.instagram.com/houstoncider/,https://maps.google.com/?cid=9879541345239427997,https://www.yelp.com/biz/town-in-city-brewing-company-houston,https://www.tripadvisor.com/Attraction_Review-g56003-d9609375,https://untappd.com/w/houston-cider-company/300156
2022,Specialty,Odd Brothers Craft Cider,Key Lime Kyle,Michigan,🏆 Platinum,1,0,0,1,0,2,4,2022,2023,2,Homer,Michigan,USA,Active,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider
2022,Specialty,Glacial Till Vineyard & Winery,Hibiscus Ginger,Nebraska,🥇🥇 Double Gold,2,3,2,0,0,3,10,2020,2023,3,Ashland,Nebraska,USA,Active,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758
2022,Specialty,Kystin,Cuvée XVII Apple Chestnut Cider,Brittany,🥇 Gold,0,1,2,0,0,0,3,2018,2022,2,Vannes,Brittany,France,Active,https://www.kystin.net/,https://www.facebook.com/kystincider,,,,,https://untappd.com/brewery/90870
2022,Specialty,Champlain Orchards,Mac & Maple,Vermont,🥈 Silver,0,2,0,3,0,2,7,2018,2024,5,Shoreham,Vermont,USA,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547
2022,Specialty,Anna's Cider,Cucumber Ginger,California,Judges' Pick,0,0,0,0,0,3,3,2022,2023,2,Santa Paula,California,USA,Active,https://annascider.com/,https://www.facebook.com/annascider,https://www.instagram.com/annascider/,https://maps.google.com/?cid=6245729611284225450,https://www.yelp.com/biz/anna-s-cider-santa-paula,,https://untappd.com/w/annas-cider/369723
2022,Specialty,Beach Bee Meadery,Cranberry Cinnamon,New Jersey,Judges' Pick,0,0,1,0,0,1,2,2022,2023,2,Long Branch,New Jersey,USA,Active,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/beachbeemeadery/,https://maps.google.com/?cid=3925888969412189535,https://www.yelp.com/biz/beach-bee-meadery-long-branch,https://www.tripadvisor.com/Attraction_Review-g46582-d21226866,https://untappd.com/w/beach-bee-meadery/452564
2022,Specialty,Portland Cider Company,Tangerine Dreamsicle,Oregon,Judges' Pick,2,4,6,3,2,7,24,2017,2024,7,Clackamas,Oregon,USA,Active,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260
2022,Natural,Maison Hérout,2019 AOC Cotentin Cuvée Tradition Brut,Normandy,🏆 Platinum,1,1,0,1,0,0,3,2022,2023,2,Auvers,Normandy,France,Active,https://www.maisonherout.com/,https://www.facebook.com/cidres/,https://www.instagram.com/maisonherout/,https://maps.google.com/?cid=1426598113576371976,,,https://untappd.com/w/m-a-herout/164919
2022,Natural,Posterity Ciderworks,My Pét Dragon,California,🥇🥇 Double Gold,0,1,0,0,0,1,2,2022,2022,1,Mokelumne Hill,California,USA,Active,https://posterityciderworks.com/,https://www.facebook.com/posterityciderworks,https://www.instagram.com/posterityciderworks/,https://maps.google.com/?cid=12556482300952119386,https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill,,
2022,Natural,Cidrerie Milton,Galia 2019,Quebec,🥇 Gold,0,1,2,0,0,2,5,2022,2022,1,Sainte-Cécile-de-Milton,Quebec,Canada,Active,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.yelp.com/biz/les-vergers-de-la-colline-sainte-cecile-de-milton,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
2022,Natural,WildCraft Cider Works,Tokyo Rose,Oregon,🥇 Gold,0,0,1,0,1,0,2,2018,2022,2,Eugene,Oregon,USA,Active,https://wildcraftciderworks.com/,https://www.facebook.com/WildCraftCiderWorks/,https://www.instagram.com/wildcraftcider/,https://maps.google.com/?cid=15001881032430403771,https://www.yelp.com/biz/wildcraft-cider-works-eugene,https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583,https://untappd.com/w/wildcraft-cider-works/159780
2022,Natural,Botanist & Barrel,Cúrate Sidra Natural,North Carolina,🥈 Silver,1,2,0,3,0,2,8,2020,2024,4,Cedar Grove,North Carolina,USA,Active,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,https://www.yelp.com/biz/botanist-and-barrel-cedar-grove,https://www.tripadvisor.com/Attraction_Review-g49015-d13544284,https://untappd.com/w/botanist-barrel/356633
2022,Natural,Cidrerie Milton,Gawett – Panne de Courant,Quebec,Judges' Pick,0,1,2,0,0,2,5,2022,2022,1,Sainte-Cécile-de-Milton,Quebec,Canada,Active,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.yelp.com/biz/les-vergers-de-la-colline-sainte-cecile-de-milton,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
2022,Natural,Eden Ciders,Pétillant Natural Hard Cider,Vermont,Judges' Pick,0,3,2,1,1,2,9,2017,2024,5,Newport,Vermont,USA,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108
2022,Natural,Petritegi,Aparduna,Basque Country,Judges' Pick,0,0,0,0,0,1,1,2022,2022,1,Astigarraga,Basque Country,Spain,Active,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.yelp.com/biz/petritegi-astigarraga,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639
2022,Sour,2 Towns Ciderhouse,2017 La Mure,Oregon,🏆 Platinum,6,11,6,5,4,9,41,2017,2024,6,Corvallis,Oregon,USA,Active,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975
2022,Sour,Cidrerie Milton,Honeycrisp Sour,Quebec,🥇🥇 Double Gold,0,1,2,0,0,2,5,2022,2022,1,Sainte-Cécile-de-Milton,Quebec,Canada,Active,https://cidreriemilton.com/,https://facebook.com/cidreriemilton,https://instagram.com/cidreriemilton,https://maps.google.com/?cid=9570102942420505240,https://www.yelp.com/biz/les-vergers-de-la-colline-sainte-cecile-de-milton,https://www.tripadvisor.com/Attraction_Review-g11547718-d10105070,https://untappd.com/CidrerieMilton
2022,Sour,Offset Ciderworks,Summer Love,Washington,🥇 Gold,0,0,2,0,0,6,8,2020,2024,3,Seattle,Washington,USA,Active,https://shopoffsetciderworks.com/,https://www.facebook.com/offsetciderworks/,https://www.instagram.com/offsetciderworks/,,,,https://untappd.com/w/offset-ciderworks/502452
2022,Sour,Liberty Ciderworks,Garratza,Washington,🥈 Silver,0,2,1,2,1,6,12,2017,2022,4,Spokane,Washington,USA,Active,http://libertycider.com/,https://www.facebook.com/LibertyCider,https://www.instagram.com/libertycider/,https://maps.google.com/?cid=14868081944798289423,https://www.yelp.com/biz/liberty-ciderworks-spokane-3,https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965,https://untappd.com/w/liberty-ciderworks/106336
2022,Sour,Odd Brothers Craft Cider,Sunday Sour Sunday,Michigan,Judges' Pick,1,0,0,1,0,2,4,2022,2023,2,Homer,Michigan,USA,Active,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,,,https://untappd.com/OddBrothersCraftCider
2022,Sour,Posterity Ciderworks,Raspberry Sour,California,Judges' Pick,0,1,0,0,0,1,2,2022,2022,1,Mokelumne Hill,California,USA,Active,https://posterityciderworks.com/,https://www.facebook.com/posterityciderworks,https://www.instagram.com/posterityciderworks/,https://maps.google.com/?cid=12556482300952119386,https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill,,
