Year,Award,Producer,Product,State,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2020,🏆 Winner,WildCraft Cider Works,Pisgah Heritage,Oregon,Active,"<a href=""https://wildcraftciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/WildCraftCiderWorks/"">Facebook</a>","<a href=""https://www.instagram.com/wildcraftcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15001881032430403771"">Google</a>","<a href=""https://www.yelp.com/biz/wildcraft-cider-works-eugene"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g51862-d8277583"">TripAdvisor</a>","<a href=""https://untappd.com/w/wildcraft-cider-works/159780"">Untappd</a>"
2020,🏅 Finalist,Finnriver Farm & Cidery,Pear Cider,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2020,🏅 Finalist,Gypsy Circus,Vaudevillian,Tennessee,Active,"<a href=""https://gypsycircuscider.com/"">Website</a>","<a href=""https://www.facebook.com/GypsyCircusCider/"">Facebook</a>","<a href=""https://www.instagram.com/gypsycircuscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4520512866262691085"">Google</a>","<a href=""https://www.yelp.com/biz/gypsy-circus-taproom-kingsport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g55135-d12818214"">TripAdvisor</a>","<a href=""https://untappd.com/w/gypsy-circus-cider-company/226304"">Untappd</a>"
2020,🏅 Finalist,Lassen Traditional Cider,Newtown Pippin,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2020,🏅 Finalist,Potter's Craft Cider,Farmhouse Dry,Virginia,Active,"<a href=""https://potterscraftcider.com/"">Website</a>","<a href=""https://www.facebook.com/potterscraftcider"">Facebook</a>","<a href=""https://www.instagram.com/potterscraftcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5866852060832925678"">Google</a>","<a href=""https://www.yelp.com/biz/potters-craft-cider-charlottesville-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57592-d19722718"">TripAdvisor</a>","<a href=""https://untappd.com/w/potters-craft-cider/30119"">Untappd</a>"
2020,🏅 Finalist,Stormalong Cider,Peariful,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2020,🏅 Finalist,Silo Distillery,Semi-Dry Cider,Vermont,Inactive,,,,,,,
2020,🏅 Finalist,Stem Ciders,Winesap,Colorado,Active,"<a href=""http://stemciders.com/"">Website</a>","<a href=""https://www.facebook.com/stemciders/"">Facebook</a>","<a href=""https://www.instagram.com/stemciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14948853403840338868"">Google</a>","<a href=""https://www.yelp.com/biz/stem-ciders-denver"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132"">TripAdvisor</a>","<a href=""https://untappd.com/w/stem-ciders/102829"">Untappd</a>"
2020,🏅 Finalist,Tieton Cider Works,Single Variety Ashmead’s Kernel,Washington,Active,"<a href=""https://tietonciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/tietonciderworks/"">Facebook</a>","<a href=""https://www.instagram.com/tietonciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9208093896298438407"">Google</a>","<a href=""https://www.yelp.com/biz/tieton-cider-works-yakima"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58838-d7991577"">TripAdvisor</a>","<a href=""https://untappd.com/w/tieton-cider-works/10804"">Untappd</a>"
2021,🏆 Winner,Big B's Hard Cider,White Buffalo,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2021,🏆 Winner,Eden Ciders,Eden Cellar Series: Pomme de Glace Ice Cider,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2021,🏆 Winner,Ethic Ciders,Warren Pear,California,Active,"<a href=""https://ethicciders.com/"">Website</a>",,"<a href=""https://www.instagram.com/ethicciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8690271967777704135"">Google</a>","<a href=""https://www.yelp.com/biz/ethic-ciders-sebastopol"">Yelp</a>",,"<a href=""https://untappd.com/w/ethic-ciders/355517"">Untappd</a>"
2021,🏆 Winner,Fable Farm Fermentory,Emanation,Vermont,Active,"<a href=""http://fablefarmfermentory.com/"">Website</a>",,"<a href=""https://www.instagram.com/fablefarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=14696832772230359937"">Google</a>",,,"<a href=""https://untappd.com/w/fable-farm-and-fermentory/169332"">Untappd</a>"
2021,🏆 Winner,Fable Farm Fermentory,Fluxion,Vermont,Active,"<a href=""http://fablefarmfermentory.com/"">Website</a>",,"<a href=""https://www.instagram.com/fablefarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=14696832772230359937"">Google</a>",,,"<a href=""https://untappd.com/w/fable-farm-and-fermentory/169332"">Untappd</a>"
2021,🏆 Winner,Farmstead Cider,Kelly Street,Wyoming,Active,"<a href=""https://farmsteadwyo.com/"">Website</a>","<a href=""https://www.facebook.com/farmsteadcider"">Facebook</a>","<a href=""https://www.instagram.com/farmsteadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17159845861173496600"">Google</a>",,,"<a href=""https://untappd.com/w/farmstead-cider/430386"">Untappd</a>"
2021,🏆 Winner,James Creek Cider House,Russets & 'Twigs 2019,North Carolina,Active,"<a href=""https://jamescreekciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/jamescreekciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/jamescreekciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8654485681895206331"">Google</a>","<a href=""https://www.yelp.com/biz/james-creek-cider-house-cameron"">Yelp</a>",,"<a href=""https://untappd.com/w/james-creek-cider-house/291592"">Untappd</a>"
2021,🏆 Winner,Lassen Traditional Cider,Filigreen Farm,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2021,🏆 Winner,Liberty Ciderworks,Heirloom Series McIntosh,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2021,🏆 Winner,Liberty Ciderworks,55 Chain,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2021,🏆 Winner,Liberty Ciderworks,Heirloom Series Golden Russet,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2021,🏆 Winner,Madrone Cellars & Cider,Barrel Aged Currant,Washington,Active,"<a href=""https://madronecellars.com/"">Website</a>","<a href=""https://www.facebook.com/madronecellars"">Facebook</a>","<a href=""https://www.instagram.com/madronecellars_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4819408985436567114"">Google</a>","<a href=""https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60957-d21166624"">TripAdvisor</a>","<a href=""https://untappd.com/MadroneCider"">Untappd</a>"
2021,🏆 Winner,Snow Capped Cider,Dabinett,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2021,🏆 Winner,Snow Capped Cider,Harrison,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2021,🏆 Winner,Stormalong Cider,Ashmead's Kernel,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2021,🏆 Winner,Wise Bird Cider,Hewe's Crab,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2021,🏆 Winner,Wise Bird Cider,Pommeau,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2021,🏅 Finalist,Art+Science Cider & Wine,Little Apples,Oregon,Active,"<a href=""https://www.artandsciencenw.com/"">Website</a>",,"<a href=""https://www.instagram.com/art_science_cider_wine/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4459649670680406192"">Google</a>","<a href=""https://www.yelp.com/biz/art-science-cider-and-wine-sheridan"">Yelp</a>",,"<a href=""https://untappd.com/w/art-and-science/220656"">Untappd</a>"
2021,🏅 Finalist,Champlain Orchards,Ashmead’s Kernel,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2021,🏅 Finalist,Eden Ciders,Eden Cellar Series: Benjamin – Holistic Pet Nat,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2021,🏅 Finalist,Ethic Ciders,Montage,California,Active,"<a href=""https://ethicciders.com/"">Website</a>",,"<a href=""https://www.instagram.com/ethicciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8690271967777704135"">Google</a>","<a href=""https://www.yelp.com/biz/ethic-ciders-sebastopol"">Yelp</a>",,"<a href=""https://untappd.com/w/ethic-ciders/355517"">Untappd</a>"
2021,🏅 Finalist,Gowan's Heirloom Ciders,Spiced Apple,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2021,🏅 Finalist,James Creek Cider House,Summer Gold 2019,North Carolina,Active,"<a href=""https://jamescreekciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/jamescreekciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/jamescreekciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8654485681895206331"">Google</a>","<a href=""https://www.yelp.com/biz/james-creek-cider-house-cameron"">Yelp</a>",,"<a href=""https://untappd.com/w/james-creek-cider-house/291592"">Untappd</a>"
2021,🏅 Finalist,Slake Cider,Scrumptown,Oregon,Inactive,,,,,,,
2021,🏅 Finalist,Snow Capped Cider,Gold Rush,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2021,🏅 Finalist,Wise Bird Cider,Ashmead’s Kernel,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2022,🏆 Winner,Big B's Hard Cider,Colo-Fornia Single Variety Gravistein Hard Cider,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2022,🏆 Winner,Big B's Hard Cider,Bourbon Barrel Aged Pommeau,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2022,🏆 Winner,Big B's Hard Cider,One Night Fruit Stand,Colorado,Active,"<a href=""http://www.bigbs.com/"">Website</a>","<a href=""https://www.facebook.com/visitbigbs"">Facebook</a>","<a href=""https://www.instagram.com/drinkbigbs"">Instagram</a>","<a href=""https://maps.google.com/?cid=78577038036310991"">Google</a>","<a href=""https://www.yelp.com/biz/delicious-orchards-hotchkiss"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33588-d4471856"">TripAdvisor</a>","<a href=""https://untappd.com/w/big-bs-fabulous-juices/100389"">Untappd</a>"
2022,🏆 Winner,Champlain Orchards,Honeycrisp,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2022,🏆 Winner,Champlain Orchards,Ettersburg,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2022,🏆 Winner,Coturri Winery,Aeplz Cider,California,Active,"<a href=""https://coturriwinery.com/"">Website</a>","<a href=""https://www.facebook.com/CoturriWinery"">Facebook</a>","<a href=""https://www.instagram.com/Coturri_Winery"">Instagram</a>","<a href=""https://maps.google.com/?cid=5748147493916332418"">Google</a>","<a href=""https://www.yelp.com/biz/coturri-h-and-sons-winery-glen-ellen"">Yelp</a>",,"<a href=""https://untappd.com/w/coturri-and-sons/124649"">Untappd</a>"
2022,🏆 Winner,Eden Ciders,Windfall Orchard Farmhouse Cider,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2022,🏆 Winner,Eden Ciders,Northern Spy Barrel-Aged Ice Cider,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2022,🏆 Winner,Farmstead Cider,Red Canyon Nan's,Wyoming,Active,"<a href=""https://farmsteadwyo.com/"">Website</a>","<a href=""https://www.facebook.com/farmsteadcider"">Facebook</a>","<a href=""https://www.instagram.com/farmsteadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17159845861173496600"">Google</a>",,,"<a href=""https://untappd.com/w/farmstead-cider/430386"">Untappd</a>"
2022,🏆 Winner,Finnriver Farm & Cidery,Perry,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2022,🏆 Winner,Gypsy Circus,Single Origin: Black Twig Bone Dry,Tennessee,Active,"<a href=""https://gypsycircuscider.com/"">Website</a>","<a href=""https://www.facebook.com/GypsyCircusCider/"">Facebook</a>","<a href=""https://www.instagram.com/gypsycircuscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4520512866262691085"">Google</a>","<a href=""https://www.yelp.com/biz/gypsy-circus-taproom-kingsport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g55135-d12818214"">TripAdvisor</a>","<a href=""https://untappd.com/w/gypsy-circus-cider-company/226304"">Untappd</a>"
2022,🏆 Winner,Liberty Ciderworks,Artisan Series Kingston Black,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2022,🏆 Winner,North American Press,Wildcard,California,Active,"<a href=""https://northamericanpress.wine/"">Website</a>",,"<a href=""https://www.instagram.com/north_american_press/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/north-american-press/485699"">Untappd</a>"
2022,🏆 Winner,Ragged Hill Cider,Pommes d'Or,Massachusetts,Active,"<a href=""https://www.raggedhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/RaggedHillCider/"">Facebook</a>","<a href=""https://www.instagram.com/raggedhillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12743756096350248911"">Google</a>","<a href=""https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41900-d13976564"">TripAdvisor</a>","<a href=""https://untappd.com/w/ragged-hill-cider-company/339946"">Untappd</a>"
2022,🏆 Winner,Snow Capped Cider,Blanc Mollet,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2022,🏆 Winner,Stormalong Cider,Wickson Single Varietal,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2022,🏆 Winner,Troddenvale Cider,Special Edition No. 4,Virginia,Active,"<a href=""https://www.troddenvale.com/"">Website</a>","<a href=""https://www.facebook.com/troddenvalecider/"">Facebook</a>","<a href=""https://www.instagram.com/troddenvalecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14366923941014908780"">Google</a>","<a href=""https://www.yelp.com/biz/troddenvale-warm-springs"">Yelp</a>",,"<a href=""https://untappd.com/w/troddenvale/461564"">Untappd</a>"
2022,🏆 Winner,Wise Bird Cider,Royal Red,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2022,🏅 Finalist,Artifact Cider Project,Slow Down,Massachusetts,Active,"<a href=""http://www.artifactcider.com/"">Website</a>","<a href=""https://www.facebook.com/artifactcider/"">Facebook</a>","<a href=""https://www.instagram.com/artifactcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/artifact-cider-project/135898"">Untappd</a>"
2022,🏅 Finalist,Bauman's Cider,McIntosh Single Varietal,Oregon,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
2022,🏅 Finalist,Botanist & Barrel,The Farmers Orchard Cider,North Carolina,Active,"<a href=""https://www.botanistandbarrel.com/"">Website</a>",,"<a href=""https://www.instagram.com/botanistandbarrel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1902463006194094884"">Google</a>","<a href=""https://www.yelp.com/biz/botanist-and-barrel-cedar-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g49015-d13544284"">TripAdvisor</a>","<a href=""https://untappd.com/w/botanist-barrel/356633"">Untappd</a>"
