Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/shipbuilders-cider/"">ShipBuilders Cider</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/stowe-cider/"">Stowe Cider</a>",0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/collective-arts-brewing/"">Collective Arts Brewing</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/descendant-cider-company/"">Descendant Cider Company</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/empire-cider-company/"">Empire Cider Company</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/fabbioli-cellars/"">Fabbioli Cellars</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/hazlitt-1852-vineyards/"">Hazlitt 1852 Vineyards</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ricker-hill/"">Ricker Hill</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/uncommon-cider-co/"">Uncommon Cider Co.</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/wards-cider/"">Wards Cider</a>",0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/bee-well-mead-cider/"">Bee Well Mead & Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/corey-lake-orchards/"">Corey Lake Orchards</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/greenwood-cider-company/"">Greenwood Cider Company</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/liquid-alchemy-beverages/"">Liquid Alchemy Beverages</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/mawby-vineyards/"">Mawby Vineyards</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/mississippi-ale-house/"">Mississippi Ale House</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/raging-cider-mead/"">Raging Cider & Mead</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sourwood-cider/"">Sourwood Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/square-mile-cider/"">Square Mile Cider</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/thornapple-brewing-company/"">Thornapple Brewing Company</a>",0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/blueberry-hill-estates/"">Blueberry Hill Estates</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/century-tree-cider-co/"">Century Tree Cider Co.</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/heartwood-farm-cidery/"">Heartwood Farm & Cidery</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/prospect-ciderworks/"">Prospect Ciderworks</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/"">Puddicombe Estate Farm</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/barrika/"">Barrika</a>",1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-mayador/"">Sidra Mayador</a>",1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/vergers-de-velours/"">Vergers de Velours</a>",1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/cold-hand-winery/"">Cold Hand Winery</a>",1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/"">Methow Valley Ciderhouse</a>",1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidewood-estate/"">Sidewood Estate</a>",1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/the-bottlehouse-brewing-company/"">The BottleHouse Brewing Company</a>",0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/wyndridge-farm/"">Wyndridge Farm</a>",0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/"">Red Rover Craft Cider</a>",0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/domaine-des-cotes-dardoise/"">Domaine des Côtes d'Ardoise</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/falconer-vineyards/"">Falconer Vineyards</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/jaanihanso-cider/"">Jaanihanso Cider</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/kekionga-craft-company/"">Kekionga Craft Company</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/keuka-craft-ciders/"">Keuka Craft Ciders</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/orwa-cider-collective/"">OR\WA Cider Collective</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/riverhead-ciderhouse/"">Riverhead Ciderhouse</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-riestra/"">Sidra Riestra</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/willie-smiths/"">Willie Smith's</a>",0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/"">Beaver Valley Orchard & Cidery</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/buskey-cider/"">Buskey Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ela-cider-co/"">Ela Cider Co.</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/farmhaus-cider-co/"">Farmhaus Cider Co.</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/fieldbird-cider/"">FieldBird Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ironwood-hard-cider/"">Ironwood Hard Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/kaneb-orchards/"">Kaneb Orchards</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/le-flanc-nord-verger-cidrerie/"">Le Flanc Nord Verger & Cidrerie</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/metal-house-cider/"">Metal House Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/mountain-west-cider-company/"">Mountain West Cider Company</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/original-sin-cider/"">Original Sin Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/renaissance-orchards/"">Renaissance Orchards</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/stoic-cider/"">Stoic Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/thors-hard-cider/"">Thor's Hard Cider</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ugly-apple/"">Ugly Apple</a>",0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/banters-hard-cider/"">Banter's Hard Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/big-belly-ciderworks/"">Big Belly Ciderworks</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/cherry-creek-cellars/"">Cherry Creek Cellars</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/"">Flint City Hard Cider Co.</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/lassen-traditional-cider/"">Lassen Traditional Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/little-pomona/"">Little Pomona</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ragged-hill-cider/"">Ragged Hill Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/spring-hill-cider-works/"">Spring Hill Cider Works</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/the-old-mine-cider-company/"">The Old Mine Cider Company</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/wild-cider/"">Wild Cider</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/windy-hill-orchard-cidery/"">Windy Hill Orchard & Cidery</a>",0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sidra-fanjul/"">Sidra Fanjul</a>",1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/angeles-crest-cider/"">Angeles Crest Cider</a>",0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/city-orchard/"">City Orchard</a>",0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/101-cider-house/"">101 Cider House</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/5-penny-hard-cider/"">5 Penny Hard Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/adams-cider-company/"">Adams Cider Company</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/bereziartua/"">Bereziartua</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/black-devil-cider/"">Black Devil Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/cidre-le-brun/"">Cidre Le Brun</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/creekside-estate-winery/"">Creekside Estate Winery</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/freewater-cider-and-wine-company/"">Freewater Cider and Wine Company</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/jks-farmhouse-ciders/"">JK's Farmhouse Ciders</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/les-vergers-de-kermao/"">Les Vergers de Kermao</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/new-leaf-cider-co/"">New Leaf Cider Co.</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/prototype-hard-cider/"">Prototype Hard Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/reinharts-cider/"">Reinhart's Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/rider-ranch/"">Rider Ranch</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/right-bee-cider/"">Right Bee Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/shield-cider/"">Shield Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/spoke-spy-ciderworks/"">Spoke + Spy Ciderworks</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/stoked-cider/"">Stoked Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/stoney-ridge-winery/"">Stoney Ridge Winery</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/talbotts-cider-company/"">Talbott's Cider Company</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/tin-hat-cider/"">Tin Hat Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/top-of-the-rock-ciders/"">Top of the Rock Ciders</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/treasury-cider-at-fishkill-farms/"">Treasury Cider at Fishkill Farms</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/troy-cider/"">Troy Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/"">Urban Tree Hard Cider</a>",0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/bullevie-cidre/"">Bullevie Cidre</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-de-menez-brug/"">Cidrerie de Menez-Brug</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ferme-black-creek/"">Ferme Black Creek</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/grand-illusion-hard-cider/"">Grand Illusion Hard Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/headwater-cider/"">Headwater Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/kings-mill-cider/"">Kings Mill Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/malicious-spirits/"">Malicious Spirits</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/north-shore-cider-company/"">North Shore Cider Company</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/ridge-cider-co/"">Ridge Cider Co.</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/sietsema-orchards/"">Sietsema Orchards</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/stone-circle-cider/"">Stone Circle Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/swilled-dog-hard-cider/"">Swilled Dog Hard Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>","<a href=""https://ciderguide.com/glintcap/medalists/two-blokes-cider/"">Two Blokes Cider</a>",0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",1,1,6,12,20
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/kings-highway-fine-cider/"">Kings Highway Fine Cider</a>",0,0,9,8,17
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",3,2,5,5,15
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",1,1,6,6,14
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",2,1,4,4,11
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",0,1,6,4,11
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/"">Cider Creek Hard Cider</a>",0,1,4,6,11
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",2,0,4,4,10
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",1,1,5,3,10
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",0,1,2,7,10
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",3,1,2,3,9
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",0,0,5,4,9
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/1911-established/"">1911 Established</a>",0,2,3,3,8
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",0,0,5,3,8
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",0,0,1,7,8
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",1,0,4,2,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",1,0,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",1,0,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",1,0,2,4,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/swift-cider/"">Swift Cider</a>",0,1,3,3,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",0,0,2,5,7
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/annapolis-cider-company/"">Annapolis Cider Company</a>",2,0,2,2,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",2,0,2,2,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",1,0,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/citizen-cider/"">Citizen Cider</a>",1,0,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",0,0,4,2,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>","<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",0,0,3,3,6
