Style,Medal,Medalist,Entry,Region,Points,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
Cider or Perry with Fruit,🥈 Silver,Flying Brick Cider Co,Pango,Victoria,90,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
Cider or Perry with Fruit,🥈 Silver,Monkey Rock Cider,Blackcurrant Cider,Western Australia,87.5,"<a href=""https://www.monkeyrockwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/monkeyrockwinerydenmarkWA"">Facebook</a>","<a href=""https://www.instagram.com/monkeyrockwineryandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4216191327395483874"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g488338-d18942597"">TripAdvisor</a>","<a href=""https://untappd.com/w/monkey-rock-cider/488303"">Untappd</a>"
Cider or Perry with Fruit,🥈 Silver,Monkey Rock Cider,Passionfruit Cider,Western Australia,86,"<a href=""https://www.monkeyrockwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/monkeyrockwinerydenmarkWA"">Facebook</a>","<a href=""https://www.instagram.com/monkeyrockwineryandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4216191327395483874"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g488338-d18942597"">TripAdvisor</a>","<a href=""https://untappd.com/w/monkey-rock-cider/488303"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Spreyton Cider Co,Sour Cherry Cider,Tasmania,84.5,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Spreyton Cider Co,Apple & Raspberry Cider,Tasmania,84,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Plenty,Apple + Strawberry,Tasmania,83,"<a href=""https://www.plentycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/plentycider/"">Facebook</a>","<a href=""https://www.instagram.com/plentycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=108618394510087143"">Google</a>",,"<a href=""https://untappd.com/w/plenty-cider/454183"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Flying Brick Cider Co,Splicer,Victoria,82,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Frank's Cider,Raspberry Pear,Tasmania,81,"<a href=""https://www.frankscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/FranksCider"">Facebook</a>","<a href=""https://www.instagram.com/frankscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281895632138757991"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/66943"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Monkey Rock Cider,Pineapple Cider,Western Australia,81,"<a href=""https://www.monkeyrockwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/monkeyrockwinerydenmarkWA"">Facebook</a>","<a href=""https://www.instagram.com/monkeyrockwineryandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4216191327395483874"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g488338-d18942597"">TripAdvisor</a>","<a href=""https://untappd.com/w/monkey-rock-cider/488303"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Plenty,Apple + Quince,Tasmania,81,"<a href=""https://www.plentycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/plentycider/"">Facebook</a>","<a href=""https://www.instagram.com/plentycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=108618394510087143"">Google</a>",,"<a href=""https://untappd.com/w/plenty-cider/454183"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Hillbilly Cider,Summer,New South Wales,78.5,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Flying Brick Cider Co,RasPerry,Victoria,78,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
Cider or Perry with Fruit,🥉 Bronze,Plenty,Apple + Cherry,Tasmania,78,"<a href=""https://www.plentycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/plentycider/"">Facebook</a>","<a href=""https://www.instagram.com/plentycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=108618394510087143"">Google</a>",,"<a href=""https://untappd.com/w/plenty-cider/454183"">Untappd</a>"
Lighter Strength Cider or Perry,🥈 Silver,PRAH,Wild Red,Tasmania,86.5,"<a href=""https://www.prah.au/"">Website</a>",,,,,
Lighter Strength Cider or Perry,🥉 Bronze,Darkes Cider,Perry,New South Wales,81,"<a href=""https://www.darkes.com.au/"">Website</a>","<a href=""https://www.facebook.com/DarkesCider"">Facebook</a>","<a href=""https://www.instagram.com/darkescider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9016868264603406991"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g7786462-d7786279"">TripAdvisor</a>","<a href=""https://untappd.com/w/darkes-cider/93421"">Untappd</a>"
Lighter Strength Cider or Perry,🥉 Bronze,St Ronan's Cider,Apple and Pear Mid,Victoria,77.5,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
Cider or Perry with Botanicals,🥇 Gold,DV Cider,Roadknight,Victoria,93,"<a href=""https://dvcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/darraweitvalleycider/"">Facebook</a>","<a href=""https://www.instagram.com/dvcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9100243841087380471"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538"">TripAdvisor</a>","<a href=""https://untappd.com/DarraweitValleyCider"">Untappd</a>"
Cider or Perry with Botanicals,🥈 Silver,Spreyton Cider Co,Spiced Pear Cider,Tasmania,88,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
Cider or Perry with Botanicals,🥈 Silver,Crafty Cider,Ole Ginger,New South Wales,86,"<a href=""https://www.craftycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/craftyciderbatlow"">Facebook</a>","<a href=""https://www.instagram.com/craftyciderbatlow/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15536909893508302345"">Google</a>",,"<a href=""https://untappd.com/w/crafty-cider/460789"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,DV Cider,Hop Drop,Victoria,82,"<a href=""https://dvcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/darraweitvalleycider/"">Facebook</a>","<a href=""https://www.instagram.com/dvcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9100243841087380471"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g27087874-d21406538"">TripAdvisor</a>","<a href=""https://untappd.com/DarraweitValleyCider"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,Monkey Rock Cider,Hawaiian Dayz Cider,Western Australia,80.5,"<a href=""https://www.monkeyrockwinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/monkeyrockwinerydenmarkWA"">Facebook</a>","<a href=""https://www.instagram.com/monkeyrockwineryandcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4216191327395483874"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g488338-d18942597"">TripAdvisor</a>","<a href=""https://untappd.com/w/monkey-rock-cider/488303"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,Flying Brick Cider Co,Spiced Cider,Victoria,80,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,Lenswood Cider Company,Apple/Ginger Cider,South Australia,79.5,"<a href=""https://www.lenswoodciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/lenswoodciderco"">Facebook</a>","<a href=""https://www.instagram.com/lenswoodciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/w/lenswood-cider-co/472218"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,Henry Street Brewhouse,Lady Of The Lake,Victoria,78.5,"<a href=""https://www.henrystbrewhouse.com.au/"">Website</a>","<a href=""https://www.facebook.com/HenryStBrewhouse"">Facebook</a>","<a href=""https://www.instagram.com/henrystbrewhouse"">Instagram</a>","<a href=""https://maps.google.com/?cid=9275785949075554717"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255100-d10312912"">TripAdvisor</a>","<a href=""https://untappd.com/HenryStBrewhouse"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,Spreyton Cider Co,Bitter Cider,Tasmania,77.5,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
Cider or Perry with Botanicals,🥉 Bronze,The Cidery,Love Child - Ginger Cider,Western Australia,77.5,"<a href=""https://www.thecidery.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheCideryBridgetown"">Facebook</a>","<a href=""https://www.instagram.com/thecidery_/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5365209465918520059"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g488330-d3385747"">TripAdvisor</a>","<a href=""https://untappd.com/BlackwoodValleyBrewingCompany"">Untappd</a>"
Wood Aged Cider or Perry,🥈 Silver,Willie Smith's Tasmanian,Brandy Barrel Aged Apple Cider,Tasmania,89,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
Wood Aged Cider or Perry,🥈 Silver,Hillbilly Cider,Barrel Aged Vintage,New South Wales,85,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
Wood Aged Cider or Perry,🥉 Bronze,Funk Cider,Sweet Oaked Cider,Western Australia,82,"<a href=""https://www.funkcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/funkdrinksco"">Facebook</a>","<a href=""https://www.instagram.com/funkdrinksco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10108756665139980900"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2308113-d11815291"">TripAdvisor</a>","<a href=""https://untappd.com/FunkCider"">Untappd</a>"
Wood Aged Cider or Perry,🥉 Bronze,Hillbilly Cider,Vintage Apple,New South Wales,82,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
Wood Aged Cider or Perry,🥉 Bronze,Sydney Brewery,Organic Oaked Cider,New South Wales,78,"<a href=""https://sydneybrewery.com/"">Website</a>","<a href=""https://www.facebook.com/SydneyBrewery/"">Facebook</a>","<a href=""https://www.instagram.com/sydneybrewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6674617705014025022"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g23197656-d15602287"">TripAdvisor</a>","<a href=""https://untappd.com/SydneyBrewhouse"">Untappd</a>"
Pommeau,🥈 Silver,Carmel Cider,Mistelle,Western Australia,90,"<a href=""https://carmelcider.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/carmel_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9888810503901269588"">Google</a>",,"<a href=""https://untappd.com/CarmelCiderCompany"">Untappd</a>"
Pommeau,🥈 Silver,Willie Smith's Tasmanian,Pommeau,Tasmania,88,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
Pommeau,🥈 Silver,Small Acres Cyder,Pommeau Apple Mistelle 2021,New South Wales,85,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
Eau de Vie (Apple or Pear Spirit),🥈 Silver,St Andrews Beach Brewery,Home Track Apple Vodka,Victoria,88,"<a href=""https://standrewsbeachbrewery.com.au/"">Website</a>","<a href=""https://www.facebook.com/sab.brewery/"">Facebook</a>","<a href=""https://www.instagram.com/sab.brewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3674219969181670288"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1800212-d13141758"">TripAdvisor</a>","<a href=""https://untappd.com/StAndrewsBeachBrewery"">Untappd</a>"
Eau de Vie (Apple or Pear Spirit),🥉 Bronze,Willie Smith's Tasmanian,Apple Spirit,Tasmania,80,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
Eau de Vie (Apple or Pear Spirit),🥉 Bronze,Lenswood Cider Company,She’ll be Apples,South Australia,78,"<a href=""https://www.lenswoodciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/lenswoodciderco"">Facebook</a>","<a href=""https://www.instagram.com/lenswoodciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/w/lenswood-cider-co/472218"">Untappd</a>"
Aged Apple or Pear Spirit,🥇 Gold,Carmel Cider,Apple Brandy,Western Australia,93,"<a href=""https://carmelcider.com.au/"">Website</a>",,"<a href=""https://www.instagram.com/carmel_cider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9888810503901269588"">Google</a>",,"<a href=""https://untappd.com/CarmelCiderCompany"">Untappd</a>"
Aged Apple or Pear Spirit,🥈 Silver,Willie Smith's Tasmanian,Apple Brandy,Tasmania,86.5,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
Aged Apple or Pear Spirit,🥉 Bronze,LOBO Cider,Apple Brandy - Lobodos,South Australia,83,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
Aged Apple or Pear Spirit,🥉 Bronze,Gurneys Cider,7yr Apple Brandy,Victoria,81,"<a href=""https://gurneyscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/gurneyscider"">Facebook</a>","<a href=""https://www.instagram.com/gurneyscidery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17296225831182939561"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g552172-d15180819"">TripAdvisor</a>","<a href=""https://untappd.com/GurneysCider"">Untappd</a>"
Aged Apple or Pear Spirit,🥉 Bronze,On the Shoulders of Giants,Fine Apple Brandy,Western Australia,81,,"<a href=""https://www.facebook.com/giantscider/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/manjimup-cider-co/422781"">Untappd</a>"
