Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Verger Belliveau Orchard,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Walkerville City Cidery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Westview Orchards & Winery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Wild Hare Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",XO Alambic,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Zapiain,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",2 Towns Ciderhouse,0,1,12,13,26
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Seattle Cider Company,1,2,9,10,22
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Kings Highway Fine Cider,0,2,9,9,20
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Angry Orchard,0,1,10,9,20
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Haykin Family Cider,2,1,10,3,16
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Vermont Cider Company,3,0,5,3,11
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Virtue Cider,0,0,8,3,11
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Uncle John's,3,0,3,4,10
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Arsenal Cider House,1,2,3,4,10
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie du Minot,1,1,4,4,10
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Twin Pines Orchards & Cider House,1,0,3,6,10
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brickworks Ciderhouse,0,1,3,6,10
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Salt Spring Wild Cider,0,1,7,1,9
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Creek Hard Cider,0,1,3,5,9
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",St. Vrain Cidery,0,0,3,6,9
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Black Diamond Cider,2,2,3,1,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bull City Ciderworks,2,2,2,2,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tandem Ciders,0,2,2,4,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Vander Mill,0,0,6,2,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Appleholic Cider Company,0,0,3,5,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Western Cider,0,0,2,6,8
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie Milton,2,0,5,0,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Twisted Hills Craft Cider,2,0,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Eden Ciders,1,1,4,1,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sea Cider Farm & Ciderhouse,1,1,3,2,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bold Rock Hard Cider,0,0,6,1,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Dragon's Head Cider,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ernest Cider,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Starcut Ciders,0,0,4,3,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tieton Cider Works,0,0,3,4,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Red Clay Ciderworks,0,0,2,5,7
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ferme de Romilly,4,1,0,1,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Gowan's Heirloom Ciders,2,0,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Meriwether Cider Company,2,0,2,2,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Oliver's Cider and Perry,1,0,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stem Ciders,1,0,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Windswept Orchard Cider,0,1,3,2,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",GoodRoad Ciderworks,0,1,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra El Gaitero,0,1,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Townline Ciderworks,0,1,2,3,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ciderboys,0,1,0,5,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cambium Cider Co,0,0,5,1,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big B's Hard Cider,0,0,4,2,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Colorado Cider Company,0,0,4,2,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hawk Knob,0,0,4,2,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blake's Hard Cider Co.,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Celtic Marches,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Snow Capped Cider,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Threadbare Cider,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",C Squared Ciders,2,0,2,1,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Grey & Gold Cider,1,1,1,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Citizen Cider,1,0,2,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Northville Winery and Brewing Company,1,0,2,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ardiel Cider House,0,1,2,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",California Cider Company,0,1,0,4,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",West Avenue Cider,0,1,0,4,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Left Foot Charley,0,0,5,0,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",James Creek Cider House,0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Swift Cider,0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Locust Cider,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The Cider Farm,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",ANXO Cider,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brix Cider,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Embark Craft Ciderworks,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Forgotten Ciders,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Teal Cider,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Nomad Cider,0,0,1,4,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Raven's Moon Craft Cider,0,0,1,4,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Runcible Cider,0,0,1,4,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Old Hill Cider,0,0,0,5,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Patriots' Heritage Cider,0,0,0,5,5
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",AeppelTreow Winery & Distillery,2,0,0,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hogan's Cider,1,0,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bauman's Cider,1,0,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Donovan Orchards Estate Ciders,1,0,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Suttons Bay Ciders,1,0,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Slake Cider,0,4,0,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Montana CiderWorks,0,2,2,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Treehorn Cider,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Door Peninsula Winery,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blue Toad Hard Cider,0,1,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Liberty Ciderworks,0,1,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Pommies Cider Co.,0,1,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",45 North Vineyard & Winery,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big Hill Ciderworks,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brooklyn Cider House,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Pux Cider,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Shoal Hope Ciderworks,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Texas Corners Brewing Company,0,0,3,1,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Riot!,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie Verger Bilodeau,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Common Cider Company,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Deep Roots Hard Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Eris Brewery & Cider House,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hudson Valley Farmhouse Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",KW Craft Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Noble Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Peat's Original Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sapsucker Farms Yellow Belly Cidery,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Yip Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",26 Acre Craft Cider Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ash & Elm Cider Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Nomad Cidery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The Great Canadian Cider Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",York County Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bishop Cider Company,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tractor Brewing Company,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big Fish Cider Co.,2,1,0,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Hill Cellars,1,1,0,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bulwark Cider,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Chateau Morrisette,1,0,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Dunkertons Cider and Perry,1,0,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sierra Cider,1,0,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Incline Cider Company,0,1,2,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Coastliner Craft Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Fieldstone Hard Cider Co.,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Loïc Raison,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Champlain Orchards,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Rootstock Ciderworks,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Santa Cruz Cider Co.,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Scenic Road Cider Co.,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",ShipBuilders Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stowe Cider,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Collective Arts Brewing,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Descendant Cider Company,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Empire Cider Company,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Fabbioli Cellars,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hazlitt 1852 Vineyards,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",McClure's Orchard & Winery,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ricker Hill,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Trabanco,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Uncommon Cider Co.,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Wards Cider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bee Well Mead & Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Corey Lake Orchards,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Greenwood Cider Company,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Liquid Alchemy Beverages,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Mawby Vineyards,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Mississippi Ale House,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Raging Cider & Mead,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sourwood Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Square Mile Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Thornapple Brewing Company,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blueberry Hill Estates,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Century Tree Cider Co.,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Heartwood Farm & Cidery,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Prospect Ciderworks,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Puddicombe Estate Farm,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Robinette Cellars,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Barrika,1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Mayador,1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Vergers de Velours,1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cold Hand Winery,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Methow Valley Ciderhouse,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidewood Estate,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The BottleHouse Brewing Company,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Wyndridge Farm,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Red Rover Craft Cider,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Castle Hill Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Domaine des Côtes d'Ardoise,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Falconer Vineyards,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Jaanihanso Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Kekionga Craft Company,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Keuka Craft Ciders,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",OR\WA Cider Collective,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Riverhead Ciderhouse,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Riestra,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Thornbury Craft Co.,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Willie Smith's,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Beaver Valley Orchard & Cidery,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Buskey Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ela Cider Co.,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Farmhaus Cider Co.,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",FieldBird Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ironwood Hard Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Kaneb Orchards,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Le Flanc Nord Verger & Cidrerie,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Metal House Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Mountain West Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Original Sin Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Renaissance Orchards,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stoic Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Thor's Hard Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ugly Apple,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Banter's Hard Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big Belly Ciderworks,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cherry Creek Cellars,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ferme de la Sapinière,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Flint City Hard Cider Co.,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Lassen Traditional Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Little Pomona,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ragged Hill Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Spring Hill Cider Works,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The Old Mine Cider Company,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Wild Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Windy Hill Orchard & Cidery,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra Fanjul,1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Angeles Crest Cider,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",City Orchard,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",101 Cider House,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",5 Penny Hard Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Adams Cider Company,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bereziartua,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Black Devil Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidre Le Brun,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Creekside Estate Winery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Freewater Cider and Wine Company,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",JK's Farmhouse Ciders,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Les Vergers de Kermao,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Maiden Rock Winery & Cidery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",New Leaf Cider Co.,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Prototype Hard Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Reinhart's Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Rider Ranch,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Right Bee Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Shield Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Spoke + Spy Ciderworks,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stoked Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stoney Ridge Winery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Talbott's Cider Company,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tin Hat Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Top of the Rock Ciders,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Treasury Cider at Fishkill Farms,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Troy Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Urban Tree Hard Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bullevie Cidre,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie de Menez-Brug,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ferme Black Creek,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Grand Illusion Hard Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Headwater Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Kings Mill Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Malicious Spirits,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",North Shore Cider Company,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ridge Cider Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sietsema Orchards,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stone Circle Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Swilled Dog Hard Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Two Blokes Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2017-results/"">2017</a>",2 Towns Ciderhouse,1,1,6,12,20
