Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Urban Chestnut Brewing Company,St. Louis,Missouri,United States,Beer,"<a href=""https://maps.google.com/?cid=5379453638443587021"">Google</a>","<a href=""https://www.urbanchestnut.com/"">Website</a>","<a href=""https://www.facebook.com/UrbanChestnut"">Facebook</a>","<a href=""https://www.instagram.com/urbanchestnut"">Instagram</a>","<a href=""https://www.yelp.com/biz/urban-chestnut-brewing-company-saint-louis"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g44881-d8274916"">TripAdvisor</a>","<a href=""https://untappd.com/urbanchestnut"">Untappd</a>",,
Mac's Creek Winery & Brewery,Lexington,Nebraska,United States,Wine,"<a href=""https://maps.google.com/?cid=3241186660371044340"">Google</a>","<a href=""https://macscreek.com/"">Website</a>","<a href=""https://www.facebook.com/macscreekwines"">Facebook</a>","<a href=""https://www.instagram.com/macscreekwinebeer/"">Instagram</a>","<a href=""https://www.yelp.com/biz/macs-creek-winery-and-brewery-lexington"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g45665-d2522739"">TripAdvisor</a>","<a href=""https://untappd.com/macscreekbeer"">Untappd</a>",,
Rich Harvest Winery,Syracuse,Nebraska,United States,Wine,"<a href=""https://maps.google.com/?cid=7032921639172188067"">Google</a>","<a href=""https://richharvestwine.com/"">Website</a>","<a href=""https://www.facebook.com/RichHarvestWine/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/rich-harvest-vineyard-and-winery-syracuse"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g45854-d18843374"">TripAdvisor</a>","<a href=""https://untappd.com/w/rich-harvest-vineyard-and-winery/539311"">Untappd</a>",,
Cellar 426 Winery,Ashland,Nebraska,United States,Wine,"<a href=""https://maps.google.com/?cid=8423310447259885651"">Google</a>","<a href=""https://cellar426.com/"">Website</a>","<a href=""https://www.facebook.com/cellar426winery"">Facebook</a>","<a href=""https://www.instagram.com/cellar426winery"">Instagram</a>","<a href=""https://www.yelp.com/biz/cellar-426-ashland"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g29709-d8006214"">TripAdvisor</a>","<a href=""https://untappd.com/Cellar426WineryandCiderHaus"">Untappd</a>",,Hilske's Hill Top Hard Apple Cider
James Arthur Vineyards,Raymond,Nebraska,United States,Wine,"<a href=""https://maps.google.com/?cid=17404114639511023041"">Google</a>","<a href=""https://jamesarthurvineyards.com/"">Website</a>","<a href=""https://www.facebook.com/JamesArthurNebraskaWine/"">Facebook</a>","<a href=""https://www.instagram.com/wine_guru/"">Instagram</a>","<a href=""https://www.yelp.com/biz/james-arthur-vineyards-raymond"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g45789-d1471606"">TripAdvisor</a>","<a href=""https://untappd.com/w/james-arthur-vineyards/179460"">Untappd</a>",,Curveball Ciders
Crucial 10 Craft Cider,Thornton,New Hampshire,United States,Cider,"<a href=""https://maps.google.com/?cid=12420880313895547560"">Google</a>",,"<a href=""https://www.facebook.com/Crucial10hardcider"">Facebook</a>","<a href=""https://www.instagram.com/crucial10craftcider"">Instagram</a>","<a href=""https://www.yelp.com/biz/crucial-10-craft-cider-thornton"">Yelp</a>",,"<a href=""https://untappd.com/Crucial10"">Untappd</a>",,
Lizard Tail Brewing,Albuquerque,New Mexico,United States,Beer,"<a href=""https://maps.google.com/?cid=6276628376061244804"">Google</a>",,"<a href=""https://www.facebook.com/Lizardtailindustrial/"">Facebook</a>","<a href=""https://www.instagram.com/lizardtailindustrial/"">Instagram</a>","<a href=""https://www.yelp.com/biz/lizard-tail-brewing-industrial-albuquerque"">Yelp</a>",,"<a href=""https://untappd.com/w/lizard-tail-brewing/151655"">Untappd</a>",,
Steel Bender Brewyard,Los Ranchos de Albuquerque,New Mexico,United States,Beer,"<a href=""https://maps.google.com/?cid=14442860650252249425"">Google</a>","<a href=""https://steelbenderbrewyard.com/"">Website</a>","<a href=""https://www.facebook.com/steelbenderbrewyard/"">Facebook</a>","<a href=""https://www.instagram.com/steelbenderbrewyard/"">Instagram</a>","<a href=""https://www.yelp.com/biz/steel-bender-brewyard-los-ranchos-de-albuquerque-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g3679772-d12259307"">TripAdvisor</a>","<a href=""https://untappd.com/SteelBenderBrewyard"">Untappd</a>",,
Stonewise Mead & Cider,Pahrump,Nevada,United States,Mead,"<a href=""https://maps.google.com/?cid=5499855272379100570"">Google</a>","<a href=""https://stonewise.com/"">Website</a>","<a href=""https://www.facebook.com/StonewiseMead/"">Facebook</a>","<a href=""https://www.instagram.com/StonewiseMead"">Instagram</a>","<a href=""https://www.yelp.com/biz/stonewise-pahrump-2"">Yelp</a>",,"<a href=""https://untappd.com/Stonewise"">Untappd</a>",,
Vegas Valley Winery,Henderson,Nevada,United States,Wine,"<a href=""https://maps.google.com/?cid=13266462651598320418"">Google</a>","<a href=""https://vegasvalleywinery.com/"">Website</a>","<a href=""https://www.facebook.com/vegasvalleywinery"">Facebook</a>","<a href=""https://www.instagram.com/vegasvalleywinery"">Instagram</a>","<a href=""https://www.yelp.com/biz/vegas-valley-winery-henderson"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g45953-d15523134"">TripAdvisor</a>","<a href=""https://untappd.com/w/vegas-valley-winery/441691"">Untappd</a>",,
Manchester Hill Winery,Circleville,Ohio,United States,Wine,"<a href=""https://maps.google.com/?cid=17105259356349388089"">Google</a>","<a href=""https://manchesterhill.com/"">Website</a>","<a href=""https://www.facebook.com/ManchesterHill/"">Facebook</a>","<a href=""https://www.instagram.com/manchesterhillwinery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/manchester-hill-winery-and-vineyard-circleville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g50201-d7020466"">TripAdvisor</a>","<a href=""https://untappd.com/w/manchester-hill/513446"">Untappd</a>",,
Sundog Ciderhouse & Winery,Columbiana,Ohio,United States,Cider,"<a href=""https://maps.google.com/?cid=3874019432830612245"">Google</a>","<a href=""https://www.sundogciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/sundogcellars"">Facebook</a>","<a href=""https://www.instagram.com/sundog_ciderhouse/"">Instagram</a>","<a href=""https://www.yelp.com/biz/sundog-ciderhouse-and-winery-columbiana-2"">Yelp</a>",,"<a href=""https://untappd.com/SundogCellars"">Untappd</a>",,
Rhetoric Brewing Company,Richwood,Ohio,United States,Beer,"<a href=""https://maps.google.com/?cid=14729079162978048249"">Google</a>","<a href=""https://rhetoricbrewingco.com/"">Website</a>","<a href=""https://www.facebook.com/rhetoricbrewing/"">Facebook</a>","<a href=""https://www.instagram.com/rhetoricbrewingco/"">Instagram</a>","<a href=""https://www.yelp.com/biz/rhetoric-richwood"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g50896-d16755601"">TripAdvisor</a>","<a href=""https://untappd.com/RhetoricBrewingCo"">Untappd</a>",,
Arrowhead Wine Cellars,North East,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=14882914249368713981"">Google</a>","<a href=""https://arrowheadwine.com/"">Website</a>","<a href=""https://www.facebook.com/Arrowheadwine"">Facebook</a>","<a href=""https://www.instagram.com/arrowheadwinecellars/"">Instagram</a>","<a href=""https://www.yelp.com/biz/arrowhead-wine-cellars-north-east"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g53349-d4372891"">TripAdvisor</a>","<a href=""https://untappd.com/w/arrowhead-wine-cellars/298892"">Untappd</a>",,Crooked Core Cider
Davenport Cidery & Winery,Meadville,Pennsylvania,United States,Cider,"<a href=""https://maps.google.com/?cid=15819259805435480313"">Google</a>","<a href=""https://davenportcidery.com/"">Website</a>","<a href=""https://www.facebook.com/davenportcidery"">Facebook</a>","<a href=""https://www.instagram.com/davenport.cidery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/davenport-fruit-farm-cidery-and-winery-meadville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g53155-d16665658"">TripAdvisor</a>","<a href=""https://untappd.com/w/davenport-fruit-farm-cidery-winery/413421"">Untappd</a>",,
Armstrong Valley Vineyard & Winery,Halifax,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=2453873837585064072"">Google</a>","<a href=""https://armstrongvalleywinery.com/"">Website</a>","<a href=""https://www.facebook.com/armstrongvalleywinery/"">Facebook</a>","<a href=""https://www.instagram.com/armstrongvalleywinery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/armstrong-valley-winery-halifax"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g52774-d3968603"">TripAdvisor</a>","<a href=""https://untappd.com/w/armstrong-valley-vineyard-winery/214138"">Untappd</a>",,
Red Barn Cidery,Congers,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=13743666517863528235"">Google</a>","<a href=""https://redbarncidery.com/"">Website</a>","<a href=""https://www.facebook.com/redbarncider"">Facebook</a>","<a href=""https://www.instagram.com/red.barn.cidery"">Instagram</a>","<a href=""https://www.yelp.com/biz/dr-davies-farm-stand-congers"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47522-d15273675"">TripAdvisor</a>",,,Dr. Davies Farm
Tree Hugger Hard Cider,Attica,New York,United States,Cider,,"<a href=""https://treehuggercider.com/"">Website</a>","<a href=""https://www.facebook.com/treehuggerhardciderllc"">Facebook</a>",,,,"<a href=""https://untappd.com/w/tree-hugger-hard-cider/545285"">Untappd</a>",,West Flats Cider Works
Owen Orchards Hard Pressed Cider,Weedsport,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=10703773011927528503"">Google</a>","<a href=""https://owenorchard.com/"">Website</a>","<a href=""https://www.facebook.com/OwenOrchards"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/owen-orchards-weedsport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48822-d26695582"">TripAdvisor</a>","<a href=""https://untappd.com/w/owen-orchards/493337"">Untappd</a>",,
Le Sistrot,Quimper,Brittany,France,Point of Interest,"<a href=""https://maps.google.com/?cid=10776192016724978687"">Google</a>","<a href=""https://lesistrot.com/"">Website</a>","<a href=""https://www.facebook.com/lesistrot/"">Facebook</a>","<a href=""https://www.instagram.com/lesistrot/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g187100-d10489744"">TripAdvisor</a>",,,
Apple Barrel Orchards,Penn Yan,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=6734152269443403352"">Google</a>","<a href=""https://applebarrelorchards.com/"">Website</a>","<a href=""https://www.facebook.com/applebarrelorchards"">Facebook</a>","<a href=""https://www.instagram.com/applebarrelorchards"">Instagram</a>","<a href=""https://www.yelp.com/biz/apple-barrel-orchards-penn-yan"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48378-d7187340"">TripAdvisor</a>","<a href=""https://untappd.com/w/apple-barrel-orchards/549035"">Untappd</a>",,
Cidrerie du Léguer,Lannion,Brittany,France,Cider,"<a href=""https://maps.google.com/?cid=16590547404978376186"">Google</a>","<a href=""https://www.cidrebio.com/"">Website</a>","<a href=""https://www.facebook.com/CidrerieduLeguerCidreBio"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieduleguer"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidrerie-du-leguer/402469"">Untappd</a>",,
Wager's Cider Mill,Penn Yan,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=7279658009641989983"">Google</a>",,"<a href=""https://www.facebook.com/WagersCidermill/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/wagers-cider-mill-penn-yan"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48378-d7060728"">TripAdvisor</a>",,,
Blake's Backyard,Almont,Michigan,United States,Point of Interest,"<a href=""https://maps.google.com/?cid=1291340780831552647"">Google</a>","<a href=""https://blakefarms.com/venue/blakes-backyard/"">Website</a>",,"<a href=""https://www.instagram.com/blakesbackyardalmont"">Instagram</a>","<a href=""https://www.yelp.com/biz/blakes-backyard-almont-almont"">Yelp</a>",,"<a href=""https://untappd.com/v/blake-s-backyard/11413977"">Untappd</a>",,Blake's Hard Cider
Blake's Hard Cider,Wolcott,New York,United States,Cider,,"<a href=""https://www.blakeshardcider.com/newyork/"">Website</a>",,,,,,,
Brewery Ommegang,Cooperstown,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=9134740356222715364"">Google</a>","<a href=""https://www.ommegang.com/"">Website</a>","<a href=""https://www.facebook.com/ommegang"">Facebook</a>","<a href=""https://www.instagram.com/breweryommegang/"">Instagram</a>","<a href=""https://www.yelp.com/biz/brewery-ommegang-cooperstown"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g47529-d3314719"">TripAdvisor</a>","<a href=""https://untappd.com/breweryommegang"">Untappd</a>",,
Heartsby True Cider,Catskill,New York,United States,Cider,,"<a href=""https://heartsbytrue.com/"">Website</a>",,"<a href=""https://www.instagram.com/heartsbytrue/"">Instagram</a>",,,,,
Becker Farms,Gasport,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=3521483671398321582"">Google</a>","<a href=""https://www.beckerfarms.com/"">Website</a>","<a href=""https://www.facebook.com/Beckerfarms01"">Facebook</a>","<a href=""https://www.instagram.com/beckerfarms/"">Instagram</a>","<a href=""https://www.yelp.com/biz/becker-farms-gasport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g47775-d4291286"">TripAdvisor</a>","<a href=""https://untappd.com/BeckerBrewingCompany"">Untappd</a>",,Becker Brewing Co.
Helderberg Meadworks,Troy,New York,United States,Mead,"<a href=""https://maps.google.com/?cid=7863879007470595849"">Google</a>","<a href=""https://www.helderbergmeadworks.com/"">Website</a>","<a href=""https://www.facebook.com/HelderbergMeadworks/"">Facebook</a>","<a href=""https://www.instagram.com/meadworks"">Instagram</a>","<a href=""https://www.yelp.com/biz/helderberg-meadworks-troy"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47691-d16826485"">TripAdvisor</a>","<a href=""https://untappd.com/HelderbergMeadworks"">Untappd</a>",,
Sound Cider,Cutchogue,New York,United States,Wine,,"<a href=""https://soundcidernofo.com/"">Website</a>",,,,,,,Lieb Cellars
Hamburg Brewing Company,Hamburg,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=10431124851985577100"">Google</a>","<a href=""https://www.hamburgbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/HamburgBrewingCompany/"">Facebook</a>","<a href=""https://www.instagram.com/hamburgbrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/hamburg-brewing-company-hamburg-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g47848-d5527265"">TripAdvisor</a>","<a href=""https://untappd.com/HamburgBrewing"">Untappd</a>",,Hamburg Hard Cider
Second Summit Cider Co.,Millcreek,Utah,United States,Cider,"<a href=""https://maps.google.com/?cid=10640665782647055578"">Google</a>","<a href=""https://secondsummitcider.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100082946156887"">Facebook</a>","<a href=""https://www.instagram.com/secondsummitcider/"">Instagram</a>","<a href=""https://www.yelp.com/biz/second-summit-hard-cider-millcreek"">Yelp</a>",,"<a href=""https://untappd.com/SecondSummitHardCiderCo"">Untappd</a>",,
Shrewd Fox Brewery,Eldred,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=5023018481697305461"">Google</a>","<a href=""http://shrewdfoxbrewery.com/"">Website</a>","<a href=""https://www.facebook.com/shrewdfoxbrewery/"">Facebook</a>","<a href=""https://www.instagram.com/shrewdfoxbrewery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/shrewd-fox-brewery-eldred"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47669-d11769761"">TripAdvisor</a>","<a href=""https://untappd.com/ShrewdFoxBrewery"">Untappd</a>",,
The Apple Barn And Cider Mill,Sevierville,Tennessee,United States,Cider,"<a href=""https://maps.google.com/?cid=8607627578532284832"">Google</a>","<a href=""https://applebarncidermill.com/"">Website</a>","<a href=""https://www.facebook.com/applebarncidermill/"">Facebook</a>","<a href=""https://www.instagram.com/applebarntn/"">Instagram</a>","<a href=""https://www.yelp.com/biz/the-apple-barn-and-cider-mill-sevierville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g55328-d3294203"">TripAdvisor</a>","<a href=""https://untappd.com/w/apple-barn-winery/132523"">Untappd</a>","<a href=""https://ciderguide.com/the-apple-barn-and-cider-mill/"">GLINTCAP</a>",
Yee-Haw Brewing Co.,Knoxville,Tennessee,United States,Beer,"<a href=""https://maps.google.com/?cid=15059752496890974514"">Google</a>","<a href=""https://yeehawbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/yeehawbrewing"">Facebook</a>","<a href=""https://www.instagram.com/yeehaw_knoxville/"">Instagram</a>","<a href=""https://www.yelp.com/biz/yee-haw-brewing-company-knoxville-knoxville"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g55138-d25313506"">TripAdvisor</a>","<a href=""https://untappd.com/YeeHawBrewing"">Untappd</a>",,Tennessee Stud Cider
Cellar Beast Winehouse,Andreas,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=3766568791614749075"">Google</a>","<a href=""https://www.cellarbeastwine.com/"">Website</a>","<a href=""https://www.facebook.com/cellarbeastwinehouse"">Facebook</a>","<a href=""https://www.instagram.com/cellarbeastwinehouse/"">Instagram</a>","<a href=""https://www.yelp.com/biz/cellar-beast-winehouse-andreas"">Yelp</a>",,"<a href=""https://untappd.com/w/cellar-beast-winehouse/499278"">Untappd</a>",,
Maple Lawn Farms,New Park,Pennsylvania,United States,Wine,"<a href=""https://maps.google.com/?cid=579076134676709284"">Google</a>","<a href=""https://maplelawnfarms.com/"">Website</a>","<a href=""https://www.facebook.com/maplelawnfarms"">Facebook</a>","<a href=""https://www.instagram.com/maplelawnfarms/"">Instagram</a>","<a href=""https://www.yelp.com/biz/maple-lawn-farms-orchards-new-park"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g53323-d24857322"">TripAdvisor</a>","<a href=""https://untappd.com/w/maple-lawn-winery-cider-house/242334"">Untappd</a>",,Crooked Branch Cider
Motion Craft Brewed,Massapequa Park,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=7877637981581936590"">Google</a>",,"<a href=""https://www.facebook.com/MotionCraftBrewed/"">Facebook</a>","<a href=""https://www.instagram.com/motioncraftbrewed/"">Instagram</a>","<a href=""https://www.yelp.com/biz/motion-craft-brewed-massapequa-park"">Yelp</a>",,"<a href=""https://untappd.com/MotionCraftBrewed"">Untappd</a>",,
Minard's Family Farm,Clintondale,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=9827641367625999995"">Google</a>","<a href=""https://www.minardsfamilyfarms.com/"">Website</a>","<a href=""https://www.facebook.com/minardsfamilyfarm/"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/minards-family-farm-clintondale"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47496-d7208930"">TripAdvisor</a>",,,Mac's Tavern on the Farm
Young Sommer Winery,Williamson,New York,United States,Wine,"<a href=""https://maps.google.com/?cid=15801264764604398642"">Google</a>","<a href=""https://www.yswinery.com/"">Website</a>","<a href=""https://www.facebook.com/youngsommerwinery"">Facebook</a>",,"<a href=""https://www.yelp.com/biz/young-sommer-winery-williamson"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48892-d1881520"">TripAdvisor</a>","<a href=""https://untappd.com/w/young-sommer-winery/176414"">Untappd</a>",,
Locust Grove Brewing Company,Milton,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=10612472865870485860"">Google</a>","<a href=""https://locustgrovebrewco.com/"">Website</a>","<a href=""https://www.facebook.com/locustgrovebrewingco"">Facebook</a>","<a href=""https://www.instagram.com/locustgrovebrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/locust-grove-brewing-company-milton-3"">Yelp</a>",,"<a href=""https://untappd.com/w/locust-grove-brewing/369907"">Untappd</a>",,
Nashville Cider Company,Nashville,Tennessee,United States,Beer,"<a href=""https://maps.google.com/?cid=15413068686911386185"">Google</a>",,,"<a href=""https://www.instagram.com/nashville_cider_co/"">Instagram</a>",,,"<a href=""https://untappd.com/NashvilleCiderCompany"">Untappd</a>",,Blackstone Brewing Co.
Six Sailor Cider,Salt Lake City,Utah,United States,Cider,"<a href=""https://maps.google.com/?cid=17943800429268272072"">Google</a>",,"<a href=""https://www.facebook.com/sixsailorcider"">Facebook</a>","<a href=""https://www.instagram.com/sixsailorcider"">Instagram</a>",,,,,
Pomme Cider Shop,Sonoma,California,United States,Point of Interest,"<a href=""https://maps.google.com/?cid=17599246843085980087"">Google</a>",,"<a href=""https://www.facebook.com/pommecidershop"">Facebook</a>","<a href=""https://www.instagram.com/pommecidershop/"">Instagram</a>","<a href=""https://www.yelp.com/biz/pomme-cider-shop-and-tap-room-sonoma"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g33107-d24958576"">TripAdvisor</a>","<a href=""https://untappd.com/v/pomme-cider-shop-tap-room/11315430"">Untappd</a>",,
Tanuki Cider,Santa Cruz County,California,United States,Cider,,"<a href=""https://www.tanukicider.com/"">Website</a>",,"<a href=""https://www.instagram.com/tanukicider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/tanuki-cider/224729"">Untappd</a>",,
Daring Wine Company,Stuart,Virginia,United States,Wine,"<a href=""https://maps.google.com/?cid=4184203818904595631"">Google</a>","<a href=""https://www.daringwinecompany.com/"">Website</a>","<a href=""https://www.facebook.com/p/Daring-Wine-Company-100073146756029/"">Facebook</a>","<a href=""https://www.instagram.com/daring_wine_company/"">Instagram</a>",,,,,
"Boutique Wines, Spirits and Ciders",Fishkill,New York,United States,Point of Interest,"<a href=""https://maps.google.com/?cid=13872597670418603050"">Google</a>","<a href=""https://boutiquewsc.com/"">Website</a>","<a href=""https://www.facebook.com/BoutiqueWinesandSpirits/"">Facebook</a>","<a href=""https://www.instagram.com/boutique_wines_spirits/"">Instagram</a>","<a href=""https://www.yelp.com/biz/boutique-wines-spirits-and-ciders-fishkill-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47724-d18930381"">TripAdvisor</a>","<a href=""https://untappd.com/v/boutique-wines-spirits-and-cider-no-beer/6245702"">Untappd</a>",,
Cardiff Giant,Brooklyn,New York,United States,Point of Interest,"<a href=""https://maps.google.com/?cid=5869234632572255579"">Google</a>","<a href=""https://www.cardiffgiantny.com/"">Website</a>","<a href=""https://www.facebook.com/CardiffGiantNY/"">Facebook</a>","<a href=""https://www.instagram.com/cardiffgiantny"">Instagram</a>","<a href=""https://www.yelp.com/biz/cardiff-giant-brooklyn"">Yelp</a>",,"<a href=""https://untappd.com/v/cardiff-giant/4287211"">Untappd</a>",,
Allied Brewing Company,Altamont,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=11130961521043906893"">Google</a>","<a href=""https://alliedbrewingcompany.com/"">Website</a>","<a href=""https://www.facebook.com/alliedbrewing"">Facebook</a>","<a href=""https://www.instagram.com/alliedbrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/allied-brewing-company-altamont"">Yelp</a>",,"<a href=""https://untappd.com/w/allied-brewing-company/524592"">Untappd</a>",,"Altamont Orchards, Crispin Lane Cider"
Mountain Miss CiderWorks,Malone,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=8463880798668833981"">Google</a>",,"<a href=""https://www.facebook.com/MountainMissCiderworks/"">Facebook</a>","<a href=""https://www.instagram.com/mountain_miss_ciderworks/"">Instagram</a>",,,"<a href=""https://untappd.com/w/mountain-miss/531237"">Untappd</a>",,Prairie's Orchard
American Cider Company,East Aurora,New York,United States,Cider,,,"<a href=""https://www.facebook.com/americancidercompany/"">Facebook</a>",,,,"<a href=""https://untappd.com/Mackjac_HardCider"">Untappd</a>",,"Little Mack Hard Cider, MackJac Hard Cider"
Prison City Brewing,Auburn,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=11842872974152407213"">Google</a>","<a href=""https://www.prisoncitybrewing.com/"">Website</a>","<a href=""https://www.facebook.com/prisoncitypub"">Facebook</a>","<a href=""https://www.instagram.com/prisoncitybeer/"">Instagram</a>","<a href=""https://www.yelp.com/biz/prison-city-pub-and-brewery-auburn"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g29845-d7359793"">TripAdvisor</a>","<a href=""https://untappd.com/PrisonCity"">Untappd</a>",,
Two Way Brewing Company,Beacon,New York,United States,Beer,"<a href=""https://maps.google.com/?cid=16365602690811136694"">Google</a>","<a href=""https://twowaybrewing.com/"">Website</a>","<a href=""https://www.facebook.com/Twowaybrewing"">Facebook</a>","<a href=""https://www.instagram.com/twowaybrewing/"">Instagram</a>","<a href=""https://www.yelp.com/biz/two-way-brewing-company-beacon"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g47291-d8616298"">TripAdvisor</a>","<a href=""https://untappd.com/2WayBrewingCo"">Untappd</a>",,
Sylvan Farm & Cidery,Hammondsport,New York,United States,Cider,,"<a href=""https://sylvanfarmandcidery.com/"">Website</a>",,"<a href=""https://www.instagram.com/sylvan.farmandcidery/"">Instagram</a>",,,,,
Idiot Brothers Cider,Trumansburg,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=18009876714777897103"">Google</a>","<a href=""https://idiotbrothers.com/"">Website</a>",,,"<a href=""https://www.yelp.com/biz/idiot-brothers-cider-trumansburg"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48740-d26589830"">TripAdvisor</a>","<a href=""https://untappd.com/w/idiot-brothers/548985"">Untappd</a>",,
Country Pickins Hard Cider,Hannibal,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=6502251142142174147"">Google</a>",,"<a href=""https://www.facebook.com/CountryPickinsHardCider"">Facebook</a>",,,,"<a href=""https://untappd.com/w/country-pickins/503646"">Untappd</a>",,Bella Fattoria Winery
Rockland Cider Works,Gilboa,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=17237413674185317227"">Google</a>","<a href=""https://www.rocklandciderworks.com/"">Website</a>",,,"<a href=""https://www.yelp.com/biz/rockland-cider-works-upstate-gilboa"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g47785-d23817138"">TripAdvisor</a>",,,
Donovan Orchards Estate Ciders,Barker,New York,United States,Cider,"<a href=""https://maps.google.com/?cid=13708330907237858097"">Google</a>","<a href=""https://donovanorchards.com/"">Website</a>","<a href=""https://www.facebook.com/donovanorchards"">Facebook</a>",,,,"<a href=""https://untappd.com/BlackBirdCiderWorks"">Untappd</a>","<a href=""https://ciderguide.com/donovan-orchards-estate-ciders/"">GLINTCAP</a>",BlackBird Cider Works
Dwinell Country Ales,Goldendale,Washington,United States,Beer,"<a href=""https://maps.google.com/?cid=13979240609779695365"">Google</a>","<a href=""https://www.countryales.com/"">Website</a>","<a href=""https://www.facebook.com/countryales/"">Facebook</a>","<a href=""https://www.instagram.com/dwinellcountrycellars/"">Instagram</a>","<a href=""https://www.yelp.com/biz/dwinell-country-ales-goldendale"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58494-d14991106"">TripAdvisor</a>","<a href=""https://untappd.com/DwinellCountyAles"">Untappd</a>",,
