WID,Medalist,Region,Country,🥇 Gold,🥈 Silver,🥉 Bronze,🏅 Total,First,Last,Years,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
165,Brooklyn Cider House,New York,United States,0,1,0,1,2017,2017,1,Active,"<a href=""https://www.brooklynciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/brooklynciderhouse"">Facebook</a>","<a href=""https://www.instagram.com/brooklynciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3244654366527486527"">Google</a>","<a href=""https://www.yelp.com/biz/brooklyn-cider-house-new-paltz"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48245-d8719294"">TripAdvisor</a>","<a href=""https://untappd.com/w/brooklyn-cider-house/234267"">Untappd</a>"
1829,Convergence Cider Works,Iowa,United States,0,1,0,1,2023,2023,1,Active,"<a href=""https://www.convergencecider.com/"">Website</a>","<a href=""https://www.facebook.com/convergencecider"">Facebook</a>","<a href=""https://www.instagram.com/convergence_ciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3180343174506280077"">Google</a>","<a href=""https://www.yelp.com/biz/convergence-ciderworks-decorah-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g37822-d23574179"">TripAdvisor</a>","<a href=""https://untappd.com/ConvergenceCiderWorks"">Untappd</a>"
1052,Easthampton Cider Project,Massachusetts,United States,0,1,0,1,2022,2022,1,Active,"<a href=""http://easthamptoncider.com/"">Website</a>","<a href=""https://www.facebook.com/easthamptonciderproject/"">Facebook</a>","<a href=""https://www.instagram.com/easthamptonciderproject/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12789807318568837247"">Google</a>",,,"<a href=""https://untappd.com/w/easthampton-cider-project/486302"">Untappd</a>"
270,Far From The Tree Cider,Massachusetts,United States,0,1,0,1,2019,2019,1,Active,"<a href=""http://www.farfromthetreecider.com/"">Website</a>",,"<a href=""https://www.instagram.com/farfromthetreecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4405176089815391594"">Google</a>","<a href=""https://www.yelp.com/biz/far-from-the-tree-cider-salem"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60954-d8598457"">TripAdvisor</a>","<a href=""https://untappd.com/w/far-from-the-tree/128798"">Untappd</a>"
3722,James Werner,Wisconsin,United States,0,1,0,1,2024,2024,1,Inactive,,,,,,,
445,Newtopia Cyder,California,United States,0,1,0,1,2024,2024,1,Active,"<a href=""http://www.drinknewtopia.com/"">Website</a>","<a href=""https://www.facebook.com/NewtopiaCyder"">Facebook</a>","<a href=""https://www.instagram.com/newtopiacyder/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12830879160117035367"">Google</a>",,,
594,Stoic Cider,Arizona,United States,0,1,0,1,2018,2018,1,Active,"<a href=""http://stoiccider.com/"">Website</a>","<a href=""https://www.facebook.com/StoicCider/"">Facebook</a>","<a href=""https://www.instagram.com/stoiccider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17055851363950061801"">Google</a>",,,"<a href=""https://untappd.com/w/stoic-cider/381562"">Untappd</a>"
908,Union Hill Cider Co.,Washington,United States,0,1,0,1,2022,2022,1,Active,"<a href=""https://www.unionhillciderco.com/"">Website</a>","<a href=""https://www.facebook.com/UnionHillCiderCo/"">Facebook</a>","<a href=""https://www.instagram.com/unionhillciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15999164221517255413"">Google</a>","<a href=""https://www.yelp.com/biz/union-hill-cider-east-wenatchee"">Yelp</a>",,"<a href=""https://untappd.com/UnionHillCiderCo"">Untappd</a>"
692,Winchester Ciderworks,Virginia,United States,0,1,0,1,2021,2021,1,Active,"<a href=""https://winchesterciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/WinchesterCiderworks/"">Facebook</a>","<a href=""https://www.instagram.com/winchester_ciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14098240591647193063"">Google</a>","<a href=""https://www.yelp.com/biz/winchester-ciderworks-winchester"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58318-d12692853"">TripAdvisor</a>","<a href=""https://untappd.com/w/winchester-ciderworks/61540"">Untappd</a>"
75,1911 Established,New York,United States,0,0,1,1,2018,2018,1,Active,"<a href=""http://1911established.com/"">Website</a>",,"<a href=""https://www.instagram.com/1911established/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13706571465768596510"">Google</a>","<a href=""https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g48013-d4954731"">TripAdvisor</a>","<a href=""https://untappd.com/w/beak-and-skiff-apple-orchards/123121"">Untappd</a>"
69,5 Penny Hard Cider,Ohio,United States,0,0,1,1,2019,2019,1,Inactive,,,,,,,
3113,Andover Cider Co.,Massachusetts,United States,0,0,1,1,2023,2023,1,Active,"<a href=""https://andoverciderco.com/"">Website</a>",,"<a href=""https://www.instagram.com/andoverciderco/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/andover-cider-co/556487"">Untappd</a>"
2121,Back Bay Brew House,Virginia,United States,0,0,1,1,2022,2022,1,Active,"<a href=""https://backbayfarmhouse.com/"">Website</a>","<a href=""https://www.facebook.com/backbayfarmhouse"">Facebook</a>","<a href=""https://www.instagram.com/backbayfarmhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=720468098893736903"">Google</a>","<a href=""https://www.yelp.com/biz/back-bays-farmhouse-brewing-co-virginia-beach-2"">Yelp</a>",,"<a href=""https://untappd.com/BackBayFarmhouseBrewingCo"">Untappd</a>"
26,Blackgrass Ciderworks,Michigan,United States,0,0,1,1,2021,2021,1,Active,"<a href=""https://www.blackgrasscider.com/"">Website</a>","<a href=""https://www.facebook.com/blackgrasscider"">Facebook</a>","<a href=""https://www.instagram.com/BlackgrassCider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=706094858439654713"">Google</a>","<a href=""https://www.yelp.com/biz/griffin-claw-brewing-company-birmingham"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g41996-d4565497"">TripAdvisor</a>","<a href=""https://untappd.com/BlackgrassCiderworks"">Untappd</a>"
1804,Cider House of Wisconsin,Wisconsin,United States,0,0,1,1,2017,2017,1,Inactive,,,,,,,
3457,Colfax CiderWorks,California,United States,0,0,1,1,2022,2022,1,Inactive,,,,,,,
3458,Cranker's Brewery,Michigan,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.crankersbrewery.com/"">Website</a>","<a href=""https://www.facebook.com/CrankersBeer/"">Facebook</a>","<a href=""https://www.instagram.com/crankersbrewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12050324371787893879"">Google</a>","<a href=""https://www.yelp.com/biz/crankers-brewery-big-rapids"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g41993-d878175"">TripAdvisor</a>","<a href=""https://untappd.com/CrankersBrewery"">Untappd</a>"
262,ERIS Brewery & Cider House,Illinois,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.erischicago.com/"">Website</a>","<a href=""https://www.facebook.com/erischicago"">Facebook</a>","<a href=""https://www.instagram.com/erischicago/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8228819364943835803"">Google</a>","<a href=""https://www.yelp.com/biz/eris-brewery-and-cider-house-chicago"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g35805-d13418130"">TripAdvisor</a>","<a href=""https://untappd.com/w/eris-brewery-cider-house/379702"">Untappd</a>"
287,Foxcraft Hard Cider,California,United States,0,0,1,1,2017,2017,1,Inactive,,,,,,,
2096,Hawkes / BrewDog USA,Ohio,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.brewdog.com/usa/brewdog-dogtap-columbus"">Website</a>","<a href=""https://www.facebook.com/DogTapColumbus"">Facebook</a>","<a href=""https://www.instagram.com/ohiodogtap/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3806023017261021678"">Google</a>","<a href=""https://www.yelp.com/biz/brewdog-dogtap-columbus-canal-winchester"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g50166-d12949852"">TripAdvisor</a>","<a href=""https://untappd.com/BrewDogUSA"">Untappd</a>"
3719,Inside the Five Brewing Co.,Ohio,United States,0,0,1,1,2024,2024,1,Active,"<a href=""https://www.insidethefivebrewing.com/"">Website</a>","<a href=""https://www.facebook.com/insidethefivebrewing"">Facebook</a>","<a href=""https://www.instagram.com/insidethefivebrewing"">Instagram</a>","<a href=""https://maps.google.com/?cid=10962149761049532364"">Google</a>","<a href=""https://www.yelp.com/biz/inside-the-five-fieldhouse-toledo"">Yelp</a>",,"<a href=""https://untappd.com/InsideTheFiveBrewingCompany"">Untappd</a>"
989,KingView Mead,Pennsylvania,United States,0,0,1,1,2021,2021,1,Active,"<a href=""https://www.kingviewmead.com/"">Website</a>","<a href=""https://www.facebook.com/kingviewmead/"">Facebook</a>","<a href=""https://www.instagram.com/KingViewMead/"">Instagram</a>","<a href=""https://maps.google.com/?cid=18105143648040517879"">Google</a>","<a href=""https://www.yelp.com/biz/kingview-meadhouse-and-winery-no-title"">Yelp</a>",,"<a href=""https://untappd.com/KingView"">Untappd</a>"
405,March First Brewing,Ohio,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.marchfirstbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/marchfirstbrewing"">Facebook</a>","<a href=""https://www.instagram.com/m1cincy"">Instagram</a>","<a href=""https://maps.google.com/?cid=18349508478239444947"">Google</a>","<a href=""https://www.yelp.com/biz/march-first-brewing-cincinnati"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60993-d12382320"">TripAdvisor</a>","<a href=""https://untappd.com/w/march-first-brewing/327077"">Untappd</a>"
3720,New Realm Brewing Company,Georgia,United States,0,0,1,1,2024,2024,1,Active,"<a href=""https://newrealmbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/newrealmbrewing"">Facebook</a>","<a href=""https://www.instagram.com/newrealmbrewing/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16933059652984821271"">Google</a>","<a href=""https://www.yelp.com/biz/new-realm-brewing-atlanta-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g60898-d13370394"">TripAdvisor</a>","<a href=""https://untappd.com/NewRealmBrewingCompany"">Untappd</a>"
3460,Parsons North Brewing Co.,Ohio,United States,0,0,1,1,2022,2022,1,Active,"<a href=""https://www.parsonsnorth.com/"">Website</a>","<a href=""https://www.facebook.com/ParsonsNorthBeer"">Facebook</a>","<a href=""https://www.instagram.com/parsons_north/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4884628808325036382"">Google</a>","<a href=""https://www.yelp.com/biz/parsons-north-brewing-columbus-5"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g50226-d20109253"">TripAdvisor</a>","<a href=""https://untappd.com/Parsons_North_Brewing_Company"">Untappd</a>"
3122,Penn Brewery,Pennsylvania,United States,0,0,1,1,2023,2023,1,Active,"<a href=""https://www.pennbrew.com/"">Website</a>","<a href=""https://www.facebook.com/PennBrewery"">Facebook</a>","<a href=""https://www.instagram.com/PennBrewery"">Instagram</a>","<a href=""https://maps.google.com/?cid=2498749404751387893"">Google</a>","<a href=""https://www.yelp.com/biz/penn-brewery-pittsburgh"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g53449-d400956"">TripAdvisor</a>","<a href=""https://untappd.com/PennBrewery"">Untappd</a>"
2181,Ponderosa Cider Co.,California,United States,0,0,1,1,2023,2023,1,Active,"<a href=""https://www.ponderosacider.com/"">Website</a>","<a href=""https://www.facebook.com/Ponderosacider/"">Facebook</a>","<a href=""https://www.instagram.com/ponderosacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8393289263225208220"">Google</a>","<a href=""https://www.yelp.com/biz/ponderosa-cider-auburn"">Yelp</a>",,"<a href=""https://untappd.com/PonderosaCiderCo"">Untappd</a>"
2247,Punx Cider Worx,Pennsylvania,United States,0,0,1,1,2024,2024,1,Active,,"<a href=""https://www.facebook.com/p/Punx-Cider-Worx-100089111281003/"">Facebook</a>","<a href=""https://www.instagram.com/punxciderworx/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/punx-cider-worx/536367"">Untappd</a>"
3461,Rekorderlig,Kalmar,Sweden,0,0,1,1,2018,2018,1,Active,"<a href=""https://www.rekorderlig.se/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=288919773440364044"">Google</a>",,,"<a href=""https://untappd.com/AbroBryggeri"">Untappd</a>"
1085,Sonoma Cider,California,United States,0,0,1,1,2014,2014,1,Active,"<a href=""https://www.sonomacider.com/"">Website</a>","<a href=""https://www.facebook.com/SonomaCider"">Facebook</a>","<a href=""https://www.instagram.com/sonomacider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17157123449258669495"">Google</a>","<a href=""https://www.yelp.com/biz/full-circle-brewing-company-fresno"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g32414-d4441140"">TripAdvisor</a>","<a href=""https://untappd.com/SonomaCider"">Untappd</a>"
835,Spirit Tree Estate Cidery,Ontario,Canada,0,0,1,1,2016,2016,1,Active,"<a href=""https://spirittreecider.com/"">Website</a>","<a href=""https://www.facebook.com/spirittreecider/"">Facebook</a>","<a href=""https://www.instagram.com/spirittreecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4800485022282341419"">Google</a>","<a href=""https://www.yelp.com/biz/spirit-tree-estate-cidery-caledon"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g671618-d2173333"">TripAdvisor</a>","<a href=""https://untappd.com/w/spirit-tree-estate-cidery/14271"">Untappd</a>"
3463,Wicked Barley,Florida,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://wickedbarley.com/"">Website</a>","<a href=""https://www.facebook.com/wickedbarleybrewing"">Facebook</a>","<a href=""https://www.instagram.com/wickedbarleybrewing"">Instagram</a>","<a href=""https://maps.google.com/?cid=6159195290257520834"">Google</a>","<a href=""https://www.yelp.com/biz/wicked-barley-brewing-jacksonville-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g60805-d10770557"">TripAdvisor</a>","<a href=""https://untappd.com/WickedBarley"">Untappd</a>"
685,Wild State Cider,Minnesota,United States,0,0,1,1,2019,2019,1,Active,"<a href=""https://www.wildstatecider.com/"">Website</a>","<a href=""https://www.facebook.com/wildstatecider"">Facebook</a>","<a href=""https://www.instagram.com/wildstatecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=9071493292280533216"">Google</a>","<a href=""https://www.yelp.com/biz/wild-state-cider-duluth"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g43018-d15344648"">TripAdvisor</a>","<a href=""https://untappd.com/WildStateCider"">Untappd</a>"
2044,Williamson Mead and Brewing,North Carolina,United States,0,0,1,1,2024,2024,1,Active,"<a href=""https://williamsonbrewing.com/"">Website</a>","<a href=""https://www.facebook.com/WilliamsonBrewing/"">Facebook</a>","<a href=""https://www.instagram.com/williamsonmeadandbrewing/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9398213946413041794"">Google</a>","<a href=""https://www.yelp.com/biz/williamson-mead-and-brewing-glade-valley"">Yelp</a>",,
3464,Xaiko Beverages,California,United States,0,0,1,1,2020,2020,1,Inactive,,,,,,,
,Total,,,245,239,238,722,,,,,,,,,,,
