ID,Year,Category,Award,Medalist_Original,Entry,Region,Country,Region_Original,WID,Status,Medalist,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude,Transparency
365,2020,Sangria,🥈 Silver,Coyote Hole Cider,Sister Sangria,Virginia,United States,Virginia,222,Active,Coyote Hole Craft Beverages,http://www.coyotehole.com/,https://www.facebook.com/CoyoteHole/,https://www.instagram.com/CoyoteHole/,https://maps.google.com/?cid=3893841626353972834,https://www.yelp.com/biz/coyote-hole-ciderworks-mineral,https://www.tripadvisor.com/Attraction_Review-g57973-d12510904,https://untappd.com/w/coyote-hole-ciderworks/327669,38.085727,-77.851857,0
366,2020,Sangria,🥉 Bronze,Coyote Hole Cider,Sunset Sangria,Virginia,United States,Virginia,222,Active,Coyote Hole Craft Beverages,http://www.coyotehole.com/,https://www.facebook.com/CoyoteHole/,https://www.instagram.com/CoyoteHole/,https://maps.google.com/?cid=3893841626353972834,https://www.yelp.com/biz/coyote-hole-ciderworks-mineral,https://www.tripadvisor.com/Attraction_Review-g57973-d12510904,https://untappd.com/w/coyote-hole-ciderworks/327669,38.085727,-77.851857,0
367,2021,Modern Cider – Dry,🥇 Gold,Niagara College,Cider 101,Ontario,Canada,Ontario,812,Active,Niagara College Teaching Winery,https://www.ncteachingwinery.ca/,https://www.facebook.com/nctwinery/,https://www.instagram.com/nctwinery/,https://maps.google.com/?cid=2529664632400053188,https://www.yelp.com/biz/niagara-college-teaching-winery-niagara-on-the-lake,https://www.tripadvisor.com/Attraction_Review-g154999-d2414360,https://untappd.com/w/niagara-college-teaching-winery/390649,43.150451,-79.165647,0
368,2021,Modern Cider – Dry,🥇 Gold,Urban Tree Hard Cider,Harvest Apple,Georgia,United States,Georgia,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
369,2021,Modern Cider – Dry,🥈 Silver,Ciderie Beaupre,Original CB Macintosh,Quebec,Canada,Quebec,3177,Active,Groupe Geloso,https://groupegeloso.com/,https://www.facebook.com/groupegeloso/,,https://maps.google.com/?cid=14532853692172548925,,,https://untappd.com/w/cidre-beaupre-groupe-geloso/21487,45.6109278,-73.6737069,0
370,2021,Modern Cider – Dry,🥉 Bronze,Covered Bridge Brewing,Straight Apple Cider,Oregon,United States,Oregon,2035,Inactive,Covered Bridge Brewing,,,,,,,,43.7975203,-123.0584655,1
371,2021,Heritage Cider,🥇 Gold,Maeloc Ciders,Maeloc Organic Dry Sidra,Galicia,Spain,Spain,2510,Active,Maeloc,https://maelocway.com/,https://www.facebook.com/maelocway/,https://www.instagram.com/maelocway/,https://maps.google.com/?cid=11814015461660737074,,,https://untappd.com/w/maeloc-cider/140146,42.5868096,-7.7764782,0
372,2021,Heritage Cider,🥈 Silver,Galipette Cidre,Galipette Brut,Brittany,France,France,1999,Active,Les Celliers Associés,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,https://www.instagram.com/lca_coop_cider/,https://maps.google.com/?cid=7883069809343472545,,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612,0
373,2021,Heritage Cider,🥉 Bronze,Widow's Watch Cidery,Two George Cyder,Virginia,United States,Virginia,707,Active,Muse Orchard,,,,,,,https://untappd.com/w/widow-s-watch-cider/532630,38.8202977,-78.6011459,0
374,2021,Traditional Cider,🥇 Gold,Aspall Cider House,Aspall Dry,Suffolk,England,England,1227,Active,Aspall,https://www.aspall.co.uk/,https://www.facebook.com/AspallUK/,https://www.instagram.com/aspalluk/,https://maps.google.com/?cid=12281573289882642327,,,https://untappd.com/brewery/3468,52.2435749,1.1787641,0
375,2021,Traditional Cider,🥈 Silver,Galipette Cidre,Galipette Biologique,Brittany,France,France,1999,Active,Les Celliers Associés,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,https://www.instagram.com/lca_coop_cider/,https://maps.google.com/?cid=7883069809343472545,,,https://untappd.com/LesCelliersAssocis,48.5085682,-1.9533612,0
376,2021,Traditional Cider,🥉 Bronze,Bent Ladder,Farmstead,Ohio,United States,Ohio,124,Active,Bent Ladder,http://bentladder.com/,https://www.facebook.com/bentladder,https://www.instagram.com/bentladder/,https://maps.google.com/?cid=5886580381731979881,https://www.yelp.com/biz/rittman-orchard-rittman,https://www.tripadvisor.com/Attraction_Review-g50283-d1977165,https://untappd.com/w/bent-ladder/295757,40.9646071,-81.739989,0
377,2021,Perry,🥇 Gold,Arsenal Cider House,Alfred's Pear Son,Pennsylvania,United States,Pennsylvania,97,Active,Arsenal Cider House,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282,40.465108,-79.96092,0
378,2021,Perry,🥈 Silver,Kopparberg,Kopparberg Pear,Örebro,Sweden,New York,3459,Active,Kopparberg,https://kopparberg.com/,,,https://maps.google.com/?cid=9190022698371839045,,,https://untappd.com/w/kopparbergs-bryggeri/6350,59.8798404,15.0069847,0
379,2021,Perry,🥉 Bronze,California Cider Company,ACE Perry Craft Cider,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
380,2021,Fruit,🥇 Gold,Blake's Hard Cider,Blake's Grapefruit,Michigan,United States,Michigan,10,Active,Blake's Hard Cider Co.,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855,0
381,2021,Fruit,🥈 Silver,Arsenal Cider House,Steel City Sunrise,Pennsylvania,United States,Pennsylvania,97,Active,Arsenal Cider House,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282,40.465108,-79.96092,0
382,2021,Fruit,🥉 Bronze,Maeloc Ciders,Maeloc Pineapple and Pear Sidra,Galicia,Spain,Spain,2510,Active,Maeloc,https://maelocway.com/,https://www.facebook.com/maelocway/,https://www.instagram.com/maelocway/,https://maps.google.com/?cid=11814015461660737074,,,https://untappd.com/w/maeloc-cider/140146,42.5868096,-7.7764782,0
383,2021,Pineapple,🥇 Gold,California Cider Company,ACE Pineapple Cider,California,United States,California,179,Active,ACE Cider,http://www.acecider.com/,https://www.facebook.com/AceCider,https://www.instagram.com/acecider/,,https://www.yelp.com/biz/ace-premium-hard-ciders-sebastopol,https://www.tripadvisor.com/Attraction_Review-g33069-d3626497,https://untappd.com/w/ace-cider-the-california-cider-company/331,38.423506,-122.849754,0
384,2021,Pineapple,🥈 Silver,Blake's Hard Cider,Blake's Tropical Pineapple,Michigan,United States,Michigan,10,Active,Blake's Hard Cider Co.,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855,0
385,2021,Pineapple,🥉 Bronze,Ciderboys Hard Cider,Pineapple Hula,Wisconsin,United States,Wisconsin,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
386,2021,Cherry,🥇 Gold,Broski Ciderworks,Tart Cherry,Florida,United States,Florida,167,Inactive,Broski Ciderworks,,,,,,,,26.222228,-80.142524,1
387,2021,Cherry,🥈 Silver,Saranac Brewery,McKenzie's Black Cherry Hard Cider,New York,United States,New York,408,Active,FX Matt Brewing,https://www.mckbev.com/,https://www.facebook.com/McKenziesHardCider/,https://www.instagram.com/mckenzieshardcider/,https://maps.google.com/?cid=16812627050434550372,https://www.yelp.com/biz/f-x-matt-brewing-utica,https://www.tripadvisor.com/Attraction_Review-g48759-d534580,https://untappd.com/w/mckenzies-hard-cider/10931,43.1044459,-75.2455361,0
388,2021,Cherry,🥉 Bronze,Blackgrass Ciderworks,Cheap Cran Cherrykee,Michigan,United States,Michigan,26,Active,Blackgrass Ciderworks,https://www.blackgrasscider.com/,https://www.facebook.com/blackgrasscider,https://www.instagram.com/BlackgrassCider/,https://maps.google.com/?cid=706094858439654713,https://www.yelp.com/biz/griffin-claw-brewing-company-birmingham,https://www.tripadvisor.com/Restaurant_Review-g41996-d4565497,https://untappd.com/BlackgrassCiderworks,42.543611,-83.195536,0
389,2021,Peach,🥇 Gold,Apple Valley Cider Company,Peach,Colorado,United States,Colorado,93,Active,Apple Valley Cider Company,http://www.applevalleycider.com/,https://www.facebook.com/applevalleycider/,https://www.instagram.com/applevalleyciderco/,https://maps.google.com/?cid=8798456079688966999,,,https://untappd.com/w/apple-valley-cider-company/382129,38.425243,-105.026257,0
390,2021,Peach,🥈 Silver,Black Apple,Peach,Arkansas,United States,Arkansas,133,Active,Black Apple Hard Cider,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057,36.18487,-94.127403,0
391,2021,Peach,🥉 Bronze,Ciderboys Hard Cider,Peach County,Wisconsin,United States,Wisconsin,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
392,2021,Cranberry,🥇 Gold,d'S Wicked Cider,Cranny Granny,Washington,United States,Washington,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
393,2021,Cranberry,🥈 Silver,Country Boy Brewing,Cranberry Cider,Kentucky,United States,Kentucky,220,Active,Country Boy Brewing,http://countryboybrewing.com/,https://www.facebook.com/CountryBoyBrewing,https://www.instagram.com/CountryBoybrewing/,https://maps.google.com/?cid=7007349802683802072,https://www.yelp.com/biz/country-boy-brewing-lexington,https://www.tripadvisor.com/Attraction_Review-g39588-d2661465,https://untappd.com/w/country-boy-brewing/23693,38.043952,-84.509269,0
394,2021,Cranberry,🥉 Bronze,Thor's Hard Cider,Dry Cranberry,Minnesota,United States,Minnesota,631,Active,Thor's Hard Cider,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130,45.042138,-92.865744,0
395,2021,Blueberry,🥇 Gold,Urban Tree Hard Cider,SoGa Blue,Georgia,United States,Georgia,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
396,2021,Blueberry,🥈 Silver,Black Apple,Blueberry,Arkansas,United States,Arkansas,133,Active,Black Apple Hard Cider,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057,36.18487,-94.127403,0
397,2021,Blueberry,🥉 Bronze,"KingView Mead, Wine, Cider",Blue in Cider,Pennsylvania,United States,Pennsylvania,989,Active,KingView Mead,https://www.kingviewmead.com/,https://www.facebook.com/kingviewmead/,https://www.instagram.com/KingViewMead/,https://maps.google.com/?cid=18105143648040517879,https://www.yelp.com/biz/kingview-meadhouse-and-winery-no-title,,https://untappd.com/KingView,40.3933635,-80.0463102,0
398,2021,Fruit and Berry,🥇 Gold,Kopparberg,Kopparberg with Strawberry & Lime,Örebro,Sweden,Sweden,3459,Active,Kopparberg,https://kopparberg.com/,,,https://maps.google.com/?cid=9190022698371839045,,,https://untappd.com/w/kopparbergs-bryggeri/6350,59.8798404,15.0069847,0
399,2021,Fruit and Berry,🥈 Silver,Niagara College,Les Marmitons,Ontario,Canada,Ontario,812,Active,Niagara College Teaching Winery,https://www.ncteachingwinery.ca/,https://www.facebook.com/nctwinery/,https://www.instagram.com/nctwinery/,https://maps.google.com/?cid=2529664632400053188,https://www.yelp.com/biz/niagara-college-teaching-winery-niagara-on-the-lake,https://www.tripadvisor.com/Attraction_Review-g154999-d2414360,https://untappd.com/w/niagara-college-teaching-winery/390649,43.150451,-79.165647,0
400,2021,Fruit and Berry,🥈 Silver,Glacial Till Vineyard,Cider Patch Punch,Nebraska,United States,Nebraska,294,Active,Glacial Till Vineyard & Winery,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951,0
401,2021,Fruit and Berry,🥉 Bronze,Ciderboys Hard Cider,Strawberry Magic,Wisconsin,United States,Wisconsin,196,Active,Ciderboys,http://www.ciderboys.com/,https://www.facebook.com/Ciderboys,https://www.instagram.com/Ciderboys/,https://maps.google.com/?cid=1756122992587390562,https://www.yelp.com/biz/stevens-point-brewery-stevens-point,https://www.tripadvisor.com/Attraction_Review-g60304-d2265035,https://untappd.com/w/ciderboys-hard-cider/44552,44.510454,-89.573583,0
402,2021,Black Currant,🥇 Gold,Broski Ciderworks,Black Currant,Florida,United States,Florida,167,Inactive,Broski Ciderworks,,,,,,,,26.222228,-80.142524,1
403,2021,Black Currant,🥈 Silver,Winchester Ciderworks,522 Blackcurrant,Virginia,United States,Virginia,692,Active,Winchester Ciderworks,https://winchesterciderworks.com/,https://www.facebook.com/WinchesterCiderworks/,https://www.instagram.com/winchester_ciderworks/,https://maps.google.com/?cid=14098240591647193063,https://www.yelp.com/biz/winchester-ciderworks-winchester,https://www.tripadvisor.com/Attraction_Review-g58318-d12692853,https://untappd.com/w/winchester-ciderworks/61540,39.1863782,-78.1637775,0
404,2021,Black Currant,🥉 Bronze,Apple Valley Cider Co,Black Currant,Colorado,United States,Tennessee,93,Active,Apple Valley Cider Company,http://www.applevalleycider.com/,https://www.facebook.com/applevalleycider/,https://www.instagram.com/applevalleyciderco/,https://maps.google.com/?cid=8798456079688966999,,,https://untappd.com/w/apple-valley-cider-company/382129,38.425243,-105.026257,0
405,2021,Applewine / Ice Cider,🥇 Gold,Portland Cider,Perfect 10,Oregon,United States,Oregon,490,Active,Portland Cider Company,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260,45.415288,-122.572714,0
406,2021,Applewine / Ice Cider,🥈 Silver,Blake's Hard Cider,Amshire Iced Cider,Michigan,United States,Michigan,10,Active,Blake's Hard Cider Co.,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855,0
407,2021,Applewine / Ice Cider,🥉 Bronze,Two K Farms,Heirloom Ice,Michigan,United States,Michigan,932,Active,Two K Farms,https://twokfarms.com/,https://www.facebook.com/twokfarms,https://www.instagram.com/twokfarms/,https://maps.google.com/?cid=10000035318484135155,https://www.yelp.com/biz/two-k-farms-cidery-and-winery-suttons-bay-10,https://www.tripadvisor.com/Attraction_Review-g42743-d15263080,https://untappd.com/Two_K_Farms,44.922709,-85.626569,0
408,2021,Herbal,🥇 Gold,Glacial Till Vineyard,Honey Lavender,Nebraska,United States,Nebraska,294,Active,Glacial Till Vineyard & Winery,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951,0
409,2021,Herbal,🥈 Silver,Papa Moon Ciders,Peach & Spruce,Nebraska,United States,Nebraska,1074,Active,Papa Moon Vineyards & Winery,https://www.papamoonvineyards.com/,https://www.facebook.com/Papamoonwines,https://www.instagram.com/papamoonciders/,https://maps.google.com/?cid=16564507604611639866,https://www.yelp.com/biz/papa-moon-vineyards-and-winery-scottsbluff,,https://untappd.com/w/papa-moon-vineyards-winery-and-cider-house/472128,41.8877158,-103.6176699,0
410,2021,Herbal,🥉 Bronze,Tumbling Creek Cider,Whitetop Spruce Cider,Virginia,United States,Virginia,650,Active,Tumbling Creek Cider Company,https://tumblingcreekcider.com/,https://www.facebook.com/TumblingCreekCider,https://www.instagram.com/tumblingcreekcider/,https://maps.google.com/?cid=8196003782694988545,,,https://untappd.com/w/tumbling-creek-cider-company/447864,36.810628,-81.828587,0
411,2021,Hopped,🥇 Gold,Papa Moon Ciders,Hopped,Nebraska,United States,Nebraska,1074,Active,Papa Moon Vineyards & Winery,https://www.papamoonvineyards.com/,https://www.facebook.com/Papamoonwines,https://www.instagram.com/papamoonciders/,https://maps.google.com/?cid=16564507604611639866,https://www.yelp.com/biz/papa-moon-vineyards-and-winery-scottsbluff,,https://untappd.com/w/papa-moon-vineyards-winery-and-cider-house/472128,41.8877158,-103.6176699,0
412,2021,Hopped,🥈 Silver,Urban Tree Hard Cider,Hopped,Georgia,United States,Georgia,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
413,2021,Hopped,🥉 Bronze,Duluth Cider,Greenstone,Minnesota,United States,Minnesota,250,Active,Duluth Cider,https://duluthcider.com/,https://www.facebook.com/duluth.cider/,https://www.instagram.com/duluthcider/,https://maps.google.com/?cid=3814310496447641516,https://www.yelp.com/biz/duluth-cider-duluth,https://www.tripadvisor.com/Attraction_Review-g43018-d16674091,https://untappd.com/DuluthCider,46.764947,-92.127394,0
414,2021,Apple/Pumpkin Pie Spiced,🥇 Gold,Blake's Hard Cider,Apple Pie,Michigan,United States,Michigan,10,Active,Blake's Hard Cider Co.,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334,42.8503113,-82.9513855,0
415,2021,Apple/Pumpkin Pie Spiced,🥈 Silver,Two K Farms,Apple Pie Cider,Michigan,United States,Michigan,932,Active,Two K Farms,https://twokfarms.com/,https://www.facebook.com/twokfarms,https://www.instagram.com/twokfarms/,https://maps.google.com/?cid=10000035318484135155,https://www.yelp.com/biz/two-k-farms-cidery-and-winery-suttons-bay-10,https://www.tripadvisor.com/Attraction_Review-g42743-d15263080,https://untappd.com/Two_K_Farms,44.922709,-85.626569,0
416,2021,Apple/Pumpkin Pie Spiced,🥉 Bronze,Arsenal Cider House,Grant's Flying Pumpkin,Pennsylvania,United States,Pennsylvania,97,Active,Arsenal Cider House,https://www.arsenalciderhouse.com/lawrenceville/,https://www.facebook.com/ArsenalCider,https://www.instagram.com/arsenalcider/,https://maps.google.com/?cid=3302243150360255083,https://www.yelp.com/biz/arsenal-cider-house-and-wine-cellar-pittsburgh,https://www.tripadvisor.com/Attraction_Review-g53449-d4558019,https://untappd.com/w/arsenal-cider-house/12282,40.465108,-79.96092,0
417,2021,Spiced,🥇 Gold,High Limb Cider,Pumpkin Spice,Massachusetts,United States,Massachusetts,330,Active,High Limb Hard Cider,https://www.highlimbcider.com/,https://www.facebook.com/highlimbcider/,https://www.instagram.com/highlimbcider/,https://maps.google.com/?cid=11042855047844464741,https://www.yelp.com/biz/high-limb-cider-plymouth,https://www.tripadvisor.com/Attraction_Review-g41773-d21723351,https://untappd.com/w/high-limb-hard-cider/108620,41.9434465,-70.7111477,0
418,2021,Spiced,🥈 Silver,Saro Cider,Ardennes,Nebraska,United States,Nebraska,547,Active,Saro Cider,https://sarocider.com/,https://www.facebook.com/4SaroCider,https://www.instagram.com/sarocider/,https://maps.google.com/?cid=14239117714929818609,https://www.yelp.com/biz/saro-cider-lincoln,https://www.tripadvisor.com/Restaurant_Review-g45667-d15141590,https://untappd.com/w/saro-cider/407311,40.812684,-96.695605,0
419,2021,Spiced,🥉 Bronze,Rhinegiest,Snug,Ohio,United States,Ohio,515,Active,Rhinegeist Brewery,https://rhinegeist.com/,https://www.facebook.com/rhinegeist,https://www.instagram.com/rhinegeist/,https://maps.google.com/?cid=4624817204033581156,https://www.yelp.com/biz/rhinegeist-brewery-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d8618371,https://untappd.com/w/rhinegeist-brewery/69953,39.117266,-84.520101,0
420,2021,Wood-Aged,🥇 Gold,Broski Ciderworks,Sir Dickens,Florida,United States,Florida,167,Inactive,Broski Ciderworks,,,,,,,,26.222228,-80.142524,1
421,2021,Wood-Aged,🥈 Silver,The Duxbury Cider Co.,Bourbon Vanilla,Ontario,Canada,Ontario,782,Active,Duxbury Cider Company,https://www.theduxburyciderco.ca/,https://www.facebook.com/DuxburyCider/,https://www.instagram.com/duxburycider/,https://maps.google.com/?cid=18178962492954171012,,,https://untappd.com/w/duxbury-cider-company/87748,44.6435777,-80.6511492,0
422,2021,Wood-Aged,🥉 Bronze,Urban Tree Hard Cider,Bourbon Barrel Buzz,Georgia,United States,Georgia,661,Active,Urban Tree Hard Cider,https://urbantreecidery.com/,https://www.facebook.com/UrbanTreeCider/,https://www.instagram.com/urbantreecider/,,,,https://untappd.com/w/urban-tree-cidery/260157,33.794905,-84.414797,0
423,2021,Specialty,🥇 Gold,Glacial Till Vineyard,Caramel Apple,Nebraska,United States,Nebraska,294,Active,Glacial Till Vineyard & Winery,http://www.glacialtillvineyard.com/,https://www.facebook.com/glacialtillvineyard,https://www.instagram.com/glacialtillvineyard/,https://maps.google.com/?cid=185099829414435279,https://www.yelp.com/biz/glacial-till-tasting-room-ashland,https://www.tripadvisor.com/Attraction_Review-g29709-d5832186,https://untappd.com/w/glacial-till-vineyard-and-winery/223758,41.038896,-96.368951,0
424,2021,Specialty,🥈 Silver,d'S Wicked Cider,It's Pomegranate-Thyme,Washington,United States,Washington,229,Active,d's Wicked Cider,http://dswickedcider.com/,https://www.facebook.com/dswickedcider/,https://www.instagram.com/dswickedciderco/,https://maps.google.com/?cid=2860292587896986843,https://www.yelp.com/biz/sun-river-vintners-kennewick,https://www.tripadvisor.com/Attraction_Review-g58536-d13007264,https://untappd.com/w/ds-wicked-cider/158215,46.20084,-119.246466,0
425,2021,Specialty,🥉 Bronze,Vermont Cider Company,Mimosa,Vermont,United States,Vermont,664,Active,Vermont Cider Company,http://www.woodchuck.com/,https://www.facebook.com/WoodchuckCider,https://www.instagram.com/woodchuckcider/,https://maps.google.com/?cid=9402882086420367798,https://www.yelp.com/biz/woodchuck-hard-cidery-middlebury,https://www.tripadvisor.com/Attraction_Review-g57245-d7022345,https://untappd.com/w/woodchuck-cidery/611,44.034072,-73.172778,0
426,2021,Anything Goes,🥇 Gold,Sapsucker Farms Yellow Belly Cidery,Cayenne Cider,Minnesota,United States,Minnesota,545,Active,Sapsucker Farms Yellow Belly Cidery,https://www.sapsuckerfarms.com/,https://www.facebook.com/YellowBellyCider/,https://www.instagram.com/sapsuckerfarms/,https://maps.google.com/?cid=10529182272851607589,https://www.yelp.com/biz/sapsucker-farms-yellow-belly-cidery-mora,https://www.tripadvisor.com/Attraction_Review-g43337-d15594799,https://untappd.com/w/sapsucker-farms/187535,45.8970174,-93.152247,0
427,2021,Anything Goes,🥇 Gold,Ciderie Beaupre,Beaupre Framboise Rhubarb,Quebec,Canada,Quebec,3177,Active,Groupe Geloso,https://groupegeloso.com/,https://www.facebook.com/groupegeloso/,,https://maps.google.com/?cid=14532853692172548925,,,https://untappd.com/w/cidre-beaupre-groupe-geloso/21487,45.6109278,-73.6737069,0
428,2021,Anything Goes,🥉 Bronze,Thor's Hard Cider,El Thoro,Minnesota,United States,Minnesota,631,Active,Thor's Hard Cider,https://www.thorshardcider.com/,https://www.facebook.com/thorshardcider/,https://www.instagram.com/thorshardcider/,https://maps.google.com/?cid=16250618587804183842,https://www.yelp.com/biz/aamodts-apple-farm-stillwater,https://www.tripadvisor.com/Attraction_Review-g43552-d7146001,https://untappd.com/w/thors-hard-cider/345130,45.042138,-92.865744,0
429,2021,Single Varietal,🥇 Gold,Mount Diablo Cider Company,Cox Orange Pippin,California,United States,California,1908,Active,Mount Diablo Cider Company,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,,,https://untappd.com/w/mount-diablo-cider-company/527606,37.9025575,-122.0944769,0
430,2021,Single Varietal,🥈 Silver,Two K Farms,Honeycrisp Ice,Michigan,United States,Michigan,932,Active,Two K Farms,https://twokfarms.com/,https://www.facebook.com/twokfarms,https://www.instagram.com/twokfarms/,https://maps.google.com/?cid=10000035318484135155,https://www.yelp.com/biz/two-k-farms-cidery-and-winery-suttons-bay-10,https://www.tripadvisor.com/Attraction_Review-g42743-d15263080,https://untappd.com/Two_K_Farms,44.922709,-85.626569,0
