ID,Style,Award,Entrant_Original,Entrant,Entry,WID,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
248,Farmhouse Dry,🥉 Bronze,Mark Palfrey & Jonathan Pepper,Mark Palfrey & Jonathan Pepper,Rydon Farm Cider,,,,,,,,,
249,Farmhouse Dry,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon Dangler,,,,,,,,,
250,Farmhouse Dry,🥉 Bronze,Pontymeddyg Cider,Pontymeddyg Cider,Doctors' Orders,,,,,,,,,
251,Farmhouse Dry,🥉 Bronze,Southdown Cider,Southdown Cider,Dry farmhouse cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
252,Farmhouse Dry,🥉 Bronze,Shed Cider,Shed Cider,dry Still,,,,,,,,,
253,Farmhouse Dry,🥉 Bronze,Chris Hecks,Chris Hecks,Cider,,,,,,,,,
254,Farmhouse Medium,🏆 Best in Class,Alistair Smith,Sisson & Smith,Medium #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
255,Farmhouse Medium,🥈 Silver,Bollhayes Cider,Bollhayes Cider,Bollhayes Still Medium Cider,2382,https://bollhayescider.co.uk/,https://www.facebook.com/bollhayescider.co.uk/,https://www.instagram.com/bollhayes/,https://maps.google.com/?cid=12800455720536456131,,https://untappd.com/w/bollhayes/97990,50.9194404,-3.1916198
256,Farmhouse Medium,🥈 Silver,Cranborne Chase Cider - Bill Meaden,Cranborne Chase Cider,Farmhouse Medium,1683,https://cranbornechasecider.co.uk/,https://www.facebook.com/cranbornechasecider,https://www.instagram.com/cranborne_chase_cider/,https://maps.google.com/?cid=11691295207635124730,,https://untappd.com/w/cranborne-chase/146534,50.9277495,-2.0397072
257,Farmhouse Medium,🥈 Silver,Venton's Devon Cyder,Ventons Devon Cider,Apple Vice,1436,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
258,Farmhouse Medium,🥈 Silver,The Crest Cyder Company,The Crest Cyder Company,Golden,,,,,,,,,
259,Farmhouse Medium,🥈 Silver,Southdown Cider,Southdown Cider,Medium farmhouse cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
260,Farmhouse Medium,🥈 Silver,Southdown Cider,Southdown Cider,Medium farmhouse cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
261,Farmhouse Medium,🥈 Silver,Seven Trees Cider,Seven Trees Cider,Orchard Press - MEDIUM,,,,,,,,,
262,Farmhouse Medium,🥈 Silver,Palmers Upland Cyder,Palmers Upland Cyder,Little Jenny Wren,2520,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
263,Farmhouse Medium,🥈 Silver,Branch,Branch Cider,Early Drop,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
264,Farmhouse Medium,🥈 Silver,Chris Hecks,Chris Hecks,Cider,,,,,,,,,
265,Farmhouse Medium,🥈 Silver,Alistair Smith,Sisson & Smith,MEDIUM #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
266,Farmhouse Medium,🥈 Silver,Courtney's Cider,Courtney's Devon Cider,Silly Cow Cider,2144,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,,50.8650481,-3.225626
267,Farmhouse Medium,🥈 Silver,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Medium Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
268,Farmhouse Medium,🥈 Silver,Benjamin Jaffe - Dinnington Cider Press,Benjamin Jaffe - Dinnington Cider Press,Dragonfly Cider,,,,,,,,,
269,Farmhouse Medium,🥉 Bronze,Chris Hecks,Chris Hecks,Cider,,,,,,,,,
270,Farmhouse Medium,🥉 Bronze,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Medium Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
271,Farmhouse Medium,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon lovely,,,,,,,,,
272,Farmhouse Medium,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon Ansome,,,,,,,,,
273,Farmhouse Medium,🥉 Bronze,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon Special Medium,,,,,,,,,
274,Farmhouse Medium,🥉 Bronze,Sandford Orchards,Sandford Orchards,Medium Farmhouse,1243,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
275,Farmhouse Medium,🥉 Bronze,Ridge & Furrow Cider,Ridge & Furrow Cider,Naturally Medium,2381,https://ridgeandfurrowcider.co.uk/,,,https://maps.google.com/?cid=5958769938793720344,,https://untappd.com/w/ridge-and-furrow/335457,50.8382205,-3.3756164
276,Farmhouse Medium,🥉 Bronze,Rawlins Family Cider,Rawlins Family Cider,Medium,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
277,Farmhouse Medium,🥉 Bronze,Orchard 101,Orchard 101,Alpha Papa,,,,,,,,,
278,Farmhouse Medium,🥉 Bronze,Moons Cider,Moons Cider,Medium Cider,,,,,,,,,
279,Farmhouse Medium,🥉 Bronze,Moons Cider,Moons Cider,Medium Cider,,,,,,,,,
280,Farmhouse Medium,🥉 Bronze,John and Naomi Wakelin,John and Naomi Wakelin,Farmhouse Medium - OC16,,,,,,,,,
281,Farmhouse Medium,🥉 Bronze,Dowding's,Dowding's,Tower Brue medium cider,,,,,,,,,
282,Farmhouse Medium,🥉 Bronze,Dorset Star Cider,Dorset Star Cider,Stargazer,3250,https://www.dorsetstar.co.uk/,https://www.facebook.com/DorsetStar/,https://www.instagram.com/dorset_star/,https://maps.google.com/?cid=951721413982442802,https://www.tripadvisor.com/Attraction_Review-g186263-d25166976,https://untappd.com/w/dorset-star/220602,50.8035763,-2.5758241
283,Farmhouse Sweet,🏆 Best in Class,Wilding Cider,Wilding Cider,Burlands Sweet,1944,https://www.wildingcider.co.uk/,,https://www.instagram.com/wildingcider/,https://maps.google.com/?cid=14126504367716389024,,https://untappd.com/w/wilding-cider/465253,51.3700711,-2.6290771
284,Farmhouse Sweet,🥇 Gold,Courtney's Cider,Courtney's Devon Cider,Whimple Orchards,2144,https://courtneys.online/,https://www.facebook.com/courtneysdrinks/,,https://maps.google.com/?cid=15697263033877967876,,,50.8650481,-3.225626
285,Farmhouse Sweet,🥇 Gold,Ridge & Furrow Cider,Ridge & Furrow Cider,Naturally Sweet,2381,https://ridgeandfurrowcider.co.uk/,,,https://maps.google.com/?cid=5958769938793720344,,https://untappd.com/w/ridge-and-furrow/335457,50.8382205,-3.3756164
286,Farmhouse Sweet,🥇 Gold,Rawlins Family Cider,Rawlins Family Cider,Sweet,2531,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
287,Farmhouse Sweet,🥇 Gold,Dorset Star Cider,Dorset Star Cider,Sunset,3250,https://www.dorsetstar.co.uk/,https://www.facebook.com/DorsetStar/,https://www.instagram.com/dorset_star/,https://maps.google.com/?cid=951721413982442802,https://www.tripadvisor.com/Attraction_Review-g186263-d25166976,https://untappd.com/w/dorset-star/220602,50.8035763,-2.5758241
288,Farmhouse Sweet,🥇 Gold,Ridge & Furrow Cider,Ridge & Furrow Cider,Naturally Sweet,2381,https://ridgeandfurrowcider.co.uk/,,,https://maps.google.com/?cid=5958769938793720344,,https://untappd.com/w/ridge-and-furrow/335457,50.8382205,-3.3756164
289,Farmhouse Sweet,🥇 Gold,Alistair Smith,Sisson & Smith,SWEET #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
290,Farmhouse Sweet,🥈 Silver,Strangey's Devon Cyder,Strangey's Devon Cyder,Devon Booty,,,,,,,,,
291,Farmhouse Sweet,🥈 Silver,Strangey's Devon Cyder,Strangey's Devon Cyder,Strangey's Special Sweet,,,,,,,,,
292,Farmhouse Sweet,🥈 Silver,Sandford Orchards,Sandford Orchards,Sweet Farmhouse,1243,https://www.sandfordorchards.co.uk/,https://www.facebook.com/sandfordorchards,https://www.instagram.com/sandfordorchards/,https://maps.google.com/?cid=2784404680033020235,https://www.tripadvisor.com/Attraction_Review-g635675-d14758900,https://untappd.com/brewery/14080,50.7886749,-3.6453966
293,Farmhouse Sweet,🥈 Silver,Southdown Cider,Southdown Cider,Sweet farmhouse cider,3151,https://www.southdowncider.com/,,,https://maps.google.com/?cid=959682121658362452,,https://untappd.com/w/southdown-cider/364805,51.0761907,-2.4546243
294,Farmhouse Sweet,🥈 Silver,Alistair Smith,Sisson & Smith,Sweet #1,3041,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
295,Farmhouse Sweet,🥈 Silver,Moons Cider,Moons Cider,Farmhouse Sweet Cider,,,,,,,,,
296,Farmhouse Sweet,🥈 Silver,Venton's Devon Cyder,Ventons Devon Cider,Sweet Maid In Devon,1436,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
297,Farmhouse Sweet,🥈 Silver,Strangey's Devon Cyder,Strangey's Devon Cyder,Vintage Devon Sweet,,,,,,,,,
298,Farmhouse Sweet,🥈 Silver,Branch,Branch Cider,Yada,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
299,Farmhouse Sweet,🥈 Silver,The Crest Cyder Company,The Crest Cyder Company,Milly,,,,,,,,,
300,Farmhouse Sweet,🥈 Silver,Palmers Upland Cyder,Palmers Upland Cyder,Cheeky Jackdaw,2520,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
301,Farmhouse Sweet,🥉 Bronze,West Croft Cider,West Croft Cider,Sweet,1954,https://www.somersetcidervinegarco.co.uk/westcroft-cider-and-janets-jungle-juice.html,https://www.facebook.com/SomersetCiderVinegar/,,,,https://untappd.com/w/west-croft-cider/31172,51.2587466,-2.9627782
302,Farmhouse Sweet,🥉 Bronze,Benjamin Jaffe - Dinnington Cider Press,Benjamin Jaffe - Dinnington Cider Press,Dragonfly Cider,,,,,,,,,
303,Farmhouse Sweet,🥉 Bronze,Sweeting's Cider,Sweeting's Cider,Sweeting's Sweet Cider,,,,,,,,,
304,Farmhouse Sweet,🥉 Bronze,Hecks Cider,Hecks Farmhouse Cider,Sweet,1113,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
305,Farmhouse Sweet,🥉 Bronze,Cranborne Chase Cider - Bill Meaden,Cranborne Chase Cider,Farmhouse Sweet,1683,https://cranbornechasecider.co.uk/,https://www.facebook.com/cranbornechasecider,https://www.instagram.com/cranborne_chase_cider/,https://maps.google.com/?cid=11691295207635124730,,https://untappd.com/w/cranborne-chase/146534,50.9277495,-2.0397072
306,Farmhouse Sweet,🥉 Bronze,Branch,Branch Cider,Late Drop,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
307,Farmhouse Sweet,🥉 Bronze,Branch,Branch Cider,Hangman,2428,https://www.branchcider.com/,https://www.facebook.com/branchciderco,https://www.instagram.com/branchciderco/,,,https://untappd.com/w/branch-cider/522797,51.46694615,-2.554391254
308,Farmhouse Sweet,🥉 Bronze,Bollhayes Cider,Bollhayes Cider,Bollhayes Still Sweet Cider,2382,https://bollhayescider.co.uk/,https://www.facebook.com/bollhayescider.co.uk/,https://www.instagram.com/bollhayes/,https://maps.google.com/?cid=12800455720536456131,,https://untappd.com/w/bollhayes/97990,50.9194404,-3.1916198
309,Farmhouse Sweet,🥉 Bronze,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Sweet Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
310,Farmhouse Sweet,🥉 Bronze,Blackmore Vale Cider,Blackmore Vale Cider,Traditional Farmhouse Sweet Cider,3231,https://www.blackmorevalecider.co.uk/,https://www.facebook.com/blackmorevalecider,https://www.instagram.com/blackmorevalecider/,,,https://untappd.com/w/blackmore-vale/44464,50.9960635,-2.4161985
311,Farmhouse Sweet,🥉 Bronze,Shed Cider,Shed Cider,Sweet Still,2519,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
312,Newcomer Award,🏆 Best in Class,Lewis Henry,Lewis Henry,Glasshouse White,,,,,,,,,
313,Newcomer Award,🥇 Gold,William Barnes,William Barnes,Padfield House Sweet Cider,,,,,,,,,
314,Newcomer Award,🥇 Gold,Steve Faulkner,Steve Faulkner,Molly's Cider,,,,,,,,,
315,Newcomer Award,🥈 Silver,Riverside Cider,Riverside Cider,Battlefield Cider,,,,,,,,,
316,Newcomer Award,🥈 Silver,Riverside Cider,Riverside Cider,Bineham Court,,,,,,,,,
317,Newcomer Award,🥈 Silver,Pip Bailey,Pip Bailey,Chunky Monkey medium,,,,,,,,,
318,Newcomer Award,🥈 Silver,Riverside Cider,Riverside Cider,Windmill Flowers,,,,,,,,,
319,Newcomer Award,🥈 Silver,Over The Hill Cider,Over The Hill Cider,Disco-J,,,,,,,,,
320,Newcomer Award,🥈 Silver,Peter Captainino,Peter Captainino,Dry Cider,,,,,,,,,
321,Newcomer Award,🥈 Silver,Over The Hill Cider,Over The Hill Cider,Blue Stripe Dab,,,,,,,,,
322,Newcomer Award,🥈 Silver,Abbey Orchards,Abbey Orchards,Traditional Bottle Conditioned Cider,,,,,,,,,
323,Newcomer Award,🥈 Silver,Steve Faulkner,Steve Faulkner,Jasmine's Cider,,,,,,,,,
324,Newcomer Award,🥈 Silver,Wyatts,Wyatts,,,,,,,,,,
325,Newcomer Award,🥈 Silver,Lewis Henry,Lewis Henry,Glasshouse Yellow,,,,,,,,,
326,Newcomer Award,🥈 Silver,Sweeting's Cider,Sweeting's Cider,Golden Summer,,,,,,,,,
327,Newcomer Award,🥈 Silver,Sweeting's Cider,Sweeting's Cider,Sparkling Cascade,,,,,,,,,
328,Newcomer Award,🥈 Silver,Tom Cernohous,Tom Cernohous,Oaked Dry Snowdonian,,,,,,,,,
329,Newcomer Award,🥈 Silver,W-G Cider,W-G Cider,W-G Farmhouse Cider,,,,,,,,,
330,Newcomer Award,🥈 Silver,William Barnes,William Barnes,Padfield House Medium Cider,,,,,,,,,
331,Newcomer Award,🥈 Silver,William Barnes,William Barnes,Padfield House Dry Cider,,,,,,,,,
332,Newcomer Award,🥈 Silver,Steve Faulkner,Steve Faulkner,Tippi's Cider,,,,,,,,,
333,Newcomer Award,🥉 Bronze,Seidr Ci Ddu,Seidr Ci Ddu,Premium whole juice still cider,3143,https://www.ciddu.co.uk/,,,https://maps.google.com/?cid=13600510542486755126,,https://untappd.com/w/seidr-ci-ddu/544489,51.8844105,-5.1526903
334,Newcomer Award,🥉 Bronze,Paul Rendell,Paul Rendell,Northleigh cider,,,,,,,,,
335,Newcomer Award,🥉 Bronze,Park Farm Ltd,Park Farm,Kelston Tump,,,,,,,,,
336,Newcomer Award,🥉 Bronze,Lewis Henry,Lewis Henry,Glasshouse green,,,,,,,,,
337,Newcomer Award,🥉 Bronze,Hayloft,Hayloft,Hayloft,,,,,,,,,
338,Newcomer Award,🥉 Bronze,Chris Conroy,Chris Conroy,Axbridge medium,,,,,,,,,
339,Newcomer Award,🥉 Bronze,Chris Conroy,Chris Conroy,Axbridge sweet,,,,,,,,,
340,Newcomer Award,🥉 Bronze,Chris Conroy,Chris Conroy,Axbridge dry,,,,,,,,,
341,Newcomer Award,🥉 Bronze,Lisa Letchford,Lisa Letchford,Letchford's Cyder,,,,,,,,,
342,Newcomer Award,🥉 Bronze,Park Farm Ltd,Park Farm,Kelston sparkling cider,,,,,,,,,
