ID,#,Class,Award,WID,Entrant,Entry,Website,Facebook,Instagram,Google,TripAdvisor,Untappd,Latitude,Longitude
263,OC16,Farmhouse Medium,🏆 Best in Class,2520,Palmers Upland Cyder,Rubber Chicken,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
264,OC16,Farmhouse Medium,🥇 Gold,2519,Shed Cider,Medium Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
265,OC16,Farmhouse Medium,🥇 Gold,X,Dr Rob Whale,Farmhouse Medium,,,,,,,,
266,OC16,Farmhouse Medium,🥇 Gold,3041,Sisson & Smith,Medium #2,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
267,OC16,Farmhouse Medium,🥈 Silver,X,Moons Cider,Medium,,,,,,,,
268,OC16,Farmhouse Medium,🥈 Silver,X,Moons Cider,Medium,,,,,,,,
269,OC16,Farmhouse Medium,🥈 Silver,2531,Rawlins Family Cider,Medium,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
270,OC16,Farmhouse Medium,🥈 Silver,2519,Shed Cider,Medium Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
271,OC16,Farmhouse Medium,🥈 Silver,3041,Sisson & Smith,Medium #1,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
272,OC16,Farmhouse Medium,🥉 Bronze,X,Alex Hill,Bollhayes,,,,,,,,
273,OC16,Farmhouse Medium,🥉 Bronze,X,Alex Hill,Bollhayes,,,,,,,,
274,OC16,Farmhouse Medium,🥉 Bronze,2990,Loader's Cider,Loader's Medium Pytt,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
275,OC16,Farmhouse Medium,🥉 Bronze,2990,Loader's Cider,Loader's Medium Yarmill,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
276,OC16,Farmhouse Medium,🥉 Bronze,2990,Loader's Cider,Loader's Medium Longaller,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
277,OC16,Farmhouse Medium,🥉 Bronze,X,John and Naomi Wakelin,Harromint House Cider,,,,,,,,
278,OC16,Farmhouse Medium,🥉 Bronze,X,Orchard 101,Epaphos,,,,,,,,
279,OC16,Farmhouse Medium,🥉 Bronze,X,Seven Trees Cider,Royal County,,,,,,,,
280,OC16,Farmhouse Medium,🥉 Bronze,X,Dinnington Cider Press,Dragonfly Cider - Medium,,,,,,,,
281,OC17,Farmhouse Sweet,🏆 Best in Class,3041,Sisson & Smith,Sweet #2,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
282,OC17,Farmhouse Sweet,🥈 Silver,X,Alex Hill,Bollhayes,,,,,,,,
283,OC17,Farmhouse Sweet,🥈 Silver,2520,Palmers Upland Cyder,Cheeky Jackdaw,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
284,OC17,Farmhouse Sweet,🥈 Silver,2519,Shed Cider,Sweet Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
285,OC17,Farmhouse Sweet,🥈 Silver,X,Dr Rob Whale,Farmhouse Sweet,,,,,,,,
286,OC17,Farmhouse Sweet,🥈 Silver,X,Sweeting's Cider,Monument Sweet Cider,,,,,,,,
287,OC17,Farmhouse Sweet,🥈 Silver,1436,Ventons Devon Cyder,Sweet Maid In Devon,https://ventons.co.uk/,https://www.facebook.com/VentonsDevonCyder,https://www.instagram.com/ventons_devon_cyder/,https://maps.google.com/?cid=13221987803001183957,,https://untappd.com/w/ventons-devon-cyder/224676,50.7917746,-3.3784493
288,OC17,Farmhouse Sweet,🥈 Silver,X,Dinnington Cider Press,Dragonfly Cider - Sweet,,,,,,,,
289,OC17,Farmhouse Sweet,🥉 Bronze,X,Dowding's,Dowding's Tower Brue Sweet Cider,,,,,,,,
290,OC17,Farmhouse Sweet,🥉 Bronze,X,Alex Hill,Bollhayes,,,,,,,,
291,OC17,Farmhouse Sweet,🥉 Bronze,2990,Loader's Cider,Loader's Sweet Yarmill,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
292,OC17,Farmhouse Sweet,🥉 Bronze,2990,Loader's Cider,Loader's Sweet Longaller,https://loaderscider.co.uk/,https://www.facebook.com/loadersfarmcider,https://www.instagram.com/loaderscider/,,,https://untappd.com/w/loader-s-cider/432285,51.0344431,-3.1825594
293,OC17,Farmhouse Sweet,🥉 Bronze,X,Moons Cider,Farmhouse Sweet Cider,,,,,,,,
294,OC17,Farmhouse Sweet,🥉 Bronze,2531,Rawlins Family Cider,Sweet,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
295,OC17,Farmhouse Sweet,🥉 Bronze,2519,Shed Cider,Sweet Farmhouse,https://www.shedcider.com/,https://www.facebook.com/p/Shed-Cider-100054294351085/,https://www.instagram.com/shed.cider/,,,https://untappd.com/w/shed-cider/415161,51.3767088,-2.0331744
296,OC17,Farmhouse Sweet,🥉 Bronze,3041,Sisson & Smith,Sweet #1,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
297,OCC1,Supreme British Champion Cider — The Rupert Best Cup,🏆 Champion,1448,Bere Cider Company,Yarlington Mill,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
298,OCC1,Supreme British Champion Cider — The Rupert Best Cup,🏆 Reserve,2531,Rawlins Family Cider,Medium,https://www.rawlinsfamilycider.co.uk/,,https://www.instagram.com/rawlins_family_cider/,,,https://untappd.com/w/rawlins-family-cider/455388,50.9300166,-2.9585196
299,OCC2,British Champion Farmhouse Cider — The Worshipful Company of Pewterer's Perpetual Cup,🏆 Champion,2520,Palmers Upland Cyder,Rubber Chicken,https://www.palmersuplandcyder.co.uk/,https://www.facebook.com/palmersuplandcyder/,https://www.instagram.com/palmers_upland_cyder/,,,https://untappd.com/w/palmers-upland-cyder/66238,51.591654,-3.0551443
300,OCC2,British Champion Farmhouse Cider — The Worshipful Company of Pewterer's Perpetual Cup,🏆 Reserve,3041,Sisson & Smith,Sweet #2,,,,,,https://untappd.com/w/sisson-smith/229581,53.018115,-1.308544
301,OCC4,British Champion Perry — The Lawrence Reilly Perry Cup,🏆 Champion,1113,Hecks Cider,Keeved Oldfield Perry,https://www.heckscider.com/,https://www.facebook.com/profile.php?id=100064795443706,https://www.instagram.com/hecksfarmhousecider/,https://maps.google.com/?cid=14811456381048588409,https://www.tripadvisor.com/Attraction_Review-g780820-d8126251,https://untappd.com/brewery/6758,51.1209522,-2.7415338
302,OCC4,British Champion Perry — The Lawrence Reilly Perry Cup,🏆 Reserve,X,Dr Rob Whale,Perry,,,,,,,,
303,OCS1,Best Fruit Cider — The Weston's Cider Organic Cider Cup,🏆 Winner,X,Dr Rob Whale,Pineapple Cider,,,,,,,,
304,OCS1,Best Fruit Cider — The Weston's Cider Organic Cider Cup,🏆 Reserve,X,Broadpool Cider,Broadpool Hopped,,,,,,,,
305,OCS2,Best Cider Adjudged (Classes 5 & 9) — The Arthur Davis Cider Cup,🏆 Winner,X,Wyldlands,Gold,,,,,,,,
306,OCS2,Best Cider Adjudged (Classes 5 & 9) — The Arthur Davis Cider Cup,🏆 Reserve,1448,Bere Cider Company,Yarlington Mill,https://www.berecidercompany.com/,https://www.facebook.com/BereCiderCompany/,https://www.instagram.com/berecidercompany,https://maps.google.com/?cid=12375160692646889429,https://www.tripadvisor.com/Attraction_Review-g663809-d8367995,https://untappd.com/BereCiderCompany,51.0774,-2.847342
307,OCS3,Cider Newcomer Award — The Vigo Trophy,🏆 Winner,X,Steve Faulkner,Molly's Cider,,,,,,,,
308,OCS3,Cider Newcomer Award — The Vigo Trophy,🏆 Reserve,X,Dinnington Cider Press,Cidre Bouché,,,,,,,,
