Year,Style,Medal,Medalist,Entry,Score,Town,Region,Country
2026,Ice Cider,Bronze,Ardiel Cider House,Frozen to the core,,,,
2026,Ice Cider,Bronze,Two K Farms,2022 Golden Russet Ice Cider,,,,
2026,High Tannin Perry,Gold,Empyrical Orchard & Cidery,Principle,,,,
2026,High Tannin Perry,Gold,Windswept Cider,Perry,,,,
2026,High Tannin Perry,Silver,Aeppeltreow Inc,Sweet Oriole Perry,,,,
2026,High Tannin Perry,Silver,Empyrical Orchard & Cidery,Paradigm,,,,
2026,High Tannin Perry,Silver,Sylvan Farm & Cidery,2024 Sparkling Perry,,,,
2026,High Tannin Perry,Bronze,Aeppeltreow Inc,Orchard Oriole Perry,,,,
2026,Low/No Alcohol Cider,Silver,2 Towns Ciderhouse,Non-Alc Guava Get Down,,,,
2026,Low/No Alcohol Cider,Silver,2 Towns Ciderhouse,Non-Alc Pacific Pineapple,,,,
2026,Low/No Alcohol Cider,Silver,2 Towns Ciderhouse,Non-Alc Cosmic Crisp,,,,
2026,Low/No Alcohol Cider,Silver,Beak & Skiff Apple Farms,Clear View Rose,,,,
2026,Low/No Alcohol Cider,Silver,GEO Cider co,Rosé,,,,
2026,Low/No Alcohol Cider,Silver,Haykin Family Cider,Non-alcoholic Gravenstein,,,,
2026,Low/No Alcohol Cider,Silver,Haykin Family Cider,Non-Alcoholic Dolgo Crabapple,,,,
2026,Low/No Alcohol Cider,Bronze,Grey & Gold Cider,Orchard Pass Ciderkin,,,,
2026,Low/No Alcohol Cider,Bronze,Vander Mill,Sparkling Honeycrisp,,,,
2026,Natural Cider,Silver,Mount Diablo Cider Company,Girl Named Sue,,,,
2026,Natural Cider,Bronze,Grey & Gold Cider,Heritage Dry,,,,
2026,Natural Cider,Bronze,Island Orchard Cider,Wild Thing,,,,
2026,Natural Cider,Bronze,Mount Diablo Cider Company,Ribston Pippin,,,,
2026,Low Tannin Perry,Silver,Empyrical Orchard & Cidery,Par Amour,,,,
2026,Low Tannin Perry,Silver,Snow Capped Cider,SPARKLING PERRY,,,,
2026,Low Tannin Perry,Silver,Snow Capped Cider,Winter Pear,,,,
2026,Low Tannin Perry,Silver,Tandem Ciders,Foxview Perry,,,,
2026,Low Tannin Perry,Bronze,Michigan Wine Company LLC,Perry,,,,
2026,Low Tannin Perry,Bronze,Solville,Poire Vintage 2025,,,,
