ID,WID,Year,Style,Medalist,Entry,Region,Award,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Status
324,67,2023,Low-Tannin Ciders Sweet,2 Towns Ciderhouse,Original Cosmic Crisp,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
325,550,2023,Low-Tannin Ciders Sweet,Schilling Cider,Local Legend,Washington,🥉 Bronze,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413,Active
326,1912,2023,High-Tannin Ciders Dry,Puget Sound Cider Company,Kingston Black,Washington,🥇 Gold,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
327,118,2023,High-Tannin Ciders Dry,Bauman's Cider,Reine Des Pommes,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
328,84,2023,High-Tannin Ciders Dry,Alpenfire Cider,Dabinett Yarlington Mill  /  Dual Varietal,Washington,🥉 Bronze,https://www.alpenfirecider.com/,https://www.facebook.com/alpenfirecider,https://www.instagram.com/alpenfirecider/,https://maps.google.com/?cid=13194604853315575065,https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend,,https://untappd.com/w/alpenfire-cider/12510,Active
329,530,2023,High-Tannin Ciders Sweet,Rootwood Cider Co.,Estate Blend,Washington,🥇 Gold,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706,Active
330,550,2023,High-Tannin Ciders Sweet,Schilling Cider,Excelsior Imperial Apple,Washington,🥈 Silver,https://schillingcider.com/,https://www.facebook.com/SchillingCider/,https://www.instagram.com/schillingcider/,https://maps.google.com/?cid=12281308087911884522,,,https://untappd.com/w/schilling-cider/62413,Active
331,2037,2023,High-Tannin Ciders Sweet,Empyrical Orchard & Cidery,La Raison Reserve,Washington,🥉 Bronze,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102,Active
332,84,2023,Red-Fleshed Ciders Dry,Alpenfire Cider,Glow Airlie Red Flesh Single Varietal,Washington,🥇 Gold,https://www.alpenfirecider.com/,https://www.facebook.com/alpenfirecider,https://www.instagram.com/alpenfirecider/,https://maps.google.com/?cid=13194604853315575065,https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend,,https://untappd.com/w/alpenfire-cider/12510,Active
333,1912,2023,Red-Fleshed Ciders Dry,Puget Sound Cider Company,Mountain Rosé,Washington,🥈 Silver,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
334,957,2023,Red-Fleshed Ciders Dry,Yonder Cider,Wenatchee Wave,Washington,🥉 Bronze,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,Active
335,118,2023,Red-Fleshed Ciders Sweet,Bauman's Cider,Mountain Rose Single Varietal,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
336,553,2023,Low-Tannin Perries,Seattle Cider Company,Perry,Washington,🥇 Gold,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,Active
337,957,2023,High-Tannin Perries,Yonder Cider,Barrel Aged Perry,Washington,🥇 Gold,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,Active
338,2037,2023,High-Tannin Perries,Empyrical Orchard & Cidery,Principle,Washington,🥉 Bronze,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102,Active
339,118,2023,Wood/Oaked,Bauman's Cider,Mezcal Barrel Aged Cider,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
340,2039,2023,Wood/Oaked,Kristof Farms,Reserve Cider,Oregon,🥈 Silver,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,,,https://untappd.com/w/kristof-farms/524122,Active
341,1912,2023,Single Varietal,Puget Sound Cider Company,Kingston Black,Washington,🥇 Gold,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
342,118,2023,Single Varietal,Bauman's Cider,"Brown Snout, Single Varietal ",Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
343,118,2023,Single Varietal,Bauman's Cider,McIntosh Pet Nat,Oregon,🥉 Bronze,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
344,2134,2023,Fruit Co-Fermented,Victoria Cider Co.,Quince Cider,British Columbia,🥇 Gold,https://www.victoriaciderco.ca/,https://www.facebook.com/victoriaciderco,https://www.instagram.com/victoriaciderco/,https://maps.google.com/?cid=4973668223480997484,https://www.yelp.ca/biz/victoria-cider-north-saanich,https://www.tripadvisor.com/Attraction_Review-g154945-d24170707,https://untappd.com/w/victoria-cider-co/523117,Active
345,1912,2023,Fruit Co-Fermented,Puget Sound Cider Company,Blackberry Pear,Washington,🥈 Silver,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
346,1912,2023,Fruit Co-Fermented,Puget Sound Cider Company,Wild Blue Huckleberry,Washington,🥉 Bronze,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
347,415,2023,Fruit Post-Fermentation Sweet,Meriwether Cider Company,Plum Dandy,Idaho,🥇 Gold,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316,Active
348,957,2023,Fruit Post-Fermentation Sweet,Yonder Cider,Coulee,Washington,🥈 Silver,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,Active
349,830,2023,Fruit Post-Fermentation Sweet,Sea Cider Farm & Ciderhouse,Cherry Lane,British Columbia,🥉 Bronze,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780,Active
350,957,2023,Fruit-Post Fermentation Dry,Yonder Cider,Palisades,Washington,🥇 Gold,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://maps.google.com/?cid=11002201593648505227,https://www.yelp.com/biz/yonder-cider-seattle,,https://untappd.com/w/yonder-cider/474448,Active
351,1084,2023,Fruit-Post Fermentation Dry,19 Acres Cider Co.,Yuzu Plum,Oregon,🥈 Silver,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,Active
352,118,2023,Fruit-Post Fermentation Dry,Bauman's Cider,Loganberry Cider,Oregon,🥉 Bronze,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
353,908,2023,Botanical Hopped,Union Hill Cider Co.,Liquid Limber,Washington,🥇 Gold,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo,Active
354,415,2023,Botanical Hopped,Meriwether Cider Company,Hop Shot,Idaho,🥈 Silver,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316,Active
355,1002,2023,Botanical Hopped,Cedar Draw Cider,Imperial Citra Kissed,Idaho,🥉 Bronze,https://www.cedardrawcider.com/,https://www.facebook.com/cedardrawcider,https://www.instagram.com/cedardrawcider/,https://maps.google.com/?cid=3792911876978867046,,,https://untappd.com/CedarDrawCider,Active
356,67,2023,Botanical Herbed,2 Towns Ciderhouse,The Baddie,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
357,276,2023,Botanical Herbed,Finnriver Farm & Cidery,Lavender Black Currant,Washington,🥈 Silver,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,Active
358,1980,2023,Botanical Herbed,Shuswap Cider Co.,Lavender Honey,British Columbia,🥉 Bronze,https://shuswapcider.com/,https://www.facebook.com/shuswapcider,https://www.instagram.com/shuswapcider/,https://maps.google.com/?cid=7673276959575565826,,,https://untappd.com/w/shuswap-cider-co/503328,Active
359,612,2023,Botanical Spiced,Swift Cider,Pineapple Mai Tai,Oregon,🥇 Gold,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445,Active
360,553,2023,Botanical Spiced,Seattle Cider Company,Pumpkin Spice,Washington,🥈 Silver,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,Active
361,345,2023,Botanical Spiced,Incline Cider Company,Cucumber Jalapeno,Washington,🥉 Bronze,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584,Active
362,534,2023,Specialty Fortified,Runcible Cider,Ore No. 001,Oregon,🥇 Gold,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214,Active
363,830,2023,Specialty Fortified,Sea Cider Farm & Ciderhouse,Pomona,British Columbia,🥈 Silver,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780,Active
364,84,2023,Specialty Fortified,Alpenfire Cider,Apple Mistelle #2 | Estate Blend,Washington,🥉 Bronze,https://www.alpenfirecider.com/,https://www.facebook.com/alpenfirecider,https://www.instagram.com/alpenfirecider/,https://maps.google.com/?cid=13194604853315575065,https://www.yelp.com/biz/alpenfire-cider-and-orchard-port-townsend,,https://untappd.com/w/alpenfire-cider/12510,Active
365,67,2023,Specialty Low Alcohol/Alcohol Removed,2 Towns Ciderhouse,N/A Pacific Pineapple Cider,Oregon,🥇 Gold,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
366,2076,2023,Specialty Low Alcohol/Alcohol Removed,Heartland Ciderworks,The Little Apple,Oregon,🥈 Silver,,https://www.facebook.com/HeartlandCiderworks,https://www.instagram.com/heartland_ciderworks/,,,,https://untappd.com/HeartlandCiderworks,Active
367,118,2023,Specialty Low Alcohol/Alcohol Removed,Bauman's Cider,Light Cider,Oregon,🥉 Bronze,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
368,1002,2023,Specialty Other,Cedar Draw Cider,Sour Empress,Idaho,🥇 Gold,https://www.cedardrawcider.com/,https://www.facebook.com/cedardrawcider,https://www.instagram.com/cedardrawcider/,https://maps.google.com/?cid=3792911876978867046,,,https://untappd.com/CedarDrawCider,Active
369,67,2023,Specialty Other,2 Towns Ciderhouse,Plum As You Are,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
370,67,2023,Specialty Other,2 Towns Ciderhouse,Hollow Jack,Oregon,🥉 Bronze,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
371,118,2024,High-Tannin Ciders - Dry,Bauman's Cider,Endless Harvest,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
372,2134,2024,High-Tannin Ciders - Dry,Victoria Cider Co.,Keeved,British Columbia,🥈 Silver,https://www.victoriaciderco.ca/,https://www.facebook.com/victoriaciderco,https://www.instagram.com/victoriaciderco/,https://maps.google.com/?cid=4973668223480997484,https://www.yelp.ca/biz/victoria-cider-north-saanich,https://www.tripadvisor.com/Attraction_Review-g154945-d24170707,https://untappd.com/w/victoria-cider-co/523117,Active
373,2039,2024,High-Tannin Ciders - Dry,Kristof Farms,Orchard Cider,Oregon,🥈 Silver,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,,,https://untappd.com/w/kristof-farms/524122,Active
374,3274,2024,High-Tannin Ciders - Dry,Stray Cider,The Wild Kindness,Oregon,🥉 Bronze,,,https://www.instagram.com/straycider/,,,,https://untappd.com/w/stray-cider/538425,Active
375,1912,2024,High-Tannin Ciders - Sweet,Puget Sound Cider Company,Virginia Crabapple,Washington,🥇 Gold,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
376,511,2024,High-Tannin Ciders - Sweet,Renaissance Orchards,Keeved Cider,Washington,🥈 Silver,https://renaissanceorchards.com/,https://www.facebook.com/RenaissanceOrchardsCider/,https://www.instagram.com/renaissanceorchards/,https://maps.google.com/?cid=8299199662211416163,,,https://untappd.com/RenaissanceOrchards,Active
377,830,2024,High-Tannin Ciders - Sweet,Sea Cider Farm & Ciderhouse,Bittersweet,British Columbia,🥉 Bronze,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780,Active
378,553,2024,Low-Tannin Ciders - Dry,Seattle Cider Company,City Fruit 2023,Washington,🥇 Gold,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,Active
379,276,2024,Low-Tannin Ciders - Dry,Finnriver Farm & Cidery,Finnriver Dry,Washington,🥈 Silver,https://www.finnriver.com/,https://www.facebook.com/finnriver,https://www.instagram.com/finnriver/,https://maps.google.com/?cid=1802892066987578987,https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum,https://www.tripadvisor.com/Attraction_Review-g58399-d10595866,https://untappd.com/w/finnriver-farm-and-cidery/3008,Active
380,118,2024,Low-Tannin Ciders - Dry,Bauman's Cider,Pet Mac,Oregon,🥈 Silver,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
381,490,2024,Low-Tannin Ciders - Dry,Portland Cider Company,Kinda Dry,Oregon,🥈 Silver,http://portlandcider.com/,https://www.facebook.com/portlandcider,https://www.instagram.com/portlandcider/,https://maps.google.com/?cid=5897814277091816079,https://www.yelp.com/biz/portland-cider-company-clackamas,https://www.tripadvisor.com/Restaurant_Review-g51806-d6996793,https://untappd.com/w/portland-cider-company/56260,Active
382,118,2024,Low-Tannin Ciders - Dry,Bauman's Cider,Clyde’s Dry,Oregon,🥉 Bronze,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
383,553,2024,Low-Tannin Ciders - Sweet,Seattle Cider Company,Odyssey,Washington,🥇 Gold,http://www.seattlecidercompany.com/,https://www.facebook.com/SeattleCiderCo,https://www.instagram.com/seattleciderco/,https://maps.google.com/?cid=10339393864619567754,https://www.yelp.com/biz/seattle-cider-company-seattle,,https://untappd.com/w/seattle-cider-company/75923,Active
384,67,2024,Low-Tannin Ciders - Sweet,2 Towns Ciderhouse,Original Cosmic Crisp,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
385,205,2024,Low-Tannin Ciders - Sweet,Cockrell Cider Farm,Original,Washington,🥉 Bronze,http://www.cockrellbrewing.com/,https://www.facebook.com/cockrellcider/,https://www.instagram.com/cockrellhardcider,https://maps.google.com/?cid=6832353082997005018,https://www.yelp.com/biz/cockrell-brewing-puyallup,https://www.tripadvisor.com/Attraction_Review-g58693-d13155999,https://untappd.com/w/cockrell-brewing/157444,Active
386,1980,2024,Fruit Co-Fermented,Shuswap Cider Co.,Blueberry,British Columbia,🥇 Gold,https://shuswapcider.com/,https://www.facebook.com/shuswapcider,https://www.instagram.com/shuswapcider/,https://maps.google.com/?cid=7673276959575565826,,,https://untappd.com/w/shuswap-cider-co/503328,Active
387,67,2024,Fruit Co-Fermented,2 Towns Ciderhouse,Made Marion,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
388,1912,2024,Fruit Co-Fermented,Puget Sound Cider Company,Apple Pear,Washington,🥉 Bronze,https://www.shopantiques4u.com/puget-sound-cider-co,https://www.facebook.com/PugetSoundCiderCo/,https://www.instagram.com/pugetsoundcider/,https://maps.google.com/?cid=8204287304413477076,,,https://untappd.com/w/puget-sound-cider-company/436269,Active
389,2030,2024,Fruit Co-Fermented,Idol Cider House,Cidre Rouge,Oregon,🥉 Bronze,https://idyll-acres.com/,,https://www.instagram.com/idol_cider_house/,,,,https://untappd.com/IdolCiderHouse,Active
390,2037,2024,Fruit Post-Fermentation Addition - Dry,Empyrical Orchard & Cidery,Inversion,Washington,🥇 Gold,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102,Active
391,2448,2024,Fruit Post-Fermentation Addition - Dry,Barmann Cellars,Big Bertha,Washington,🥈 Silver,https://www.barmanncellars.com/,https://www.facebook.com/profile.php?id=100086931867334,https://www.instagram.com/barmanncellars,https://maps.google.com/?cid=3277667669161055707,,,https://untappd.com/w/barmann-cellars/553214,Active
392,1084,2024,Fruit Post-Fermentation Addition - Dry,19 Acres Cider Co.,Yuzu Plum,Oregon,🥉 Bronze,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://maps.google.com/?cid=4476171369322689525,https://www.yelp.com/biz/19-acres-cider-co-sherwood,https://www.tripadvisor.com/Restaurant_Review-g52068-d25236157,https://untappd.com/19AcresHardCider,Active
393,103,2024,Fruit Post-Fermentation Addition - Sweet,Avid Cider,Dragon Fruit,Oregon,🥇 Gold,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739,Active
394,67,2024,Fruit Post-Fermentation Addition - Sweet,2 Towns Ciderhouse,Tropical Cosmic Crisp,Oregon,🥈 Silver,http://www.2townsciderhouse.com/,https://www.facebook.com/2townsciderhouse,https://www.instagram.com/2townscider/,https://maps.google.com/?cid=10429935694700508047,https://www.yelp.com/biz/2-towns-ciderhouse-corvallis,https://www.tripadvisor.com/Attraction_Review-g51817-d3417221,https://untappd.com/w/2-towns-ciderhouse/12975,Active
395,345,2024,Fruit Post-Fermentation Addition - Sweet,Incline Cider Company,White Peach,Washington,🥈 Silver,http://www.inclinecider.com/,https://www.facebook.com/inclinecider/,https://www.instagram.com/inclinecider/,https://maps.google.com/?cid=504944612388443997,https://www.yelp.com/biz/incline-cider-house-tacoma,https://www.tripadvisor.com/Attraction_Review-g58775-d22266571,https://untappd.com/w/incline-cider-company/249584,Active
396,103,2024,Fruit Post-Fermentation Addition - Sweet,Avid Cider,Pineapple Mango,Oregon,🥉 Bronze,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739,Active
397,118,2024,Red Fleshed,Bauman's Cider,Mountain Rose SV,Oregon,🥇 Gold,https://baumanscider.com/,https://www.facebook.com/Baumanscider/,https://www.instagram.com/baumanscider/,https://maps.google.com/?cid=10038644588886302965,https://www.yelp.com/biz/baumans-farm-and-garden-gervais,https://www.tripadvisor.com/Attraction_Review-g51881-d6848567,https://untappd.com/w/baumans-cider-company/253872,Active
398,908,2024,Red Fleshed,Union Hill Cider Co.,Redheart,Washington,🥈 Silver,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo,Active
399,397,2024,Red Fleshed,Lost Giants Cider Company,Rosé,Washington,🥉 Bronze,https://lostgiantscider.com/,https://www.facebook.com/LostGiantsCider,https://www.instagram.com/lostgiantsciderco,https://maps.google.com/?cid=3699889965366654678,https://www.yelp.com/biz/lost-giants-cider-company-bellingham,,https://untappd.com/w/lost-giants-cider-company/395484,Active
