ID,Style,Medal,WID,Medalist,Entry,Place
676,UNLIMITED CIDER AND PERRY,Bronze,899,Tennessee Cider Company,Pineapple,
51,MODERN CIDER – DRY,Bronze,55,Texas Corners Brewing Company,Jonathan,
237,TANNIN FORWARD CIDER – DRY,Silver,55,Texas Corners Brewing Company,Dabinett,
374,FRUIT CIDER – DRY,Silver,55,Texas Corners Brewing Company,Strawberry,
696,ICE CIDER,Bronze,55,Texas Corners Brewing Company,Ice Cider,
717,FORTIFIED CIDER,Silver,622,The Cider Farm,Wisconsin Pommeau,
630,SPECIALTY CIDER & PERRY – SWEET,Bronze,,The Farm In Clarksburg,Lemongrass Rose Hard Cider,
24,MODERN CIDER – DRY,Silver,58,Thornapple Brewing Company,Fruit Ridge,
532,WOOD AGED CIDER,Silver,58,Thornapple Brewing Company,Ba Fruit Ridge,
597,SPECIALTY CIDER & PERRY – SWEET,Silver,58,Thornapple Brewing Company,Ginger Peach,
638,SPECIALTY CIDER & PERRY – SWEET,Bronze,58,Thornapple Brewing Company,Strawberry Cider,
731,SPIRITS,Bronze,58,Thornapple Brewing Company,Apple Brandy,
61,MODERN CIDER – SWEET,Best-in-Class,841,Thornbury Craft Co.,Thornbury Tragically Hip Road Apples Cider,2
62,MODERN CIDER – SWEET,Best-in-Class,841,Thornbury Craft Co.,Thornbury Honeycrisp Apple Cider,3
95,MODERN CIDER – SWEET,Silver,841,Thornbury Craft Co.,Thornbury Premium Apple Cider,
433,FRUIT CIDER – SWEET,Silver,841,Thornbury Craft Co.,Thornbury Cranberry Apple Cider,
434,FRUIT CIDER – SWEET,Silver,841,Thornbury Craft Co.,Thornbury Wildberry Fusion Cider,
615,SPECIALTY CIDER & PERRY – SWEET,Silver,841,Thornbury Craft Co.,Thornbury Rosé Apple Cider,
616,SPECIALTY CIDER & PERRY – SWEET,Silver,841,Thornbury Craft Co.,Thornbury Wild Blueberry Elderflower Apple Cider,
640,SPECIALTY CIDER & PERRY – SWEET,Bronze,841,Thornbury Craft Co.,Thornbury Caramel Apple Cider,
658,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Mango Dragonfruit Lemonade Cider,
659,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Mango Habanero Cider,
660,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Pear Apple Cider,
661,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Raspberry Chocolate Cider,
662,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Spiced Apple Cider,
663,UNLIMITED CIDER AND PERRY,Silver,841,Thornbury Craft Co.,Thornbury Wild Strawberry Lemonade Cider,
678,UNLIMITED CIDER AND PERRY,Bronze,841,Thornbury Craft Co.,Thornbury Blackberry Yuzu Lemonade Cider,
679,UNLIMITED CIDER AND PERRY,Bronze,841,Thornbury Craft Co.,Thornbury Blood Orange Apple Cider,
680,UNLIMITED CIDER AND PERRY,Bronze,841,Thornbury Craft Co.,Thornbury Vanilla Bourbon Apple Cider,
536,WOOD AGED CIDER,Silver,1919,Three Falls Cider,Double Barrel,
22,MODERN CIDER – DRY,Silver,635,Tieton Cider Works,Dry (Apple),
108,MODERN CIDER – SWEET,Bronze,635,Tieton Cider Works,Spiced Pecan,
330,ROSÉ CIDER,Bronze,635,Tieton Cider Works,Lemongrass Rosé,
413,FRUIT CIDER – SWEET,Silver,635,Tieton Cider Works,Huckleberry,
414,FRUIT CIDER – SWEET,Silver,635,Tieton Cider Works,Imperial Magic Berry,
489,BOTANICAL CIDER,Best-in-Class,635,Tieton Cider Works,Lavender Honey,1
622,SPECIALTY CIDER & PERRY – SWEET,Bronze,635,Tieton Cider Works,Bourbon Barrel Peach,
3,MODERN CIDER – DRY,Best-in-Class,59,Townline Ciderworks,Smart Alec,2
63,MODERN CIDER – SWEET,Gold,59,Townline Ciderworks,Alma Mater,
227,HEIRLOOM CIDER – SWEET,Bronze,59,Townline Ciderworks,South Farm Select: Harrison,
398,FRUIT CIDER – SWEET,Gold,59,Townline Ciderworks,South Farm Select: Fresh Strawberry,
477,HOPPED CIDER,Silver,59,Townline Ciderworks,Jaybird,
507,BOTANICAL CIDER,Silver,59,Townline Ciderworks,Kin,
588,SPECIALTY CIDER & PERRY – SWEET,Best-in-Class,59,Townline Ciderworks,Cincinnati Kids,3
196,HEIRLOOM CIDER – DRY,Bronze,644,Treasury Cider,Porter’s Perfection,
220,HEIRLOOM CIDER – SWEET,Bronze,644,Treasury Cider,Anther,
269,TANNIN FORWARD CIDER – DRY,Bronze,644,Treasury Cider,Chestnut Rouge,
369,FRUIT CIDER – DRY,Silver,644,Treasury Cider,Persica,
490,BOTANICAL CIDER,Best-in-Class,644,Treasury Cider,Wild At Heart,2
102,MODERN CIDER – SWEET,Bronze,935,Two Blokes Cider,Hex Press,
301,TANNIN FORWARD CIDER – SWEET,Silver,935,Two Blokes Cider,The Invitation,
332,ROSÉ CIDER,Bronze,935,Two Blokes Cider,Root And Bloom,
375,FRUIT CIDER – DRY,Silver,935,Two Blokes Cider,Sunny Daze,
511,BOTANICAL CIDER,Silver,935,Two Blokes Cider,Open Hand,
531,WOOD AGED CIDER,Silver,935,Two Blokes Cider,Angel’s Share,
572,SPECIALTY CIDER & PERRY – DRY,Silver,935,Two Blokes Cider,Fireside,
644,UNLIMITED CIDER AND PERRY,Best-in-Class,935,Two Blokes Cider,Fall Feels,3
72,MODERN CIDER – SWEET,Silver,932,Two K Farms Cidery & Winery,Dog Days Of Cider,
174,HEIRLOOM CIDER – DRY,Bronze,932,Two K Farms Cidery & Winery,2023 Kingston Black,
175,HEIRLOOM CIDER – DRY,Bronze,932,Two K Farms Cidery & Winery,2023 Old World,
685,ICE CIDER,Silver,932,Two K Farms Cidery & Winery,2022 Golden Russet Ice Cider,
124,HEIRLOOM CIDER – DRY,Silver,1055,Vala’s Orchard Cider Co,2023 Goldrush Dry,
465,FRUIT CIDER – SWEET,Bronze,1055,Vala’s Orchard Cider Co,Witches Brew,
474,HOPPED CIDER,Silver,1055,Vala’s Orchard Cider Co,Hoppy Blueberry,
584,SPECIALTY CIDER & PERRY – DRY,Bronze,1055,Vala’s Orchard Cider Co,Raspberry Rose,
598,SPECIALTY CIDER & PERRY – SWEET,Silver,1055,Vala’s Orchard Cider Co,Ginger Spiced Cranberry,
605,SPECIALTY CIDER & PERRY – SWEET,Silver,1055,Vala’s Orchard Cider Co,Imperial Cherry,
619,SPECIALTY CIDER & PERRY – SWEET,Bronze,1055,Vala’s Orchard Cider Co,Blackberry Rum,
634,SPECIALTY CIDER & PERRY – SWEET,Bronze,1055,Vala’s Orchard Cider Co,Raspberry Rita,
197,HEIRLOOM CIDER – DRY,Bronze,1314,"Valle, Ballina Y Fernández Sa",Sidra El Gaitero Etiqueta Negra,
451,FRUIT CIDER – SWEET,Bronze,1314,"Valle, Ballina Y Fernández Sa",Gaitero Spanish Cider With Red Grape Juice,
562,LOW & NO ALCOHOL CIDER,Bronze,1314,"Valle, Ballina Y Fernández Sa",Sidra El Gaitero 0.0,
691,ICE CIDER,Silver,1314,"Valle, Ballina Y Fernández Sa",Sidra De Hielo 1898,
5,MODERN CIDER – DRY,Gold,62,Vander Mill,Hard Apple,
78,MODERN CIDER – SWEET,Silver,62,Vander Mill,Honeycrisp,
271,TANNIN FORWARD CIDER – DRY,Bronze,62,Vander Mill,Cultivar,
371,FRUIT CIDER – DRY,Silver,62,Vander Mill,Raspberry Heirloom,
409,FRUIT CIDER – SWEET,Silver,62,Vander Mill,Cherry Chuckle,
447,FRUIT CIDER – SWEET,Bronze,62,Vander Mill,Blueberry Heirloom,
524,BOTANICAL CIDER,Bronze,62,Vander Mill,Totally Roasted,
563,LOW & NO ALCOHOL CIDER,Bronze,62,Vander Mill,Sparkling Apple Cherry,
627,SPECIALTY CIDER & PERRY – SWEET,Bronze,62,Vander Mill,Honeycrisp Smacked,
641,SPECIALTY CIDER & PERRY – SWEET,Bronze,62,Vander Mill,Totally Roasted Smacked,
721,SPIRITS,Best-in-Class,62,Vander Mill,Michigan Honeycrisp Vodka,1
724,SPIRITS,Silver,62,Vander Mill,Apple Brandy,
44,MODERN CIDER – DRY,Bronze,3351,Vermont Cider Lab,Bubba,
579,SPECIALTY CIDER & PERRY – DRY,Bronze,3351,Vermont Cider Lab,Cassa Frass,
133,HEIRLOOM CIDER – DRY,Silver,83,Vintage Virginia Apples,Brut D’Albemarle Harrison,
246,TANNIN FORWARD CIDER – DRY,Silver,83,Vintage Virginia Apples,Harrison-Yates-Dabinett,
41,MODERN CIDER – DRY,Silver,1050,Waves Cider Company,Waves Original Cider,
392,FRUIT CIDER – SWEET,Best-in-Class,1050,Waves Cider Company,Waves Strawberry Rose Cider,3
437,FRUIT CIDER – SWEET,Silver,1050,Waves Cider Company,Waves Pineapple Cider,
309,NATURAL CIDER,Silver,,Wine Barrel Aged,Along Came A Cider,
182,HEIRLOOM CIDER – DRY,Bronze,697,Wise Bird Cider Co.,Golden Russet,
184,HEIRLOOM CIDER – DRY,Bronze,697,Wise Bird Cider Co.,Harrison,
666,UNLIMITED CIDER AND PERRY,Bronze,697,Wise Bird Cider Co.,Blackberry Bourbon Barrel Aged Cider,
111,MODERN CIDER – SWEET,Bronze,698,Wölffer Estate Vineyard,Wölffer No. 139 Semi-Sweet Red Cider,
389,FRUIT CIDER – DRY,Bronze,698,Wölffer Estate Vineyard,Wölffer No. 139 Peach Cider,
26,MODERN CIDER – DRY,Silver,664,Woodchuck Cider,Granny Smith,
34,MODERN CIDER – DRY,Silver,664,Woodchuck Cider,Pearsecco,
52,MODERN CIDER – DRY,Bronze,664,Woodchuck Cider,Nature’s Nectar,
96,MODERN CIDER – SWEET,Bronze,664,Woodchuck Cider,Amber,
97,MODERN CIDER – SWEET,Bronze,664,Woodchuck Cider,Big Crush,
105,MODERN CIDER – SWEET,Bronze,664,Woodchuck Cider,Pear,
402,FRUIT CIDER – SWEET,Silver,664,Woodchuck Cider,Bellini,
408,FRUIT CIDER – SWEET,Silver,664,Woodchuck Cider,Cheeky Cherry,
419,FRUIT CIDER – SWEET,Silver,664,Woodchuck Cider,Pineapple,
427,FRUIT CIDER – SWEET,Silver,664,Woodchuck Cider,Slice Of Sun,
438,FRUIT CIDER – SWEET,Silver,664,Woodchuck Cider,Wild Tropics,
445,FRUIT CIDER – SWEET,Bronze,664,Woodchuck Cider,Blueberry,
458,FRUIT CIDER – SWEET,Bronze,664,Woodchuck Cider,Raspberry,
513,BOTANICAL CIDER,Silver,664,Woodchuck Cider,Spiced Apple,
546,WOOD AGED CIDER,Bronze,664,Woodchuck Cider,802 Barrel Aged,
59,MODERN CIDER – DRY,Bronze,3202,Woodfolk Cider,Windy Ridge,
191,HEIRLOOM CIDER – DRY,Bronze,3202,Woodfolk Cider,Little Twig,
