ID,Year,Medal,Place,Medal_Order,WID,Entrant_Original,Entrant,Entrant_2023,Entry,Style,Crosswalk,Crosswalk_Code
3902,2019,🥇 GOLD,,2,10,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Blake's Hard Cider Co.,El Chapo,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4140,2019,🥇 GOLD,,2,2037,Empyrical Orchards and Cider,Empyrical Orchards & Cider,Empyrical Orchards And Cider,Russet Apple Perry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4202,2019,🥇 GOLD,,2,306,Green Bench Mead and Cider,Green Bench Brewing Co.,Green Bench Mead & Cider,I am Brut,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4212,2019,🥇 GOLD,,2,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,PuppetMaster: Whiskey Barrel Vaudevillian,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4341,2019,🥇 GOLD,,2,407,McClure's Orchard/Winery,McClure's Orchard & Winery,McClure's Orchard & Winery,cider mojito,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4505,2019,🥇 GOLD,,2,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Oaked Maple,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3779,2019,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Bad Apple,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3780,2019,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Boysenbarrel,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3813,2019,🥈 SILVER,,3,2580,Angeles Crest Cider,Angeles Crest Cider,Angeles Crest Cider,French Lieutenant's Whore,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3887,2019,🥈 SILVER,,3,127,Big Fish Cider Co,Big Fish Cider Co.,Big Fish Cider Co.,Monterey Maple,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3907,2019,🥈 SILVER,,3,10,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Wild Blueberry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3932,2019,🥈 SILVER,,3,155,Botanist & Barrel,Botanist & Barrel,Botanist & Barrel,Tart Blueberry Cider Aged in Gin Barrel,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4002,2019,🥈 SILVER,,3,195,Cider Hill Cellars,Cider Hill Cellars,Cider Hill Cellars,Rum Barrel Aged Winter,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4035,2019,🥈 SILVER,,3,750,Cidrerie Milton,Cidrerie Milton,Cidrerie Milton,Spartan fût de chêne,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4101,2019,🥈 SILVER,,3,236,Diskin Cider,Diskin Cider,Diskin Cider,BTC,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4145,2019,🥈 SILVER,,3,262,Eris Brewery and Cider House,Eris Brewery & Cider House,Eris Brewery & Cider House,Pele's Pineapple,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4179,2019,🥈 SILVER,,3,276,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Black Oak,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4183,2019,🥈 SILVER,,3,276,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Understory,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4203,2019,🥈 SILVER,,3,306,Green Bench Mead and Cider,Green Bench Brewing Co.,Green Bench Mead & Cider,I am Brut w/ Raspberry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4205,2019,🥈 SILVER,,3,306,Green Bench Mead and Cider,Green Bench Brewing Co.,Green Bench Mead & Cider,Wood-aged Abricot,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4218,2019,🥈 SILVER,,3,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,New England Pantomime,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4292,2019,🥈 SILVER,,3,357,Jefferson County Ciderworks,Jefferson County Ciderworks,Jefferson County Ciderworks,Oaked Sour Cherry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4301,2019,🥈 SILVER,,3,911,Keuka Craft Ciders,Keuka Craft Ciders,Keuka Craft Ciders,Summer Shandy Cider,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4326,2019,🥈 SILVER,,3,389,Liquid Alchemy Ciderworks,Liquid Alchemy Beverages,Liquid Alchemy Ciderworks,Cherry-ots-of-Fire,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4423,2019,🥈 SILVER,,3,491,Potter's Craft Cider,Potter's Craft Cider,Potter's Craft Cider,Cider Nouveau,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4455,2019,🥈 SILVER,,3,1802,Ridge Cider Co.,Ridge Cider Co.,Ridge Cider Co.,Black Cherry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4513,2019,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Red-Wine Barrel Aged Berry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4583,2019,🥈 SILVER,,3,584,Spring Hill Cider Works,Spring Hill Cider Works,Spring Hill Cider Works,Bourbon Barrel Maple,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4613,2019,🥈 SILVER,,3,594,Stoic Cider,Stoic Cider,Stoic Cider,1st Anniversary,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4628,2019,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,"Cherry, Vanilla, Oak",Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4766,2019,🥈 SILVER,,3,661,Urban Tree Hard Cider,Urban Tree Hard Cider,Urban Tree Hard Cider,Black Velvet,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4778,2019,🥈 SILVER,,3,62,Vander Mill,Vander Mill,Vander Mill,Ice Ice Perry,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3822,2019,🥉 BRONZE,,4,87,Angry Orchard,Angry Orchard,Angry Orchard,Maple Wooden Sleeper,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
3948,2019,🥉 BRONZE,,4,170,Bryant's Cider,Bryant's Cider,Bryant's Cider,Ol' Lady,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4044,2019,🥉 BRONZE,,4,199,Citizen Cider,Citizen Cider,Citizen Cider,Tree Tapper,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4100,2019,🥉 BRONZE,,4,235,Diner Brew Co.,Diner Brew Co.,Diner Brew Co.,Zeus' Juice,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4139,2019,🥉 BRONZE,,4,258,Embark Craft Ciderworks,Embark Craft Ciderworks,Embark Craft Ciderworks,Tart Cherry Barrel Aged,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4160,2019,🥉 BRONZE,,4,263,Ethic Ciders,Ethic Ciders,Ethic Ciders,Montage,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4184,2019,🥉 BRONZE,,4,276,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Finnriver Farm and Cidery,Winter Ruby,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4229,2019,🥉 BRONZE,,4,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,PuppetMaster: Banana Foster Rumination,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4289,2019,🥉 BRONZE,,4,354,James Creek Cider House,James Creek Cider House,James Creek Cider House,Stargazer Cider - Solar Flare,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4313,2019,🥉 BRONZE,,4,798,KW Craft Cider,KW Craft Cider,KW Craft Cider,Spiced Oak,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4355,2019,🥉 BRONZE,,4,415,Meriwether Cider Co.,Meriwether Cider Company,Meriwether Cider Company,Into the Woods,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4403,2019,🥉 BRONZE,,4,893,Overgrown Orchard,Overgrown Orchard,Overgrown Orchard,Tilt,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4405,2019,🥉 BRONZE,,4,912,Patriots' Heritage Cider,Patriots' Heritage Cider,Patriots' Heritage Cider,Cidre de la Porte,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4406,2019,🥉 BRONZE,,4,912,Patriots' Heritage Cider,Patriots' Heritage Cider,Patriots' Heritage Cider,Oaky Dody,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4408,2019,🥉 BRONZE,,4,912,Patriots' Heritage Cider,Patriots' Heritage Cider,Patriots' Heritage Cider,Smoky Dody,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4485,2019,🥉 BRONZE,,4,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Maple Bourbon Apricot,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4517,2019,🥉 BRONZE,,4,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Cider Summit Reserve,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4524,2019,🥉 BRONZE,,4,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Wild Ferment Bourbon Cyser,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4571,2019,🥉 BRONZE,,4,1928,Sourwood Cider,Sourwood Cider,Sourwood Cider,Herbaceous,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4575,2019,🥉 BRONZE,,4,577,South City Ciderworks,South City Ciderworks,South City Ciderworks,Oaked Pomegranate,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4683,2019,🥉 BRONZE,,4,632,Threadbare Cider,Threadbare Cider,Threadbare Cider,Phil's Burrow,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4697,2019,🥉 BRONZE,,4,635,Tieton Cider Works,Tieton Cider Works,Tieton Cider Works,Bourbon Peach Cider,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4796,2019,🥉 BRONZE,,4,63,Virtue Cider,Virtue Cider,Virtue Cider,Cherry Mitten,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4798,2019,🥉 BRONZE,,4,63,Virtue Cider,Virtue Cider,Virtue Cider,Maple Mitten,Wood Aged Specialty Cider,Wood Aged Specialty Cider,O
4063,2019,🏆 BEST IN CLASS,1st Place,1,759,Coffin Ridge Boutique Winery,Coffin Ridge Boutique Winery,Coffin Ridge Boutique Winery,Maple Rosemary,Specialty Cider and Perry,Specialty Cider and Perry,P
4688,2019,🏆 BEST IN CLASS,2nd Place,1,635,Tieton Cider Works,Tieton Cider Works,Tieton Cider Works,Lavender Honey Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
4478,2019,🏆 BEST IN CLASS,3rd Place,1,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Bitter Orange Rosemary,Specialty Cider and Perry,Specialty Cider and Perry,P
3769,2019,🥇 GOLD,,2,66,2 Fools Cider,2 Fools Cider,2 Fools Cider,Pinehopple,Specialty Cider and Perry,Specialty Cider and Perry,P
3886,2019,🥇 GOLD,,2,127,Big Fish Cider Co,Big Fish Cider Co.,Big Fish Cider Co.,Honey Ginger,Specialty Cider and Perry,Specialty Cider and Perry,P
3903,2019,🥇 GOLD,,2,10,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Blake's Hard Cider Co.,El Chavo,Specialty Cider and Perry,Specialty Cider and Perry,P
3922,2019,🥇 GOLD,,2,153,Bold Rock Hard Cider,Bold Rock Hard Cider,Bold Rock Hard Cider (Mills River),Pearadise IPA,Specialty Cider and Perry,Specialty Cider and Perry,P
3951,2019,🥇 GOLD,,2,172,Bull City Ciderworks,Bull City Ciderworks,Bull City Ciderworks,Matador,Specialty Cider and Perry,Specialty Cider and Perry,P
3985,2019,🥇 GOLD,,2,188,Champlain Orchards Cidery,Champlain Orchards,Champlain Orchards,Cranberry,Specialty Cider and Perry,Specialty Cider and Perry,P
4031,2019,🥇 GOLD,,2,750,Cidrerie Milton,Cidrerie Milton,Cidrerie Milton,Cidre de feu,Specialty Cider and Perry,Specialty Cider and Perry,P
4068,2019,🥇 GOLD,,2,209,Colorado Cider Company,Colorado Cider Company,Colorado Cider Company,Pome Mel,Specialty Cider and Perry,Specialty Cider and Perry,P
4083,2019,🥇 GOLD,,2,226,Critz Farms,Critz Farms,Critz Farms,Maple Moon,Specialty Cider and Perry,Specialty Cider and Perry,P
4463,2019,🥇 GOLD,,2,521,Riverhead Ciderhouse,Riverhead Ciderhouse,Riverhead Ciderhouse,Blackberry Habanero,Specialty Cider and Perry,Specialty Cider and Perry,P
4475,2019,🥇 GOLD,,2,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Elderberry/Elderflower,Specialty Cider and Perry,Specialty Cider and Perry,P
4476,2019,🥇 GOLD,,2,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Hopped Apricot,Specialty Cider and Perry,Specialty Cider and Perry,P
4588,2019,🥇 GOLD,,2,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Dry Hopped Guava,Specialty Cider and Perry,Specialty Cider and Perry,P
4712,2019,🥇 GOLD,,2,645,Treehorn Cider,Treehorn Cider,Treehorn Cider,Earl of Marietta,Specialty Cider and Perry,Specialty Cider and Perry,P
4783,2019,🥇 GOLD,,2,664,Vermont Cider Company,Vermont Cider Company,Vermont Cider Company,Woodchuck Tank Series Belgian White,Specialty Cider and Perry,Specialty Cider and Perry,P
3757,2019,🥈 SILVER,,3,75,1911 Hard Cider,1911 Established,1911 Established,Full Bloom,Specialty Cider and Perry,Specialty Cider and Perry,P
3789,2019,🥈 SILVER,,3,67,2 Towns Ciderhouse,2 Towns Ciderhouse,2 Towns Ciderhouse,Two Thorns,Specialty Cider and Perry,Specialty Cider and Perry,P
3807,2019,🥈 SILVER,,3,85,Alter Ego Cider,Alter Ego Cider,Alter Ego Cider,Camillia Noir,Specialty Cider and Perry,Specialty Cider and Perry,P
3810,2019,🥈 SILVER,,3,86,"Ambrosia Orchard, Cidery, and Meadery",Ambrosia Orchard,Ambrosia Orchard,Beauregarde,Specialty Cider and Perry,Specialty Cider and Perry,P
3852,2019,🥈 SILVER,,3,101,Ash & Elm Cider Co.,Ash & Elm Cider Company,Ash & Elm Cider Company,Fickle Flame,Specialty Cider and Perry,Specialty Cider and Perry,P
3854,2019,🥈 SILVER,,3,102,Atlanta Hard Cider Company,Atlanta Hard Cider Co.,Atlanta Hard Cider Co.,Honey Bee,Specialty Cider and Perry,Specialty Cider and Perry,P
3862,2019,🥈 SILVER,,3,118,Bauman's Cider Co,Bauman's Cider,Bauman's Cider,Rose' of Pinot Noir,Specialty Cider and Perry,Specialty Cider and Perry,P
3905,2019,🥈 SILVER,,3,10,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Blake's Hard Cider Co.,Grizzly Pear,Specialty Cider and Perry,Specialty Cider and Perry,P
3958,2019,🥈 SILVER,,3,173,Bull Run Cider,Bull Run Cider,Bull Run Cider,Watershed Marionberry,Specialty Cider and Perry,Specialty Cider and Perry,P
3965,2019,🥈 SILVER,,3,1924,C.E.Petch Cidery and Distillery,C.E.Petch Cidery and Distillery,C.E.Petch Cidery and Distillery,Cidre Doux,Specialty Cider and Perry,Specialty Cider and Perry,P
3980,2019,🥈 SILVER,,3,738,Chain Yard Urban Cidery,Chain Yard Urban Cidery,Chain Yard Urban Cidery,Ginxberry,Specialty Cider and Perry,Specialty Cider and Perry,P
3987,2019,🥈 SILVER,,3,188,Champlain Orchards Cidery,Champlain Orchards,Champlain Orchards,Mac & Maple,Specialty Cider and Perry,Specialty Cider and Perry,P
3991,2019,🥈 SILVER,,3,194,Cider Creek Hard Cider,Cider Creek Hard Cider,Cider Creek Hard Cider,Dreams of Charlotte Series 1,Specialty Cider and Perry,Specialty Cider and Perry,P
4039,2019,🥈 SILVER,,3,753,Cidrerie Verger Bilodeau,Cidrerie Verger Bilodeau,Cidrerie Verger Bilodeau,Petit Bonheur,Specialty Cider and Perry,Specialty Cider and Perry,P
4041,2019,🥈 SILVER,,3,199,Citizen Cider,Citizen Cider,Citizen Cider,Big Juicy,Specialty Cider and Perry,Specialty Cider and Perry,P
4120,2019,🥈 SILVER,,3,255,Eden Specialty Ciders,Eden Ciders,Eden Specialty Ciders,Guinevere's Pearls,Specialty Cider and Perry,Specialty Cider and Perry,P
4152,2019,🥈 SILVER,,3,784,Ernest Cider Co.,Ernest Cider,Ernest Cider,Ernest Cider Dry,Specialty Cider and Perry,Specialty Cider and Perry,P
4153,2019,🥈 SILVER,,3,784,Ernest Cider Co.,Ernest Cider,Ernest Cider,Impeachmint,Specialty Cider and Perry,Specialty Cider and Perry,P
3890,2019,🥈 SILVER,,3,2005,Black Creek Cider,Ferme Black Creek,Ferme Black Creek,Black Creek - Hint of Maple,Specialty Cider and Perry,Specialty Cider and Perry,P
4178,2019,🥈 SILVER,,3,21,Fieldstone Hard Cider Co.,Fieldstone Hard Cider Co.,Fieldstone Hard Cider Co.,Strawberry Basil,Specialty Cider and Perry,Specialty Cider and Perry,P
4213,2019,🥈 SILVER,,3,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,Berliner,Specialty Cider and Perry,Specialty Cider and Perry,P
4216,2019,🥈 SILVER,,3,312,Gypsy Circus Cider Company,Gypsy Circus,Gypsy Circus,Mango Lassi,Specialty Cider and Perry,Specialty Cider and Perry,P
4087,2019,🥈 SILVER,,3,897,Dave & Dani Craft Cider,Liquid Art Winery,Dave & Dani Craft Cider,Cranberry Hopped,Specialty Cider and Perry,Specialty Cider and Perry,P
4329,2019,🥈 SILVER,,3,391,Locust Cider,Locust Cider,Locust Cider,Honey Pear,Specialty Cider and Perry,Specialty Cider and Perry,P
4338,2019,🥈 SILVER,,3,1026,Lost Valley Cider Co.,Lost Valley Cider Co.,Lost Valley Cider Co.,Currant Affair,Specialty Cider and Perry,Specialty Cider and Perry,P
4350,2019,🥈 SILVER,,3,415,Meriwether Cider Co.,Meriwether Cider Company,Meriwether Cider Company,Apricot Sage,Specialty Cider and Perry,Specialty Cider and Perry,P
4352,2019,🥈 SILVER,,3,415,Meriwether Cider Co.,Meriwether Cider Company,Meriwether Cider Company,Cherry Thyme Bomb,Specialty Cider and Perry,Specialty Cider and Perry,P
4385,2019,🥈 SILVER,,3,1757,Odd Brothers Craft Cider,Odd Brothers Craft Cider,Odd Brothers Craft Cider,Funky Monk-y,Specialty Cider and Perry,Specialty Cider and Perry,P
4386,2019,🥈 SILVER,,3,1757,Odd Brothers Craft Cider,Odd Brothers Craft Cider,Odd Brothers Craft Cider,Key Lime Sky,Specialty Cider and Perry,Specialty Cider and Perry,P
3913,2019,🥈 SILVER,,3,729,Blue Moon Estate Winery and Cider Worx,Raven's Moon Craft Cider,Blue Moon Winery & Ciderworx,Ravens Moon Dry Hopped Plum,Specialty Cider and Perry,Specialty Cider and Perry,P
4479,2019,🥈 SILVER,,3,827,Salt Spring Wild Cider,Salt Spring Wild Cider,Salt Spring Wild Cider,Black Currant Akvavit,Specialty Cider and Perry,Specialty Cider and Perry,P
4507,2019,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Apricot Oolong,Specialty Cider and Perry,Specialty Cider and Perry,P
4512,2019,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Olympic Honey,Specialty Cider and Perry,Specialty Cider and Perry,P
4516,2019,🥈 SILVER,,3,553,Seattle Cider Company,Seattle Cider Company,Seattle Cider Company,Yerba Mate,Specialty Cider and Perry,Specialty Cider and Perry,P
4557,2019,🥈 SILVER,,3,566,Sly Clyde Ciderworks,Sly Clyde Ciderworks,Sly Clyde Ciderworks,Cut & Run,Specialty Cider and Perry,Specialty Cider and Perry,P
4582,2019,🥈 SILVER,,3,582,spoke+spy ciderworks,Spoke + Spy Ciderworks,Spoke + Spy Ciderworks,tepache mode,Specialty Cider and Perry,Specialty Cider and Perry,P
4591,2019,🥈 SILVER,,3,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Blackberry Botanical Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
4592,2019,🥈 SILVER,,3,587,St. Vrain Cidery,St. Vrain Cidery,St. Vrain Cidery,Cardamom Chokeberry Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
4603,2019,🥈 SILVER,,3,592,Stem Ciders,Stem Ciders,Stem Ciders,A Salted Cucumber,Specialty Cider and Perry,Specialty Cider and Perry,P
4605,2019,🥈 SILVER,,3,592,Stem Ciders,Stem Ciders,Stem Ciders,Sour Tart Cherry,Specialty Cider and Perry,Specialty Cider and Perry,P
4633,2019,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,Pineapple Hop,Specialty Cider and Perry,Specialty Cider and Perry,P
4634,2019,🥈 SILVER,,3,612,Swift Cider,Swift Cider,Swift Cider,Pinot Rose,Specialty Cider and Perry,Specialty Cider and Perry,P
4663,2019,🥈 SILVER,,3,58,Thornapple Brewing Company,Thornapple Brewing Company,Thornapple Brewing Company,Ramblers Bane,Specialty Cider and Perry,Specialty Cider and Perry,P
4665,2019,🥈 SILVER,,3,58,Thornapple Brewing Company,Thornapple Brewing Company,Thornapple Brewing Company,Sriracha Sayonara,Specialty Cider and Perry,Specialty Cider and Perry,P
4668,2019,🥈 SILVER,,3,841,Thornbury Craft Cider House,Thornbury Craft Co.,Thornbury Cider House,Rosé Apple Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
4669,2019,🥈 SILVER,,3,841,Thornbury Craft Cider House,Thornbury Craft Co.,Thornbury Cider House,Wild Blueberry Elderflower Apple Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
4702,2019,🥈 SILVER,,3,59,Townline Ciderworks,Townline Ciderworks,Townline Ciderworks,Sandra Dee,Specialty Cider and Perry,Specialty Cider and Perry,P
4714,2019,🥈 SILVER,,3,645,Treehorn Cider,Treehorn Cider,Treehorn Cider,Forest Moon,Specialty Cider and Perry,Specialty Cider and Perry,P
4734,2019,🥈 SILVER,,3,932,Two K Farms,Two K Farms,Two K Farms,Colonnade,Specialty Cider and Perry,Specialty Cider and Perry,P
4776,2019,🥈 SILVER,,3,62,Vander Mill,Vander Mill,Vander Mill,Ginger Peach,Specialty Cider and Perry,Specialty Cider and Perry,P
4787,2019,🥈 SILVER,,3,664,Vermont Cider Company,Vermont Cider Company,Vermont Cider Company,Woodchuck Bubbly Rosé,Specialty Cider and Perry,Specialty Cider and Perry,P
4812,2019,🥈 SILVER,,3,1915,Windswept Cider,Windswept Orchard Cider,Windswept Orchard Cider,Perennial,Specialty Cider and Perry,Specialty Cider and Perry,P
3765,2019,🥉 BRONZE,,4,75,1911 Hard Cider,1911 Established,1911 Established,Honey Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
3766,2019,🥉 BRONZE,,4,75,1911 Hard Cider,1911 Established,1911 Established,Honeycrisp Wine,Specialty Cider and Perry,Specialty Cider and Perry,P
3768,2019,🥉 BRONZE,,4,75,1911 Hard Cider,1911 Established,1911 Established,Rose Cider,Specialty Cider and Perry,Specialty Cider and Perry,P
3793,2019,🥉 BRONZE,,4,1849,3 Keys,3 Keys Brewing,3 Keys Brewing,Peach Flower,Specialty Cider and Perry,Specialty Cider and Perry,P
3800,2019,🥉 BRONZE,,4,69,5 Penny Hard Cider,5 Penny Hard Cider,5 Penny Hard Cider,Lost Reception,Specialty Cider and Perry,Specialty Cider and Perry,P
3809,2019,🥉 BRONZE,,4,85,Alter Ego Cider,Alter Ego Cider,Alter Ego Cider,Color Blind Rosé,Specialty Cider and Perry,Specialty Cider and Perry,P
3836,2019,🥉 BRONZE,,4,93,Apple Valley Cider Company,Apple Valley Cider Company,Apple Valley Cider Company,Peach,Specialty Cider and Perry,Specialty Cider and Perry,P
3841,2019,🥉 BRONZE,,4,1914,Appleholic Cider Company,Appleholic Cider Company,Appleholic Cider Company,Oolonging for More Citra,Specialty Cider and Perry,Specialty Cider and Perry,P
3864,2019,🥉 BRONZE,,4,118,Bauman's Cider Co,Bauman's Cider,Bauman's Cider,Guava Grapefruit & Pink Peppercorn,Specialty Cider and Perry,Specialty Cider and Perry,P
3877,2019,🥉 BRONZE,,4,124,Bent Ladder,Bent Ladder,Bent Ladder,Mulled Cranberry,Specialty Cider and Perry,Specialty Cider and Perry,P
3900,2019,🥉 BRONZE,,4,142,Blackman Cider Co.,Blackman Cider Co.,Blackman Cider Co.,Spitzenburg & Quince,Specialty Cider and Perry,Specialty Cider and Perry,P
3901,2019,🥉 BRONZE,,4,142,Blackman Cider Co.,Blackman Cider Co.,Blackman Cider Co.,Spitzenburg & Saperavi,Specialty Cider and Perry,Specialty Cider and Perry,P
3949,2019,🥉 BRONZE,,4,170,Bryant's Cider,Bryant's Cider,Bryant's Cider,Red Eye,Specialty Cider and Perry,Specialty Cider and Perry,P
3956,2019,🥉 BRONZE,,4,172,Bull City Ciderworks,Bull City Ciderworks,Bull City Ciderworks,Goosberry Galaxy,Specialty Cider and Perry,Specialty Cider and Perry,P
3972,2019,🥉 BRONZE,,4,185,Castle Hill Cider,Castle Hill Cider,Castle Hill Cider,Big Pippin Ginger Hopped,Specialty Cider and Perry,Specialty Cider and Perry,P
3973,2019,🥉 BRONZE,,4,185,Castle Hill Cider,Castle Hill Cider,Castle Hill Cider,Big Pippin Prickly Pear,Specialty Cider and Perry,Specialty Cider and Perry,P
3977,2019,🥉 BRONZE,,4,1403,Celtic Marches,Celtic Marches,Celtic Marches,Toffy Dora,Specialty Cider and Perry,Specialty Cider and Perry,P
3984,2019,🥉 BRONZE,,4,738,Chain Yard Urban Cidery,Chain Yard Urban Cidery,Chain Yard Urban Cidery,Rhubee Cyser,Specialty Cider and Perry,Specialty Cider and Perry,P
4007,2019,🥉 BRONZE,,4,1804,Cider House of Wisconsin,Cider House of Wisconsin,Cider House of Wisconsin,Cardinal Rule,Specialty Cider and Perry,Specialty Cider and Perry,P
4040,2019,🥉 BRONZE,,4,753,Cidrerie Verger Bilodeau,Cidrerie Verger Bilodeau,Cidrerie Verger Bilodeau,Effervescent,Specialty Cider and Perry,Specialty Cider and Perry,P
4057,2019,🥉 BRONZE,,4,2595,Coastliner Craft Cider,Coastliner Craft Cider,Coastliner Craft Cider,Castaway,Specialty Cider and Perry,Specialty Cider and Perry,P
4070,2019,🥉 BRONZE,,4,209,Colorado Cider Company,Colorado Cider Company,Colorado Cider Company,PearZarro,Specialty Cider and Perry,Specialty Cider and Perry,P
4073,2019,🥉 BRONZE,,4,221,Courthouse Creek Cider,Courthouse Creek Cider,Courthouse Creek Cider,Blackberry Lavender,Specialty Cider and Perry,Specialty Cider and Perry,P
4099,2019,🥉 BRONZE,,4,235,Diner Brew Co.,Diner Brew Co.,Diner Brew Co.,Bisou Miso,Specialty Cider and Perry,Specialty Cider and Perry,P
4126,2019,🥉 BRONZE,,4,257,Elk Horn Brewery,Elk Horn Brewery & Ciderhouse,Elk Horn Brewery & Ciderhouse,Grape Perry,Specialty Cider and Perry,Specialty Cider and Perry,P
4136,2019,🥉 BRONZE,,4,258,Embark Craft Ciderworks,Embark Craft Ciderworks,Embark Craft Ciderworks,Dreamcicle - Tropics,Specialty Cider and Perry,Specialty Cider and Perry,P
