Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
2017,Townline Ciderworks,0,0,3,1,4
2017,Urban Tree Hard Cider,0,0,3,1,4
2017,Ash & Elm Cider Company,0,0,2,2,4
2017,Coteau Rougemont,0,0,2,2,4
2017,Empire Cider Company,0,0,2,2,4
2017,Forgotten Ciders,0,0,2,2,4
2017,Left Foot Charley,0,0,2,2,4
2017,Liberty Ciderworks,0,0,2,2,4
2017,Mawby Vineyards,0,0,2,2,4
2017,Painted Turtle Hard Cider,0,0,2,2,4
2017,Revel Cider Company,0,0,2,2,4
2017,Suttons Bay Ciders,0,0,2,2,4
2017,Swilled Dog Hard Cider,0,0,2,2,4
2017,Brooklyn Cider House,0,0,1,3,4
2017,Cidrerie McKeown,0,0,1,3,4
2017,GoodRoad Ciderworks,0,0,1,3,4
2017,Le Flanc Nord Verger & Cidrerie,0,0,1,3,4
2017,Wild Hare Cider,0,0,1,3,4
2017,Cellarmen's,0,0,0,4,4
2017,James Creek Cider House,0,0,0,4,4
2017,Meraki Cider,0,0,0,4,4
2017,Dunkertons Cider and Perry,2,0,1,0,3
2017,Le Père Jules,2,0,1,0,3
2017,Snow Capped Cider,2,0,1,0,3
2017,Sidra Trabanco,1,2,0,0,3
2017,Finnriver Farm and Cidery,1,1,0,1,3
2017,BlackBird Cider Works,1,0,2,0,3
2017,Avid Cider,1,0,1,1,3
2017,Toboggan Brewing Co.,1,0,1,1,3
2017,Elk Horn Brewery & Ciderhouse,1,0,0,2,3
2017,Descendant Cider Company,0,1,2,0,3
2017,Shiny Apple Cider,0,1,2,0,3
2017,Blake's Hard Cider Co.,0,1,1,1,3
2017,Hawk Knob,0,1,1,1,3
2017,Hazlitt 1852 Cider Crafters,0,1,1,1,3
2017,Montana CiderWorks,0,1,1,1,3
2017,Sapsucker Farms Yellow Belly Cidery,0,1,1,1,3
2017,Thornbury Cider House,0,1,0,2,3
2017,ANXO Cider,0,0,3,0,3
2017,Scenic Road Cider Co.,0,0,3,0,3
2017,Big Fish Cider Co.,0,0,2,1,3
2017,County Cider Company,0,0,2,1,3
2017,Distillery Lane Ciderworks,0,0,2,1,3
2017,Fieldstone Hard Cider Co.,0,0,2,1,3
2017,Incline Cider Company,0,0,2,1,3
2017,KW Craft Cider,0,0,2,1,3
2017,Restoration Cider,0,0,2,1,3
2017,Santa Cruz Cider Co.,0,0,2,1,3
2017,Vander Mill,0,0,2,1,3
2017,Big Hill Ciderworks,0,0,1,2,3
2017,Buskey Cider,0,0,1,2,3
2017,Cambium Cider Co,0,0,1,2,3
2017,Heartwood Farm & Cidery,0,0,1,2,3
2017,Portland Cider Company,0,0,1,2,3
2017,Sidra Mayador,0,0,1,2,3
2017,Sonoma Cider,0,0,1,2,3
2017,Square Mile Cider,0,0,1,2,3
2017,Dragon's Head Cider,2,0,0,0,2
2017,Maiden Rock Winery & Cidery,2,0,0,0,2
2017,Sierra Cider,1,0,1,0,2
2017,Blue Toad Hard Cider,1,0,0,1,2
2017,Forbidden Cider Co.,0,1,1,0,2
2017,Champlain Orchards,0,1,0,1,2
2017,Gary Awdey,0,1,0,1,2
2017,Methow Valley Ciderhouse,0,1,0,1,2
2017,St. Vrain Cidery,0,1,0,1,2
2017,Apple Outlaw,0,0,2,0,2
2017,Castle Hill Cider,0,0,2,0,2
2017,Cider Brothers,0,0,2,0,2
2017,Cidrerie Verger Bilodeau,0,0,2,0,2
2017,Ernest Cider,0,0,2,0,2
2017,Farmhaus Cider Co.,0,0,2,0,2
2017,Rootstock Ciderworks,0,0,2,0,2
2017,Acme Cider Co.,0,0,1,1,2
2017,AeppelTreow Winery & Distillery,0,0,1,1,2
2017,Albemarle CiderWorks,0,0,1,1,2
2017,B. Nektar,0,0,1,1,2
2017,Banter's Hard Cider,0,0,1,1,2
2017,Beaver Valley Orchard & Cidery,0,0,1,1,2
2017,Bereziartua,0,0,1,1,2
2017,Cidre de Rhuys,0,0,1,1,2
2017,Deep Roots Hard Cider,0,0,1,1,2
2017,Falconer Vineyards,0,0,1,1,2
2017,Ferme de la Sapinière,0,0,1,1,2
2017,Humboldt Cider Company,0,0,1,1,2
2017,Lassen Traditional Cider,0,0,1,1,2
2017,Mill Bridge Winery,0,0,1,1,2
2017,Nomad Cidery,0,0,1,1,2
2017,Patriots' Heritage Cider,0,0,1,1,2
2017,Puddicombe Estate Farm,0,0,1,1,2
2017,Rhinegeist Brewery,0,0,1,1,2
2017,Ridge Cider Co.,0,0,1,1,2
2017,Tractor Brewing Company,0,0,1,1,2
2017,Twisted Hills Craft Cider,0,0,1,1,2
2017,White Winter Winery,0,0,1,1,2
2017,Windswept Orchard Cider,0,0,1,1,2
2017,45 North Vineyard & Winery,0,0,0,2,2
2017,Bonnieheath Estate Winery,0,0,0,2,2
2017,Bull Run Cider,0,0,0,2,2
2017,Clear Fork Cider,0,0,0,2,2
2017,Island Orchard Cider,0,0,0,2,2
2017,Leaky Barrel Cider Company,0,0,0,2,2
2017,Northville Winery and Brewing Company,0,0,0,2,2
2017,Platform Beer Company,0,0,0,2,2
2017,Spirit Tree Estate Cidery,0,0,0,2,2
2017,Spring Hill Cider Works,0,0,0,2,2
2017,Teal Cider,0,0,0,2,2
2017,Tulip Valley Vineyard & Orchard,0,0,0,2,2
2017,Urban Forage Winery & Cider House,0,0,0,2,2
2017,Adams Cider Company,1,0,0,0,1
2017,Les Vergers de Kermao,1,0,0,0,1
2017,Sidra Fanjul,1,0,0,0,1
2017,Sidra Riestra,1,0,0,0,1
2017,26 Acre Craft Cider Company,0,1,0,0,1
2017,Headwater Cider,0,1,0,0,1
2017,Alpenfire Cider,0,0,1,0,1
2017,Big Belly Ciderworks,0,0,1,0,1
2017,Brix Cider,0,0,1,0,1
2017,Carolina Distillery,0,0,1,0,1
2017,Cidre Le Brun,0,0,1,0,1
2017,Coastliner Craft Cider,0,0,1,0,1
2017,EdenVale Wines,0,0,1,0,1
2017,Ela Cider Co.,0,0,1,0,1
2017,Fabbioli Cellars,0,0,1,0,1
2017,Garage D'or Ciders,0,0,1,0,1
2017,Kaneb Orchards,0,0,1,0,1
2017,Nashi Orchards,0,0,1,0,1
2017,Prototype Hard Cider,0,0,1,0,1
2017,Runcible Cider,0,0,1,0,1
2017,Sietsema Orchards,0,0,1,0,1
2017,SoCal CiderWorks,0,0,1,0,1
2017,Texas Corners Brewing Company,0,0,1,0,1
2017,Thornborough Cider,0,0,1,0,1
2017,Verger Belliveau Orchard,0,0,1,0,1
2017,Windy Hill Orchard & Cidery,0,0,1,0,1
2017,Andrew Peller Limited,0,0,0,1,1
2017,Barrika,0,0,0,1,1
2017,Bauman's Cider,0,0,0,1,1
2017,Bier Distillery,0,0,0,1,1
2017,Cherry Creek Cellars,0,0,0,1,1
2017,Cidrerie de Menez-Brug,0,0,0,1,1
2017,City Orchard,0,0,0,1,1
2017,Cold Hollow Cider Mill,0,0,0,1,1
2017,Cotswold Cider Company,0,0,0,1,1
2017,Ferro Farms,0,0,0,1,1
2017,Flint City Hard Cider Co.,0,0,0,1,1
2017,Grand Illusion Hard Cider,0,0,0,1,1
2017,Griffin Cider Works,0,0,0,1,1
2017,Himachal,0,0,0,1,1
2017,Ironwood Hard Cider,0,0,0,1,1
2017,JK's Farmhouse Ciders,0,0,0,1,1
2017,Kuura Cider,0,0,0,1,1
2017,Newton Court Cider,0,0,0,1,1
2017,Northern Natural Winery,0,0,0,1,1
2017,Renaissance Orchards,0,0,0,1,1
2017,Robinette Cellars,0,0,0,1,1
2017,Seasons Cider,0,0,0,1,1
2017,Sidra Viuda de Angelón,0,0,0,1,1
2017,St. Julian Winery,0,0,0,1,1
2017,Stowe Cider,0,0,0,1,1
2017,Sulker's Cider,0,0,0,1,1
2017,Ten Towers Cider Co.,0,0,0,1,1
2017,The Great Canadian Cider Company,0,0,0,1,1
2017,The Infinite Monkey Theorem,0,0,0,1,1
2017,Thornapple Brewing Company,0,0,0,1,1
2017,Top of the Rock Ciders,0,0,0,1,1
2017,Ugly Apple,0,0,0,1,1
2017,Uncommon Cider Co.,0,0,0,1,1
2017,Windfall Orchard,0,0,0,1,1
2017,Woodbox Cider Co.,0,0,0,1,1
2017,Working Hands Fermentation,0,0,0,1,1
2016,2 Towns Ciderhouse,0,1,8,9,18
2016,Angry Orchard,0,0,6,10,16
2016,Uncle John's,1,0,7,6,14
2016,Wandering Aengus Ciderworks,0,2,5,2,9
2016,Seattle Cider Company,0,2,1,6,9
2016,1911 Established,0,1,5,3,9
2016,Cidrerie du Minot,0,0,6,3,9
2016,Starcut Ciders,0,0,5,4,9
2016,Crispin Cider Company,0,0,4,5,9
2016,Sonoma Cider,0,0,3,6,9
2016,Stem Ciders,0,0,3,6,9
2016,West Avenue Cider,2,2,2,2,8
2016,Bold Rock Hard Cider (Mills River),0,0,6,2,8
2016,Cidrerie Milton,1,1,3,2,7
2016,Snowdrift Cider Co.,1,1,3,2,7
2016,Sea Cider Farm & Ciderhouse,0,3,2,2,7
2016,Arsenal Cider House,0,2,3,1,6
2016,Coteau Rougemont,0,2,2,2,6
2016,Twin Pines Orchards & Cider House,0,2,0,4,6
2016,Bee Well Mead & Cider,0,1,3,2,6
2016,St. Ambrose Cellars,0,0,3,3,6
2016,Texas Keeper Cider,0,0,3,3,6
2016,Island Orchard Cider,0,0,2,4,6
2016,Shiny Apple Cider,0,0,1,5,6
2016,Blake's Hard Cider Co.,0,0,0,6,6
2016,Eden Specialty Ciders,1,2,1,1,5
2016,Embark Craft Ciderworks,0,2,0,3,5
2016,Ciderboys,0,1,2,2,5
2016,Finnriver Farm and Cidery,0,1,2,2,5
2016,Humboldt Cider Company,0,1,2,2,5
2016,Rootstock Ciderworks,0,1,1,3,5
2016,Vander Mill,0,1,1,3,5
2016,Cidrerie Entre Pierre & Terre,0,0,4,1,5
2016,Slake Cider,0,0,3,2,5
2016,Windy Hill Orchard & Cidery,0,0,3,2,5
2016,AeppelTreow Winery & Distillery,0,0,2,3,5
2016,BlackBird Cider Works,0,0,2,3,5
2016,Locust Cider,0,0,2,3,5
2016,Stormalong Cider,0,0,2,3,5
2016,Northville Winery and Brewing Company,0,0,1,4,5
2016,Big Fish Cider Co.,1,1,1,1,4
2016,Le Père Jules,1,0,3,0,4
2016,Albemarle CiderWorks,0,1,1,2,4
2016,Nashi Orchards,0,1,1,2,4
2016,Beaver Valley Orchard & Cidery,0,1,0,3,4
2016,KW Craft Cider,0,0,4,0,4
2016,Cellarmen's,0,0,3,1,4
2016,County Cider Company,0,0,3,1,4
2016,Left Foot Charley,0,0,3,1,4
2016,Cider Creek Hard Cider,0,0,2,2,4
2016,Critz Farms,0,0,2,2,4
2016,Forgotten Ciders,0,0,2,2,4
2016,Milk & Honey Ciders,0,0,2,2,4
2016,Sidra Trabanco,0,0,2,2,4
2016,Virtue Cider,0,0,2,2,4
2016,45 North Vineyard & Winery,0,0,1,3,4
2016,Bishops Orchards Winery,0,0,1,3,4
2016,Hardscrabble Cider,0,0,1,3,4
2016,Pommies Cider Co.,0,0,1,3,4
2016,Star Cider,0,0,1,3,4
2016,Vermont Cider Company,0,0,1,3,4
2016,Bulwark Cider,0,0,0,4,4
2016,Portland Cider Company,0,0,0,4,4
2016,Red Rover Craft Cider,0,0,0,4,4
2016,Swift Cider,0,2,0,1,3
2016,Big B's Hard Cider,0,1,2,0,3
2016,Bereziartua,0,1,1,1,3
2016,Montana CiderWorks,0,1,1,1,3
2016,Liberty Ciderworks,0,1,0,2,3
2016,Spirit Tree Estate Cidery,0,1,0,2,3
2016,Castle Hill Cider,0,0,3,0,3
2016,Champlain Orchards,0,0,3,0,3
2016,Citizen Cider,0,0,3,0,3
2016,Neige,0,0,3,0,3
2016,Santa Sidra Hard Cider,0,0,3,0,3
2016,ShipBuilders Cider,0,0,3,0,3
2016,Sidra Viuda de Angelón,0,0,3,0,3
2016,Whetstone CiderWorks,0,0,3,0,3
2016,Brickworks Ciderhouse,0,0,2,1,3
2016,Brooklyn Cider House,0,0,2,1,3
2016,Colorado Cider Company,0,0,2,1,3
2016,Common Cider Company,0,0,2,1,3
2016,Left Field Cider Co.,0,0,2,1,3
2016,Oliver's Cider and Perry,0,0,2,1,3
2016,Tandem Ciders,0,0,2,1,3
2016,Toboggan Brewing Co.,0,0,2,1,3
2016,Twisted Hills Craft Cider,0,0,2,1,3
2016,Big Hill Ciderworks,0,0,1,2,3
2016,Bull Run Cider,0,0,1,2,3
2016,Ferme de la Sapinière,0,0,1,2,3
2016,Hogan's Cider,0,0,1,2,3
2016,Kaneb Orchards,0,0,1,2,3
2016,Meckley's Cidery,0,0,1,2,3
2016,Ridge Cider Co.,0,0,1,2,3
2016,Schilling Cider,0,0,1,2,3
2016,Tieton Cider Works,0,0,1,2,3
2016,Urban Tree Hard Cider,0,0,1,2,3
2016,Westcott Bay Cider,0,0,1,2,3
2016,Wyndridge Farm Cidery,0,0,1,2,3
2016,Cider Riot!,0,0,0,3,3
2016,Noble Cider,0,0,0,3,3
2016,Northern Natural Winery,0,0,0,3,3
2016,Spicer's Winery,0,0,0,3,3
2016,Sidra Mayador,1,1,0,0,2
2016,Cidrerie Daufresne,1,0,1,0,2
2016,Square Mile Cider,1,0,0,1,2
2016,Bel Lago Winery,0,1,1,0,2
2016,Ricker Hill,0,1,1,0,2
2016,Reverend Nat's Hard Cider,0,1,0,1,2
2016,Windfall Orchard,0,1,0,1,2
2016,Boyden Valley Winery & Spirits,0,0,2,0,2
2016,Descendant Cider Company,0,0,2,0,2
2016,Hazlitt 1852 Cider Crafters,0,0,2,0,2
2016,Le Flanc Nord Verger & Cidrerie,0,0,2,0,2
2016,101 Cider House,0,0,1,1,2
2016,ANXO Cider,0,0,1,1,2
2016,Branch Out Cider,0,0,1,1,2
2016,Cambium Cider Co,0,0,1,1,2
2016,Cigar City Cider & Mead,0,0,1,1,2
2016,Distillery Lane Ciderworks,0,0,1,1,2
2016,Flatbed Cider Co.,0,0,1,1,2
2016,Gary Awdey,0,0,1,1,2
2016,Hawk Knob,0,0,1,1,2
2016,Kings Highway Fine Cider,0,0,1,1,2
2016,Manoir de Grandouet,0,0,1,1,2
2016,Mountain West Cider Company,0,0,1,1,2
2016,Newton Court Cider,0,0,1,1,2
2016,Number 12 Cider,0,0,1,1,2
2016,Robinette Cellars,0,0,1,1,2
2016,Rossbach Cider,0,0,1,1,2
2016,Sidra Riestra,0,0,1,1,2
2016,St. Vrain Cidery,0,0,1,1,2
2016,Westside CiderWerks,0,0,1,1,2
2016,^5 Cider,0,0,0,2,2
2016,Bauman's Cider,0,0,0,2,2
2016,C Squared Ciders,0,0,0,2,2
2016,Gnarly Grove Hard Cider,0,0,0,2,2
2016,James Creek Cider House,0,0,0,2,2
2016,Revel Cider Company,0,0,0,2,2
2016,WildCraft Cider Works,0,0,0,2,2
2016,Winery at Black Star Farms,0,0,0,2,2
2016,Talisman Farm Cidery,1,0,0,0,1
2016,California Cider Company,0,1,0,0,1
2016,Domaine du Verger,0,1,0,0,1
2016,Mawby Vineyards,0,1,0,0,1
2016,Renaissance Orchards,0,1,0,0,1
2016,Val de Rance,0,1,0,0,1
2016,Apple Hill Cidery,0,0,1,0,1
2016,bigLITTLE Wines,0,0,1,0,1
2016,Cidrerie de Menez-Brug,0,0,1,0,1
2016,Clos de la Fontaine Hugo,0,0,1,0,1
2016,Cold Hollow Cider Mill,0,0,1,0,1
2016,Domaine de Normandie,0,0,1,0,1
2016,Ela Cider Co.,0,0,1,0,1
2016,Ferro Farms,0,0,1,0,1
2016,Headwater Cider,0,0,1,0,1
2016,Rogue Ales & Spirits,0,0,1,0,1
2016,Sidra Fanjul,0,0,1,0,1
2016,Thornbury Cider House,0,0,1,0,1
2016,Tulip Valley Vineyard & Orchard,0,0,1,0,1
2016,Wards Cider,0,0,1,0,1
2016,Woodbox Cider Co.,0,0,1,0,1
2016,Wyndfall Cyder,0,0,1,0,1
2016,Acme Cider Co.,0,0,0,1,1
2016,Arktos Meadery,0,0,0,1,1
2016,Big Belly Ciderworks,0,0,0,1,1
2016,Blueberry Hill Estates,0,0,0,1,1
2016,Cherry Creek Cellars,0,0,0,1,1
2016,Cider Brothers,0,0,0,1,1
2016,Cidre Le Brun,0,0,0,1,1
2016,Deep Roots Hard Cider,0,0,0,1,1
2016,Domaine de Kervéguen,0,0,0,1,1
2016,F.H. Prager,0,0,0,1,1
2016,Familia Soroa,0,0,0,1,1
2016,Farmhaus Cider Co.,0,0,0,1,1
2016,Flint City Hard Cider Co.,0,0,0,1,1
2016,Himachal,0,0,0,1,1
2016,Ironwood Hard Cider,0,0,0,1,1
2016,Minneapolis Cider Company,0,0,0,1,1
2016,Pux Cider,0,0,0,1,1
2016,Rebel Seed Cidery,0,0,0,1,1
2016,Sietsema Orchards,0,0,0,1,1
2016,The Infinite Monkey Theorem,0,0,0,1,1
2016,Top of the Rock Ciders,0,0,0,1,1
2016,Txopinondo,0,0,0,1,1
2016,Wild Hare Cider,0,0,0,1,1
2015,2 Towns Ciderhouse,0,0,7,14,21
2015,Uncle John's,0,0,9,5,14
2015,Sea Cider Farm & Ciderhouse,0,2,4,4,10
2015,Starcut Ciders,0,0,2,8,10
2015,Island Orchard Cider,0,1,7,0,8
2015,Seattle Cider Company,0,0,4,4,8
2015,Angry Orchard,0,0,2,6,8
2015,Eden Specialty Ciders,1,0,5,1,7
2015,Northville Winery and Brewing Company,0,1,2,4,7
2015,Big B's Hard Cider,0,0,2,5,7
2015,Cider Creek Hard Cider,0,0,0,7,7
2015,Cider Brothers,0,1,1,4,6
2015,1911 Established,0,0,3,3,6
2015,Virtue Cider,0,0,3,3,6
2015,West Avenue Cider,0,0,3,3,6
2015,Reverend Nat's Hard Cider,0,0,2,4,6
2015,Finnriver Farm and Cidery,0,0,0,6,6
2015,Liberty Ciderworks,1,0,4,0,5
2015,Snowdrift Cider Co.,1,0,3,1,5
2015,Wandering Aengus Ciderworks,0,3,1,1,5
2015,Rootstock Ciderworks,0,1,2,2,5
2015,Oliver's Cider and Perry,0,1,1,3,5
2015,Sietsema Orchards,0,1,0,4,5
2015,Cidrerie Milton,0,0,4,1,5
2015,Sonoma Cider,0,0,3,2,5
2015,BlackBird Cider Works,0,0,2,3,5
2015,Tieton Cider Works,0,0,2,3,5
2015,Windy Hill Orchard & Cidery,0,0,2,3,5
2015,Common Cider Company,0,0,1,4,5
2015,Forgotten Ciders,0,0,1,4,5
2015,Apple Outlaw,0,0,0,5,5
2015,Bishops Orchards Winery,0,0,0,5,5
2015,California Cider Company,0,1,2,1,4
2015,Sidra Viuda de Angelón,0,1,2,1,4
2015,Distillery Lane Ciderworks,0,1,0,3,4
2015,Stem Ciders,0,0,4,0,4
2015,Colorado Cider Company,0,0,2,2,4
2015,Ferme de la Sapinière,0,0,2,2,4
2015,Texas Keeper Cider,0,0,2,2,4
2015,AeppelTreow Winery & Distillery,0,0,1,3,4
2015,Ciderboys,0,0,1,3,4
2015,Frecon's Cidery,0,0,1,3,4
2015,Maeloc,0,0,1,3,4
2015,Meckley's Cidery,0,0,1,3,4
2015,Sidra Trabanco,0,0,1,3,4
2015,Foxcraft Hard Cider,0,0,0,4,4
2015,Twin Pines Orchards & Cider House,0,0,0,4,4
2015,Winery at Black Star Farms,0,0,0,4,4
2015,Blake's Hard Cider Co.,0,1,1,1,3
2015,Beaver Valley Orchard & Cidery,0,1,0,2,3
2015,Cider Riot!,0,0,3,0,3
2015,Tandem Ciders,0,0,3,0,3
2015,Embark Craft Ciderworks,0,0,2,1,3
2015,Maiden Rock Winery & Cidery,0,0,2,1,3
2015,Pommies Cider Co.,0,0,2,1,3
2015,Spirit Tree Estate Cidery,0,0,2,1,3
2015,Worley's Cider,0,0,2,1,3
2015,Descendant Cider Company,0,0,1,2,3
2015,Hogan's Cider,0,0,1,2,3
2015,Kaneb Orchards,0,0,1,2,3
2015,Montana CiderWorks,0,0,1,2,3
2015,St. Julian Winery,0,0,1,2,3
2015,Humboldt Cider Company,0,0,0,3,3
2015,Left Foot Charley,0,0,0,3,3
2015,Robinette Cellars,0,0,0,3,3
2015,Cidrerie Entre Pierre & Terre,1,0,1,0,2
2015,Westcott Bay Cider,1,0,1,0,2
2015,Castle Hill Cider,0,0,2,0,2
2015,Devoto Orchards Cider,0,0,2,0,2
2015,Original Sin Cider,0,0,2,0,2
2015,Sidra Riestra,0,0,2,0,2
2015,Cascadia Ciderworkers United,0,0,1,1,2
2015,Cherry Creek Cellars,0,0,1,1,2
2015,Methow Valley Ciderhouse,0,0,1,1,2
2015,Nine Pin Cider,0,0,1,1,2
2015,Santa Sidra Hard Cider,0,0,1,1,2
2015,Sheppy's Cider,0,0,1,1,2
2015,Square Mile Cider,0,0,1,1,2
2015,Vander Mill,0,0,1,1,2
2015,Vermont Cider Company,0,0,1,1,2
2015,Whitewood Cider Co.,0,0,1,1,2
2015,Farmhaus Cider Co.,0,0,0,2,2
2015,Portland Cider Company,0,0,0,2,2
2015,Puddicombe Estate Farm,0,0,0,2,2
2015,ShipBuilders Cider,0,0,0,2,2
2015,Spicer's Winery,0,0,0,2,2
2015,Wild Cider,0,0,0,2,2
2015,Bereziartua,0,1,0,0,1
2015,Le Flanc Nord Verger & Cidrerie,0,1,0,0,1
2015,Old Hill Cider,0,1,0,0,1
2015,Bel Lago Winery,0,0,1,0,1
2015,Branch Out Cider,0,0,1,0,1
2015,KW Craft Cider,0,0,1,0,1
2015,Mcintosh Cellars,0,0,1,0,1
2015,Sidra Fanjul,0,0,1,0,1
2015,Sidrería Irigoien Herrero,0,0,1,0,1
2015,St. Ambrose Cellars,0,0,1,0,1
2015,Stormalong Cider,0,0,1,0,1
2015,Whetstone CiderWorks,0,0,1,0,1
2015,Wyndfall Cyder,0,0,1,0,1
2015,Bull Run Cider,0,0,0,1,1
2015,Cambium Cider Co,0,0,0,1,1
2015,Cider House of Wisconsin,0,0,0,1,1
2015,Craigies Cider,0,0,0,1,1
2015,Dan Kelly's Cider,0,0,0,1,1
2015,Duntroon Cyder House,0,0,0,1,1
2015,Golden State Cider,0,0,0,1,1
2015,Green Bird Cellars,0,0,0,1,1
2015,Headwater Cider,0,0,0,1,1
2015,Hoity Toity Cellars,0,0,0,1,1
2015,Left Field Cider Co.,0,0,0,1,1
2015,Longueville House,0,0,0,1,1
2015,Neige,0,0,0,1,1
2015,Northern Natural Winery,0,0,0,1,1
2015,Orpens Cider,0,0,0,1,1
2015,Revel Cider Company,0,0,0,1,1
2015,Rossbach Cider,0,0,0,1,1
2015,Santa Fe Cider Works,0,0,0,1,1
2015,Thistly Cross Cider,0,0,0,1,1
2015,Thornbury Cider House,0,0,0,1,1
2015,Three Brothers Wineries & Estates,0,0,0,1,1
2015,Troy Cider,0,0,0,1,1
2015,Verger Belliveau Orchard,0,0,0,1,1
2014,2 Towns Ciderhouse,0,3,9,7,19
2014,Vermont Cider Company,0,1,4,6,11
2014,Uncle John's,0,1,5,3,9
2014,AeppelTreow Winery & Distillery,0,0,4,5,9
2014,Wandering Aengus Ciderworks,0,1,2,5,8
2014,Le Père Jules,0,2,3,1,6
2014,Bishops Orchards Winery,0,1,1,4,6
2014,Angry Orchard,0,1,0,5,6
2014,Tandem Ciders,0,0,5,1,6
2014,McClure's Orchard & Winery,0,0,1,5,6
2014,Colorado Cider Company,1,1,1,2,5
2014,Twin Pines Orchards & Cider House,1,1,1,2,5
2014,Snowdrift Cider Co.,0,1,3,1,5
2014,West Avenue Cider,0,1,3,1,5
2014,Sietsema Orchards,0,0,3,2,5
2014,Blue Bee Cider,0,0,2,3,5
2014,Cidrerie Milton,0,0,2,3,5
2014,Eden Specialty Ciders,1,1,0,2,4
2014,Virtue Cider,0,2,0,2,4
2014,Windy Hill Orchard & Cidery,0,1,3,0,4
2014,Weidmann & Groh,0,1,2,1,4
2014,Alpenfire Cider,0,1,1,2,4
2014,Distillery Lane Ciderworks,0,1,1,2,4
2014,Finnriver Farm and Cidery,0,1,1,2,4
2014,Reverend Nat's Hard Cider,0,1,1,2,4
2014,Vander Mill,0,1,1,2,4
2014,Avid Cider,0,0,2,2,4
2014,Bull Run Cider,0,0,2,2,4
2014,Ciderboys,0,0,2,2,4
2014,Westcott Bay Cider,0,0,2,2,4
2014,Meckley's Cidery,0,0,1,3,4
2014,Northville Winery and Brewing Company,0,0,1,3,4
2014,Wild Cider,0,0,1,3,4
2014,Hogan's Cider,1,1,1,0,3
2014,Northern Natural Winery,0,2,1,0,3
2014,Devoto Orchards Cider,0,1,1,1,3
2014,Slake Cider,0,1,1,1,3
2014,Liberty Ciderworks,0,1,0,2,3
2014,BlackBird Cider Works,0,0,3,0,3
2014,Methow Valley Ciderhouse,0,0,3,0,3
2014,Sea Cider Farm & Ciderhouse,0,0,3,0,3
2014,Whitewood Cider Co.,0,0,3,0,3
2014,Portland Cider Company,0,0,2,1,3
2014,Robinette Cellars,0,0,2,1,3
2014,Sheppy's Cider,0,0,2,1,3
2014,Sidra Trabanco,0,0,2,1,3
2014,Tideview Cider,0,0,2,1,3
2014,Albemarle CiderWorks,0,0,1,2,3
2014,Apple Knocker Hard Cider,0,0,1,2,3
2014,Domaine Duclos Fougeray,0,0,1,2,3
2014,Eaglemount Wine & Cider,0,0,1,2,3
2014,Old Hill Cider,0,0,1,2,3
2014,Redbyrd Orchard Cider,0,0,1,2,3
2014,Armagh Cider Company,0,0,0,3,3
2014,Castle Hill Cider,0,0,0,3,3
2014,Small Acres Cyder,0,0,0,3,3
2014,Boyden Valley Winery & Spirits,0,0,2,0,2
2014,Big B's Hard Cider,0,0,1,1,2
2014,Carolina Distillery,0,0,1,1,2
2014,Cider House of Wisconsin,0,0,1,1,2
2014,Ferme de la Sapinière,0,0,1,1,2
2014,Forbidden Cider Co.,0,0,1,1,2
2014,Pommies Cider Co.,0,0,1,1,2
2014,Spicer's Winery,0,0,1,1,2
2014,Stem Ciders,0,0,1,1,2
2014,Blake's Hard Cider Co.,0,0,0,2,2
2014,Frecon's Cidery,0,0,0,2,2
2014,Domaine de Kervéguen,0,1,0,0,1
2014,Hoity Toity Cellars,0,1,0,0,1
2014,The Infinite Monkey Theorem,0,1,0,0,1
2014,Thornbury Cider House,0,1,0,0,1
2014,3Cs Cider,0,0,1,0,1
2014,Cidrerie Entre Pierre & Terre,0,0,1,0,1
2014,Clos de la Fontaine Hugo,0,0,1,0,1
2014,Dickens Cider,0,0,1,0,1
2014,Maiden Rock Winery & Cidery,0,0,1,0,1
2014,Montana CiderWorks,0,0,1,0,1
2014,Oliver's Cider and Perry,0,0,1,0,1
2014,Spirit Tree Estate Cidery,0,0,1,0,1
2014,Txopinondo,0,0,1,0,1
2014,White Winter Winery,0,0,1,0,1
2014,Adams Cider Company,0,0,0,1,1
2014,Apfelweinkontor,0,0,0,1,1
2014,Beaver Valley Orchard & Cidery,0,0,0,1,1
2014,Big Hill Ciderworks,0,0,0,1,1
2014,Branch Out Cider,0,0,0,1,1
2014,Green Bird Cellars,0,0,0,1,1
2014,JK's Farmhouse Ciders,0,0,0,1,1
2014,Nine Pin Cider,0,0,0,1,1
2014,Orpens Cider,0,0,0,1,1
2014,Sanctuary Spirits,0,0,0,1,1
2014,Sully's Cider House,0,0,0,1,1
2014,The Cider Farm,0,0,0,1,1
2014,The Cider Mill Slane,0,0,0,1,1
2014,The Hills Cider Company,0,0,0,1,1
2014,Tieton Cider Works,0,0,0,1,1
2014,Vines & Rushes Winery,0,0,0,1,1
2014,Zapiain,0,0,0,1,1
2013,Uncle John's,0,2,4,8,14
2013,2 Towns Ciderhouse,0,2,6,4,12
2013,Crispin Cider Company,0,0,3,5,8
2013,Meckley's Cidery,0,0,1,7,8
2013,Tandem Ciders,0,1,5,1,7
2013,Wandering Aengus Ciderworks,1,1,3,1,6
