Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Bier Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/bier-distillery/"">Bier Distillery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/bier-distillery/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Blindwood Cider,"<a href=""https://ciderguide.com/glintcap/medalists/blindwood-cider/"">Blindwood Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/blindwood-cider/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Cidrerie de Menez-Brug,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-de-menez-brug/"">Cidrerie de Menez-Brug</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/cidrerie-de-menez-brug/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Coastliner Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/coastliner-craft-cider/"">Coastliner Craft Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/coastliner-craft-cider/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Hard Way Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/hard-way-cider-co/"">Hard Way Cider Co.</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/hard-way-cider-co/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Prototype Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/prototype-hard-cider/"">Prototype Hard Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/prototype-hard-cider/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Red Door Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/red-door-brewing-company/"">Red Door Brewing Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/red-door-brewing-company/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Red Rover Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/"">Red Rover Craft Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/red-rover-craft-cider/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",The New Frontier Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/the-new-frontier-cider-company/"">The New Frontier Cider Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/the-new-frontier-cider-company/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Verger Belliveau Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/"">Verger Belliveau Orchard</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/verger-belliveau-orchard/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Walkerville City Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/walkerville-city-cidery/"">Walkerville City Cidery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/walkerville-city-cidery/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Westview Orchards & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/westview-orchards-winery/"">Westview Orchards & Winery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/westview-orchards-winery/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Wild Hare Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wild-hare-cider/"">Wild Hare Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/wild-hare-cider/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",XO Alambic,"<a href=""https://ciderguide.com/glintcap/medalists/xo-alambic/"">XO Alambic</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/xo-alambic/
2019,"<a href=""https://ciderguide.com/glintcap/years/2019-results/"">2019</a>",Zapiain,"<a href=""https://ciderguide.com/glintcap/medalists/zapiain/"">Zapiain</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/zapiain/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",2 Towns Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",0,1,12,13,26,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Seattle Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",1,2,9,10,22,https://ciderguide.com/glintcap/medalists/seattle-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Kings Highway Fine Cider,"<a href=""https://ciderguide.com/glintcap/medalists/kings-highway-fine-cider/"">Kings Highway Fine Cider</a>",0,2,9,9,20,https://ciderguide.com/glintcap/medalists/kings-highway-fine-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Angry Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",0,1,10,9,20,https://ciderguide.com/glintcap/medalists/angry-orchard/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Haykin Family Cider,"<a href=""https://ciderguide.com/glintcap/medalists/haykin-family-cider/"">Haykin Family Cider</a>",2,1,10,3,16,https://ciderguide.com/glintcap/medalists/haykin-family-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",3,0,5,3,11,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Virtue Cider,"<a href=""https://ciderguide.com/glintcap/medalists/virtue-cider/"">Virtue Cider</a>",0,0,8,3,11,https://ciderguide.com/glintcap/medalists/virtue-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",3,0,3,4,10,https://ciderguide.com/glintcap/medalists/uncle-johns/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Arsenal Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/arsenal-cider-house/"">Arsenal Cider House</a>",1,2,3,4,10,https://ciderguide.com/glintcap/medalists/arsenal-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie du Minot,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",1,1,4,4,10,https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Twin Pines Orchards & Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",1,0,3,6,10,https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brickworks Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/brickworks-ciderhouse/"">Brickworks Ciderhouse</a>",0,1,3,6,10,https://ciderguide.com/glintcap/medalists/brickworks-ciderhouse/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Salt Spring Wild Cider,"<a href=""https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/"">Salt Spring Wild Cider</a>",0,1,7,1,9,https://ciderguide.com/glintcap/medalists/salt-spring-wild-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cider Creek Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/"">Cider Creek Hard Cider</a>",0,1,3,5,9,https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",St. Vrain Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/st-vrain-cidery/"">St. Vrain Cidery</a>",0,0,3,6,9,https://ciderguide.com/glintcap/medalists/st-vrain-cidery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Black Diamond Cider,"<a href=""https://ciderguide.com/glintcap/medalists/black-diamond-cider/"">Black Diamond Cider</a>",2,2,3,1,8,https://ciderguide.com/glintcap/medalists/black-diamond-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bull City Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/"">Bull City Ciderworks</a>",2,2,2,2,8,https://ciderguide.com/glintcap/medalists/bull-city-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tandem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",0,2,2,4,8,https://ciderguide.com/glintcap/medalists/tandem-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Vander Mill,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",0,0,6,2,8,https://ciderguide.com/glintcap/medalists/vander-mill/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Appleholic Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/appleholic-cider-company/"">Appleholic Cider Company</a>",0,0,3,5,8,https://ciderguide.com/glintcap/medalists/appleholic-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Western Cider,"<a href=""https://ciderguide.com/glintcap/medalists/western-cider/"">Western Cider</a>",0,0,2,6,8,https://ciderguide.com/glintcap/medalists/western-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",2,0,5,0,7,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Twisted Hills Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/"">Twisted Hills Craft Cider</a>",2,0,4,1,7,https://ciderguide.com/glintcap/medalists/twisted-hills-craft-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",1,1,4,1,7,https://ciderguide.com/glintcap/medalists/eden-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sea Cider Farm & Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",1,1,3,2,7,https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bold Rock Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",0,0,6,1,7,https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Dragon's Head Cider,"<a href=""https://ciderguide.com/glintcap/medalists/dragons-head-cider/"">Dragon's Head Cider</a>",0,0,4,3,7,https://ciderguide.com/glintcap/medalists/dragons-head-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ernest Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ernest-cider/"">Ernest Cider</a>",0,0,4,3,7,https://ciderguide.com/glintcap/medalists/ernest-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Starcut Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/starcut-ciders/"">Starcut Ciders</a>",0,0,4,3,7,https://ciderguide.com/glintcap/medalists/starcut-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Tieton Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",0,0,3,4,7,https://ciderguide.com/glintcap/medalists/tieton-cider-works/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Red Clay Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/red-clay-ciderworks/"">Red Clay Ciderworks</a>",0,0,2,5,7,https://ciderguide.com/glintcap/medalists/red-clay-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ferme de Romilly,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-romilly/"">Ferme de Romilly</a>",4,1,0,1,6,https://ciderguide.com/glintcap/medalists/ferme-de-romilly/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Gowan's Heirloom Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/"">Gowan's Heirloom Ciders</a>",2,0,3,1,6,https://ciderguide.com/glintcap/medalists/gowans-heirloom-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Meriwether Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/meriwether-cider-company/"">Meriwether Cider Company</a>",2,0,2,2,6,https://ciderguide.com/glintcap/medalists/meriwether-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Oliver's Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",1,0,2,3,6,https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Stem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",1,0,2,3,6,https://ciderguide.com/glintcap/medalists/stem-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Windswept Orchard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/windswept-orchard-cider/"">Windswept Orchard Cider</a>",0,1,3,2,6,https://ciderguide.com/glintcap/medalists/windswept-orchard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",GoodRoad Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/goodroad-ciderworks/"">GoodRoad Ciderworks</a>",0,1,2,3,6,https://ciderguide.com/glintcap/medalists/goodroad-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Sidra El Gaitero,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/"">Sidra El Gaitero</a>",0,1,2,3,6,https://ciderguide.com/glintcap/medalists/sidra-el-gaitero/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Townline Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/townline-ciderworks/"">Townline Ciderworks</a>",0,1,2,3,6,https://ciderguide.com/glintcap/medalists/townline-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ciderboys,"<a href=""https://ciderguide.com/glintcap/medalists/ciderboys/"">Ciderboys</a>",0,1,0,5,6,https://ciderguide.com/glintcap/medalists/ciderboys/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Cambium Cider Co,"<a href=""https://ciderguide.com/glintcap/medalists/cambium-cider-co/"">Cambium Cider Co</a>",0,0,5,1,6,https://ciderguide.com/glintcap/medalists/cambium-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big B's Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",0,0,4,2,6,https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Colorado Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",0,0,4,2,6,https://ciderguide.com/glintcap/medalists/colorado-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hawk Knob,"<a href=""https://ciderguide.com/glintcap/medalists/hawk-knob/"">Hawk Knob</a>",0,0,4,2,6,https://ciderguide.com/glintcap/medalists/hawk-knob/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blake's Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",0,0,2,4,6,https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Celtic Marches,"<a href=""https://ciderguide.com/glintcap/medalists/celtic-marches/"">Celtic Marches</a>",0,0,2,4,6,https://ciderguide.com/glintcap/medalists/celtic-marches/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Snow Capped Cider,"<a href=""https://ciderguide.com/glintcap/medalists/snow-capped-cider/"">Snow Capped Cider</a>",0,0,2,4,6,https://ciderguide.com/glintcap/medalists/snow-capped-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Threadbare Cider,"<a href=""https://ciderguide.com/glintcap/medalists/threadbare-cider/"">Threadbare Cider</a>",0,0,2,4,6,https://ciderguide.com/glintcap/medalists/threadbare-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",C Squared Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/c-squared-ciders/"">C Squared Ciders</a>",2,0,2,1,5,https://ciderguide.com/glintcap/medalists/c-squared-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Grey & Gold Cider,"<a href=""https://ciderguide.com/glintcap/medalists/grey-gold-cider/"">Grey & Gold Cider</a>",1,1,1,2,5,https://ciderguide.com/glintcap/medalists/grey-gold-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Citizen Cider,"<a href=""https://ciderguide.com/glintcap/medalists/citizen-cider/"">Citizen Cider</a>",1,0,2,2,5,https://ciderguide.com/glintcap/medalists/citizen-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",1,0,2,2,5,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Ardiel Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/ardiel-cider-house/"">Ardiel Cider House</a>",0,1,2,2,5,https://ciderguide.com/glintcap/medalists/ardiel-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",California Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/california-cider-company/"">California Cider Company</a>",0,1,0,4,5,https://ciderguide.com/glintcap/medalists/california-cider-company/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",West Avenue Cider,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",0,1,0,4,5,https://ciderguide.com/glintcap/medalists/west-avenue-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Left Foot Charley,"<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",0,0,5,0,5,https://ciderguide.com/glintcap/medalists/left-foot-charley/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",James Creek Cider House,"<a href=""https://ciderguide.com/glintcap/medalists/james-creek-cider-house/"">James Creek Cider House</a>",0,0,4,1,5,https://ciderguide.com/glintcap/medalists/james-creek-cider-house/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Swift Cider,"<a href=""https://ciderguide.com/glintcap/medalists/swift-cider/"">Swift Cider</a>",0,0,4,1,5,https://ciderguide.com/glintcap/medalists/swift-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Locust Cider,"<a href=""https://ciderguide.com/glintcap/medalists/locust-cider/"">Locust Cider</a>",0,0,3,2,5,https://ciderguide.com/glintcap/medalists/locust-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",The Cider Farm,"<a href=""https://ciderguide.com/glintcap/medalists/the-cider-farm/"">The Cider Farm</a>",0,0,3,2,5,https://ciderguide.com/glintcap/medalists/the-cider-farm/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",ANXO Cider,"<a href=""https://ciderguide.com/glintcap/medalists/anxo-cider/"">ANXO Cider</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/anxo-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Brix Cider,"<a href=""https://ciderguide.com/glintcap/medalists/brix-cider/"">Brix Cider</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/brix-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Embark Craft Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Forgotten Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/forgotten-ciders/"">Forgotten Ciders</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/forgotten-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Teal Cider,"<a href=""https://ciderguide.com/glintcap/medalists/teal-cider/"">Teal Cider</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/teal-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Nomad Cider,"<a href=""https://ciderguide.com/glintcap/medalists/nomad-cider/"">Nomad Cider</a>",0,0,1,4,5,https://ciderguide.com/glintcap/medalists/nomad-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Raven's Moon Craft Cider,"<a href=""https://ciderguide.com/glintcap/medalists/ravens-moon-craft-cider/"">Raven's Moon Craft Cider</a>",0,0,1,4,5,https://ciderguide.com/glintcap/medalists/ravens-moon-craft-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Runcible Cider,"<a href=""https://ciderguide.com/glintcap/medalists/runcible-cider/"">Runcible Cider</a>",0,0,1,4,5,https://ciderguide.com/glintcap/medalists/runcible-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Old Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/old-hill-cider/"">Old Hill Cider</a>",0,0,0,5,5,https://ciderguide.com/glintcap/medalists/old-hill-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Patriots' Heritage Cider,"<a href=""https://ciderguide.com/glintcap/medalists/patriots-heritage-cider/"">Patriots' Heritage Cider</a>",0,0,0,5,5,https://ciderguide.com/glintcap/medalists/patriots-heritage-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",AeppelTreow Winery & Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",2,0,0,2,4,https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",1,0,3,0,4,https://ciderguide.com/glintcap/medalists/hogans-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Bauman's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/baumans-cider/"">Bauman's Cider</a>",1,0,2,1,4,https://ciderguide.com/glintcap/medalists/baumans-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",1,0,1,2,4,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Suttons Bay Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/"">Suttons Bay Ciders</a>",1,0,1,2,4,https://ciderguide.com/glintcap/medalists/suttons-bay-ciders/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Slake Cider,"<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",0,4,0,0,4,https://ciderguide.com/glintcap/medalists/slake-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Montana CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",0,2,2,0,4,https://ciderguide.com/glintcap/medalists/montana-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Treehorn Cider,"<a href=""https://ciderguide.com/glintcap/medalists/treehorn-cider/"">Treehorn Cider</a>",0,1,3,0,4,https://ciderguide.com/glintcap/medalists/treehorn-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Door Peninsula Winery,"<a href=""https://ciderguide.com/glintcap/medalists/door-peninsula-winery/"">Door Peninsula Winery</a>",0,1,1,2,4,https://ciderguide.com/glintcap/medalists/door-peninsula-winery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Blue Toad Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/blue-toad-hard-cider/"">Blue Toad Hard Cider</a>",0,1,0,3,4,https://ciderguide.com/glintcap/medalists/blue-toad-hard-cider/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Liberty Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",0,1,0,3,4,https://ciderguide.com/glintcap/medalists/liberty-ciderworks/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Pommies Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",0,1,0,3,4,https://ciderguide.com/glintcap/medalists/pommies-cider-co/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",45 North Vineyard & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/45-north-vineyard-winery/"">45 North Vineyard & Winery</a>",0,0,4,0,4,https://ciderguide.com/glintcap/medalists/45-north-vineyard-winery/
2018,"<a href=""https://ciderguide.com/glintcap/years/2018-results/"">2018</a>",Big Hill Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/big-hill-ciderworks/"">Big Hill Ciderworks</a>",0,0,4,0,4,https://ciderguide.com/glintcap/medalists/big-hill-ciderworks/
