Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Stone Circle Cider,0,0,3,3,6,2018,2021,2,https://ciderguide.com/stone-circle-cider/,http://stonecirclecider.com/,https://www.facebook.com/StoneCircleCider,https://www.instagram.com/stonecirclecider,https://maps.google.com/?cid=6649334225519073300,Oregon,United States,Active,45.27771,-122.284894,stone-circle-cider
Talbott's Cider Company,0,0,3,3,6,2018,2021,2,https://ciderguide.com/talbotts-cider-company/,http://talbottsciderco.com/,https://www.facebook.com/talbottsciderco,https://www.instagram.com/talbottsciderco/,https://maps.google.com/?cid=11602953526890800348,Colorado,United States,Active,39.097123,-108.349759,talbotts-cider-company
Redbyrd Orchard Cider,0,0,3,3,6,2013,2014,2,https://ciderguide.com/redbyrd-orchard-cider/,https://redbyrdorchardcider.com/,https://www.facebook.com/RedbyrdOrchardCider/,https://www.instagram.com/redbyrdcider/,https://maps.google.com/?cid=10591381775381095701,New York,United States,Active,42.500194,-76.639118,redbyrd-orchard-cider
OK Cider Co,0,0,3,3,6,2022,2022,1,https://ciderguide.com/ok-cider-co/,https://okciderco.com/,https://www.facebook.com/okciderco/,https://www.instagram.com/okciderco,https://maps.google.com/?cid=14630301903407867537,Oklahoma,United States,Active,35.4670261,-97.5247456,ok-cider-co
Liquid Art Winery,0,0,3,3,6,2019,2019,1,https://ciderguide.com/liquid-art-winery/,https://www.liquidartwinery.com/,https://www.facebook.com/liquidartwinery,https://www.instagram.com/liquidartwinery/,https://maps.google.com/?cid=9096837132350645027,Kansas,United States,Active,39.1924003,-96.6778549,liquid-art-winery
Cider House of Wisconsin,0,0,2,4,6,2014,2019,3,https://ciderguide.com/cider-house-of-wisconsin/,,,,,Wisconsin,United States,Inactive,42.982849,-89.329972,cider-house-of-wisconsin
St. Julian Winery,0,0,2,4,6,2015,2019,3,https://ciderguide.com/st-julian-winery/,http://www.stjulian.com/,https://www.facebook.com/StJulianWinery,https://www.instagram.com/stjulianwinery/,https://maps.google.com/?cid=2249622530303383968,Michigan,United States,Active,42.212252,-85.891725,st-julian-winery
Kekionga Craft Company,0,0,2,4,6,2018,2019,2,https://ciderguide.com/kekionga-craft-company/,http://kekiongaciderco.com/,https://www.facebook.com/kekiongacraftcompany,https://www.instagram.com/kekiongacraftcompany/,https://maps.google.com/?cid=6397238888360308523,Indiana,United States,Active,41.098914,-85.044471,kekionga-craft-company
Sourwood Cider,0,0,2,4,6,2018,2019,2,https://ciderguide.com/sourwood-cider/,https://www.sourwoodcider.com/,,https://www.instagram.com/sourwoodcider/,,Nova Scotia,Canada,Active,44.6395722,-63.6644932,sourwood-cider
Nomad Cidery,0,0,2,4,6,2017,2018,2,https://ciderguide.com/nomad-cidery/,,,,,Michigan,United States,Inactive,44.772385,-85.4418419,nomad-cidery
Tall Ship Craft Cider / Fjordfolk Mikrobryggeri,0,0,2,4,6,2021,2021,1,https://ciderguide.com/tall-ship-craft-cider-fjordfolk-mikrobryggeri/,https://www.fjordfolkbrygg.no/,https://www.facebook.com/fjordfolkbrygg/,https://www.instagram.com/fjordfolk_mikrobryggeri/,https://maps.google.com/?cid=13187877260143472555,Vestfold og Telemark,Norway,Active,59.1213376,10.231588,tall-ship-craft-cider-fjordfolk-mikrobryggeri
Cherry Creek Cellars,0,0,1,5,6,2007,2018,5,https://ciderguide.com/cherry-creek-cellars/,http://www.cherrycreekwine.com/,https://www.facebook.com/cherrycreekcellars,https://www.instagram.com/cherrycreekcellars/,https://maps.google.com/?cid=5214593983043043226,Michigan,United States,Active,42.265117,-84.648542,cherry-creek-cellars
Wild Hare Cider,0,0,1,5,6,2016,2019,3,https://ciderguide.com/wild-hare-cider/,http://wildharecider.com/,https://www.facebook.com/wildharecider,https://www.instagram.com/wildharecider/,https://maps.google.com/?cid=8734946051812732441,Virginia,United States,Active,39.110623,-77.833609,wild-hare-cider
Kristof Farms,1,1,2,1,5,2022,2023,2,https://ciderguide.com/kristof-farms/,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,Oregon,United States,Active,45.3833849,-123.153384,kristof-farms
Bridgehouse Cider,1,1,2,1,5,2021,2022,2,https://ciderguide.com/bridgehouse-cider/,https://bridgehousefarms.com/,https://www.facebook.com/profile.php?id=100076282114592,https://www.instagram.com/bridgehouse_cider/,https://www.google.com/maps?cid=8619503909723634336,Iowa,United States,Active,41.712213,-90.471923,bridgehouse-cider
Two Broads Ciderworks,1,1,2,1,5,2021,2021,1,https://ciderguide.com/two-broads-ciderworks/,https://twobroadscider.com/,https://www.facebook.com/twobroadscider/,https://www.instagram.com/twobroadscider/,https://maps.google.com/?cid=14445203383659538831,California,United States,Active,35.259662,-120.644957,two-broads-ciderworks
Beach Bee Meadery,1,1,1,2,5,2023,2023,1,https://ciderguide.com/beach-bee-meadery/,https://www.beachbeemeadery.com/,https://www.facebook.com/beachbeemeadery/,https://www.instagram.com/beachbeemeadery/,https://maps.google.com/?cid=3925888969412189535,New Jersey,United States,Active,40.3090937,-73.98298,beach-bee-meadery
Millionaires' Row Cider Co.,1,0,4,0,5,2022,2022,1,https://ciderguide.com/millionaires-row-cider-co/,https://www.millionairesrowcider.com/,https://www.facebook.com/MillionairesRowCider/,https://www.instagram.com/millionairesrowcider/,https://maps.google.com/?cid=2781064722158334299,British Columbia,Canada,Active,49.5904464,-119.7078094,millionaires-row-cider-co
Cornish Cider Company,1,0,2,2,5,2019,2023,3,https://ciderguide.com/cornish-cider-company/,https://cornishcidercompany.com/,https://www.facebook.com/cornishcidercompany,https://www.instagram.com/cornishciderco/,https://maps.google.com/?cid=14136144647123342644,Maine,United States,Active,43.7971541,-70.7995635,cornish-cider-company
Floribunda,1,0,1,3,5,2022,2023,2,https://ciderguide.com/floribunda/,https://www.floribunda.it/,,https://www.instagram.com/floribundacider/,https://maps.google.com/?cid=14548393953505771229,South Tyrol,Italy,Active,46.2431813,11.2153676,floribunda
2 Fools Cider,0,2,1,2,5,2019,2021,2,https://ciderguide.com/2-fools-cider/,,,,,Illinois,United States,Inactive,41.775847,-88.188785,2-fools-cider
Hoity Toity Cellars,0,2,0,3,5,2012,2015,4,https://ciderguide.com/hoity-toity-cellars/,,,,,Ontario,Canada,Inactive,44.093675,-81.143186,hoity-toity-cellars
Ten Towers Cider Co.,0,1,2,2,5,2017,2019,2,https://ciderguide.com/ten-towers-cider-co/,,https://www.facebook.com/tentowerscider/,https://www.instagram.com/tentowerscider/,https://maps.google.com/?cid=3422835309115536155,Oregon,United States,Active,44.9263204,-123.2291874,ten-towers-cider-co
Diner Brew Co.,0,1,2,2,5,2019,2019,1,https://ciderguide.com/diner-brew-co/,,,,,New York,United States,Inactive,40.908354,-73.849259,diner-brew-co
South City Ciderworks,0,1,2,2,5,2019,2019,1,https://ciderguide.com/south-city-ciderworks/,,,,,California,United States,Inactive,37.639936,-122.412129,south-city-ciderworks
Ardiel Cider House,0,1,2,2,5,2018,2018,1,https://ciderguide.com/ardiel-cider-house/,http://www.ardielciderhouse.ca/,https://www.facebook.com/ardielciderhouse,https://www.instagram.com/ardielcider/,https://maps.google.com/?cid=14241292138099021385,Ontario,Canada,Active,44.499666,-80.426869,ardiel-cider-house
26 Acre Craft Cider Company,0,1,1,3,5,2017,2018,2,https://ciderguide.com/26-acre-craft-cider-company/,,,,,Ontario,Canada,Inactive,43.037222,-79.328764,26-acre-craft-cider-company
Sunken Paddle Ciderworks,0,0,5,0,5,2021,2023,2,https://ciderguide.com/sunken-paddle-ciderworks/,https://www.sunkenpaddle.com/,https://www.facebook.com/SunkenPaddle,https://www.instagram.com/SunkenPaddle/,https://www.google.com/maps?cid=16081756786038525640,Wisconsin,United States,Active,44.0015236,-88.5517169,sunken-paddle-ciderworks
Peak Light Cider,0,0,5,0,5,2022,2022,1,https://ciderguide.com/peak-light-cider/,https://peaklightcider.com/,https://www.facebook.com/peaklightcider,https://www.instagram.com/peaklightcider/,https://www.google.com/maps?cid=10958770531628316703,Oregon,United States,Active,45.6648629,-122.844112,peak-light-cider
Urban Farm Fermentory,0,0,4,1,5,2019,2021,2,https://ciderguide.com/urban-farm-fermentory/,https://www.fermentory.com/,https://www.facebook.com/urbanfarmfermentory,https://www.instagram.com/fermentory/,https://maps.google.com/?cid=11975829594267048308,Maine,United States,Active,43.669113,-70.256105,urban-farm-fermentory
Keuka Craft Ciders,0,0,4,1,5,2018,2019,2,https://ciderguide.com/keuka-craft-ciders/,,,,,New York,United States,Inactive,42.267302,-77.614778,keuka-craft-ciders
Texas Corners Brewing Company,0,0,4,1,5,2017,2018,2,https://ciderguide.com/texas-corners-brewing-company/,http://texascornersbrewing.com/,https://www.facebook.com/TexasCornersBrewingCompany,https://www.instagram.com/texascornersbrewing/,https://maps.google.com/?cid=9884252459046416182,Michigan,United States,Active,42.202294,-85.686559,texas-corners-brewing-company
Santa Sidra Hard Cider,0,0,4,1,5,2015,2016,2,https://ciderguide.com/santa-sidra-hard-cider/,,,,,New Mexico,United States,Inactive,35.6608392,-105.987504,santa-sidra-hard-cider
Whitewood Cider Co.,0,0,4,1,5,2014,2015,2,https://ciderguide.com/whitewood-cider-co/,https://www.whitewoodcider.com/,https://www.facebook.com/WhitewoodCider/,https://www.instagram.com/wwcider/,https://maps.google.com/?cid=17959127106154260964,Washington,United States,Active,47.0456687,-122.8933489,whitewood-cider-co
Ironbark Ciderworks,0,0,4,1,5,2023,2023,1,https://ciderguide.com/ironbark-ciderworks/,https://www.ironbarkciderworks.com/,https://www.facebook.com/ironbarkcider/,https://www.instagram.com/ironbarkcider/,https://maps.google.com/?cid=8906916779198297766,California,United States,Active,34.10859,-117.701704,ironbark-ciderworks
Cidre Le Brun,0,0,3,2,5,2016,2019,4,https://ciderguide.com/cidre-le-brun/,https://cidrelebrun.com/,,,https://maps.google.com/?cid=5387381455239409930,Finistère,France,Active,47.925263,-4.344798,cidre-le-brun
Left Field Cider Co.,0,0,3,2,5,2013,2016,3,https://ciderguide.com/left-field-cider-co/,http://www.leftfieldcider.com/,https://www.facebook.com/leftfieldcider,https://www.instagram.com/leftfieldcider/,https://goo.gl/maps/mjdsN9RFXh12,British Columbia,Canada,Active,50.361569,-120.801877,left-field-cider-co
Sheppy's Cider,0,0,3,2,5,2014,2015,2,https://ciderguide.com/sheppys-cider/,https://www.sheppyscider.com/,https://www.facebook.com/sheppyscider/,https://www.instagram.com/sheppyscider/,https://maps.google.com/?cid=14572513592829460886,Somerset,United Kingdom,Active,50.9935861,-3.1723149,sheppys-cider
19 Acres Cider Co.,0,0,3,2,5,2023,2023,1,https://ciderguide.com/19-acres-cider-co/,https://19acres.com/,https://www.facebook.com/19AcresCiderCo/,https://www.instagram.com/19acresciderco/,https://www.google.com/maps?cid=4476171369322689525,Oregon,United States,Active,45.3886798,-122.9315471,19-acres-cider-co
Painted Turtle Hard Cider,0,0,2,3,5,2017,2021,2,https://ciderguide.com/painted-turtle-hard-cider/,http://www.paintedturtlehardcider.com/,https://www.facebook.com/paintedturtlehardcider,https://www.instagram.com/paintedturtlehardcider/,https://maps.google.com/?cid=2497160029912775288,Michigan,United States,Active,43.027811,-85.371348,painted-turtle-hard-cider
Westons Cider,0,0,2,3,5,2009,2011,2,https://ciderguide.com/westons-cider/,https://www.westons-cider.co.uk/,https://www.facebook.com/WestonsCiderMill,https://www.instagram.com/westonscider/,https://maps.google.com/?cid=11779156514256391794,Herefordshire,United Kingdom,Active,51.994817,-2.512396,westons-cider
Odd Brothers Craft Cider,0,0,2,3,5,2019,2019,1,https://ciderguide.com/odd-brothers-craft-cider/,https://www.oddbrotherscider.com/,https://www.facebook.com/Odd-Brothers-Craft-Cider-793647507656990/,https://www.instagram.com/oddbrotherscider/,,Michigan,United States,Active,42.1364887,-84.8664378,odd-brothers-craft-cider
Ore Creek Craft Cider,0,0,1,4,5,2022,2023,2,https://ciderguide.com/ore-creek-craft-cider/,https://orecreekmi.com/,https://www.facebook.com/orecreekcraftcider,https://www.instagram.com/orecreekcraftcider/,https://maps.google.com/?cid=9044276102436468725,Michigan,United States,Active,42.4182281,-83.905632,ore-creek-craft-cider
Nomad Cider,0,0,1,4,5,2018,2018,1,https://ciderguide.com/nomad-cider/,http://www.nomadcider.ca/,https://www.facebook.com/nomadcider,https://www.instagram.com/nomadcider/,https://maps.google.com/?cid=2738922948201032408,British Columbia,Canada,Active,49.580647,-119.684279,nomad-cider
Armagh Cider Company,0,0,0,5,5,2013,2014,2,https://ciderguide.com/armagh-cider-company/,http://armaghcider.com/,https://www.facebook.com/Armaghcider,https://www.instagram.com/armaghcidercompany/,https://www.google.com/maps?cid=3904542225456152006,Armagh,United Kingdom,Active,54.4045861,-6.4861457,armagh-cider-company
Valley Cider Company,1,0,2,1,4,2021,2021,1,https://ciderguide.com/valley-cider-company/,https://www.valleycider.com/,https://www.facebook.com/valleyciderco,https://www.instagram.com/valleyciderco/,https://maps.google.com/?cid=9341553819326173400,British Columbia,Canada,Active,48.8370145,-123.7089745,valley-cider-company
Slyboro Ciderhouse,1,0,2,1,4,2008,2008,1,https://ciderguide.com/slyboro-ciderhouse/,,https://www.facebook.com/slyborociderhouse/,,https://maps.google.com/?cid=15135981072993122340,New York,United States,Active,43.411532,-73.330994,slyboro-ciderhouse
Verger Belliveau Orchard,1,0,1,2,4,2015,2021,3,https://ciderguide.com/verger-belliveau-orchard/,http://vergerbelliveauorchard.ca/,,,https://goo.gl/maps/BV6hRzcAe1K2,New Brunswick,Canada,Active,45.94982,-64.628246,verger-belliveau-orchard
Forbidden Cider Co.,0,1,2,1,4,2014,2017,2,https://ciderguide.com/forbidden-cider-co/,,,,,Auckland,New Zealand,Inactive,-36.3808039,174.6371632,forbidden-cider-co
Yonder Cider,0,1,2,1,4,2022,2022,1,https://ciderguide.com/yonder-cider/,http://www.yondercider.com/,https://www.facebook.com/yondercider,https://www.instagram.com/yondercider/,https://www.google.com/maps?cid=11002201593648505227,Washington,United States,Active,47.6646136,-122.3675796,yonder-cider
Rushford Meadery & Winery,0,1,1,2,4,2019,2023,2,https://ciderguide.com/rushford-meadery-winery/,http://rushmw.com/,https://www.facebook.com/RushfordMW/,,https://maps.google.com/?cid=17650744718098803139,Wisconsin,United States,Active,44.0627484,-88.8189843,rushford-meadery-winery
Lekker Cider,0,1,1,2,4,2019,2021,2,https://ciderguide.com/lekker-cider/,,,,,Alberta,Canada,Inactive,50.991601,-114.0646122,lekker-cider
Boyden Valley Winery & Spirits,0,0,4,0,4,2014,2016,2,https://ciderguide.com/boyden-valley-winery-spirits/,http://boydenvalley.com/,https://www.facebook.com/BoydenValleyWinery,https://www.instagram.com/boydenvalleywinery/,https://maps.google.com/?cid=13879612589525640629,Vermont,United States,Active,44.647436,-72.889201,boyden-valley-winery-spirits
Whetstone CiderWorks,0,0,4,0,4,2015,2016,2,https://ciderguide.com/whetstone-ciderworks/,,,,,Vermont,United States,Inactive,42.863815,-72.689529,whetstone-ciderworks
Willamette Ale & Cider House,0,0,4,0,4,2023,2023,1,https://ciderguide.com/willamette-ale-cider-house/,http://www.aleandcider.com/,https://www.facebook.com/aleandciderhouse/,https://www.instagram.com/aleandciderhouse/,https://maps.google.com/?cid=1271299947970750914,Oregon,United States,Active,45.344129,-122.65676,willamette-ale-cider-house
Llagares Valverán,0,0,3,1,4,2013,2023,3,https://ciderguide.com/llagares-valveran/,http://www.llagaresvalveran.com/,https://www.facebook.com/masaveubodegas/,https://www.instagram.com/masaveubodegas/,https://maps.google.com/?cid=10125751207643631112,Asturias,Spain,Active,43.409972,-5.5604189,llagares-valveran
Market Garden Brewery,0,0,3,1,4,2021,2023,3,https://ciderguide.com/market-garden-brewery/,https://www.heartcider.com/,https://www.facebook.com/profile.php?id=100091776515711,https://www.instagram.com/heartcider/,https://maps.google.com/?cid=906730698204701016,Ohio,United States,Active,41.4850769,-81.7034306,market-garden-brewery
Golden State Cider,0,0,3,1,4,2015,2021,3,https://ciderguide.com/golden-state-cider/,https://www.drinkgoldenstate.com/,https://www.facebook.com/goldenstatecider/,https://www.instagram.com/drinkgoldenstate/,https://maps.google.com/?cid=18128387073217891419,California,United States,Active,38.4041073,-122.8198562,golden-state-cider
Ela Cider Co.,0,0,3,1,4,2016,2018,3,https://ciderguide.com/ela-cider-co/,,,,,Wisconsin,United States,Inactive,42.744704,-88.247955,ela-cider-co
Muse Orchard,0,0,3,1,4,2021,2023,2,https://ciderguide.com/muse-orchard/,,,,,Virginia,United States,Active,38.8202977,-78.6011459,muse-orchard
Wards Cider,0,0,3,1,4,2016,2018,2,https://ciderguide.com/wards-cider/,http://www.wardshardcider.com/,https://www.facebook.com/WardsHardAppleCider/,https://www.instagram.com/WardsCidery/,https://goo.gl/maps/v1jp1rNE7Zt,British Columbia,Canada,Active,49.845254,-119.438339,wards-cider
Fabbioli Cellars,0,0,3,1,4,2017,2018,2,https://ciderguide.com/fabbioli-cellars/,http://www.fabbioliwines.com/,https://www.facebook.com/profile.php?id=100063539351234,https://www.instagram.com/fabbioliwines/,https://maps.google.com/?cid=2655558572560145408,Virginia,United States,Active,39.182648,-77.519279,fabbioli-cellars
Stowe Cider,0,0,3,1,4,2017,2018,2,https://ciderguide.com/stowe-cider/,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,Vermont,United States,Active,44.473504,-72.711986,stowe-cider
Neige,0,0,3,1,4,2015,2016,2,https://ciderguide.com/neige/,https://neige.co/,https://www.facebook.com/NEIGE.CO,https://www.instagram.com/neige_co,,Quebec,Canada,Active,45.490631,-73.701828,neige
Lehman's Orchards,0,0,3,1,4,2009,2011,2,https://ciderguide.com/lehmans-orchards/,,https://www.facebook.com/LehmansFarmHouse/,https://www.instagram.com/lehmansfarmhouse/,https://maps.google.com/?cid=15791562542672343306,Michigan,United States,Active,41.8286715,-86.3576005,lehmans-orchards
Chateau Buffalo,0,0,3,1,4,2007,2008,2,https://ciderguide.com/chateau-buffalo/,http://www.chateaubuffalo.com/,,,https://maps.google.com/?cid=17647646600280458159,New York,United States,Active,42.872906,-78.821088,chateau-buffalo
Salt Creek Cider House,0,0,3,1,4,2023,2023,1,https://ciderguide.com/salt-creek-cider-house/,https://www.saltcreekciderhouse.com/,https://www.facebook.com/saltcreekciderhouse,https://www.instagram.com/saltcreekciderhouse/,https://maps.google.com/?cid=7937885170412036740,Oregon,United States,Active,44.9786166,-123.3265005,salt-creek-cider-house
Victoria Cider Co.,0,0,3,1,4,2023,2023,1,https://ciderguide.com/victoria-cider-co/,https://www.victoriaciderco.ca/,https://www.facebook.com/victoriaciderco,https://www.instagram.com/victoriaciderco/,https://maps.google.com/?cid=4973668223480997484,British Columbia,Canada,Active,48.643741,-123.457186,victoria-cider-co
Alter Ego Cider,0,0,3,1,4,2019,2019,1,https://ciderguide.com/alter-ego-cider/,,,,,Oregon,United States,Inactive,45.519839,-122.659396,alter-ego-cider
Rossbach Cider,0,0,2,2,4,2015,2021,3,https://ciderguide.com/rossbach-cider/,http://www.rossbach.cz/,https://www.facebook.com/rossbachcider,,https://maps.google.com/?cid=655202654651481754,Karlovy Vary,Czechia,Active,50.3053478,12.1753565,rossbach-cider
Branch Out Cider,0,0,2,2,4,2014,2016,3,https://ciderguide.com/branch-out-cider/,,,,,Colorado,United States,Inactive,40.589815,-105.090583,branch-out-cider
McRitchie Winery & Ciderworks,0,0,2,2,4,2009,2013,3,https://ciderguide.com/mcritchie-winery-ciderworks/,http://www.mcritchiewine.com/,https://www.facebook.com/McRitchieWinery,https://www.instagram.com/mcritchiewinery/,https://maps.google.com/?cid=1644535800362164704,North Carolina,United States,Active,36.367307,-80.946974,mcritchie-winery-ciderworks
Black Bear Cider Co.,0,0,2,2,4,2021,2022,2,https://ciderguide.com/black-bear-cider-co/,https://www.blackbearciderco.com/,https://www.facebook.com/blackbearciderco/,https://www.instagram.com/blackbearciderco/,,Missouri,United States,Active,38.6491261,-90.3206381,black-bear-cider-co
Austin Eastciders,0,0,2,2,4,2012,2021,2,https://ciderguide.com/austin-eastciders/,http://austineastciders.com/,https://www.facebook.com/eastciders/,https://www.instagram.com/eastciders/,https://maps.google.com/?cid=14699519440178528476,Texas,United States,Active,30.211595,-97.7404707,austin-eastciders
Cidrerie Le Somnambule,0,0,2,2,4,2023,2023,1,https://ciderguide.com/cidrerie-le-somnambule/,https://www.lesomnambule.com/,https://www.facebook.com/cidrerielesomnambule,https://www.instagram.com/cidrerielesomnambule/,https://maps.google.com/?cid=4770600502618884500,Quebec,Canada,Active,46.662195,-71.07671,cidrerie-le-somnambule
New Salem Cider,0,0,2,2,4,2021,2021,1,https://ciderguide.com/new-salem-cider/,https://www.newsalemcider.com/,https://www.facebook.com/newsalemcider/,https://www.instagram.com/newsalemcider/,https://maps.google.com/?cid=17255418190527756847,Massachusetts,United States,Active,42.4945866,-72.3308978,new-salem-cider
Blackman Cider Co.,0,0,2,2,4,2019,2019,1,https://ciderguide.com/blackman-cider-co/,https://www.blackmancider.com/,https://www.facebook.com/BlackmanCiderCo/,https://www.instagram.com/blackmancider/,https://maps.google.com/?cid=11398538716969457778,New York,United States,Active,43.176071,-78.800052,blackman-cider-co
Hudson Valley Farmhouse Cider,0,0,2,2,4,2018,2018,1,https://ciderguide.com/hudson-valley-farmhouse-cider/,http://www.hudsonvalleyfarmhousecider.com/,,,https://maps.google.com/?cid=10113111148158344335,New York,United States,Active,41.858265,-73.807785,hudson-valley-farmhouse-cider
Milk & Honey Ciders,0,0,2,2,4,2016,2016,1,https://ciderguide.com/milk-honey-ciders/,http://www.milkandhoneyciders.com/,https://www.facebook.com/MilkandHoneyCiders,https://www.instagram.com/milkandhoneyciders,https://maps.google.com/?cid=5951424554567776492,Minnesota,United States,Active,44.973372,-93.247754,milk-honey-ciders
Russell Orchards,0,0,2,2,4,2011,2011,1,https://ciderguide.com/russell-orchards/,http://www.russellorchards.com/,https://www.facebook.com/russellorchards,,https://maps.google.com/?cid=11665460520789308482,Massachusetts,United States,Active,42.664953,-70.799866,russell-orchards
Walkerville City Cidery,0,0,1,3,4,2019,2023,4,https://ciderguide.com/walkerville-city-cidery/,https://www.walkervillebrewery.com/,https://www.facebook.com/walkervillebrewery,https://www.instagram.com/walkervillebrewery/,https://maps.google.com/?cid=7567072497501060560,Ontario,Canada,Active,42.3238128,-83.0113399,walkerville-city-cidery
Cidrerie de Menez-Brug,0,0,1,3,4,2016,2019,4,https://ciderguide.com/cidrerie-de-menez-brug/,https://www.cidrerie-de-menez-brug.com/,https://www.facebook.com/cidreriemenezbrug.fr/,,https://maps.google.com/?cid=10640223041696316686,Finistère ,France,Active,47.8654274,-3.9978625,cidrerie-de-menez-brug
Ciderworks @ Story Tavern,0,0,1,3,4,2017,2022,3,https://ciderguide.com/ciderworks-story-tavern/,https://storytavernburbank.com/,https://www.facebook.com/StoryTavern,https://www.instagram.com/storytavern/,https://maps.google.com/?cid=14099937953647442752,California,United States,Active,34.1806729,-118.3082013,ciderworks-story-tavern
Big Belly Ciderworks,0,0,1,3,4,2016,2018,3,https://ciderguide.com/big-belly-ciderworks/,,,,,Michigan,United States,Inactive,44.8072115,-85.9617851,big-belly-ciderworks
Wilding Orchards,0,0,1,3,4,2021,2023,2,https://ciderguide.com/wilding-orchards/,http://www.wildingorchards.com/,https://www.facebook.com/wildingorchards/,https://www.instagram.com/wildingorchards/,https://maps.google.com/?cid=8259658855326508626,Pennsylvania,United States,In Planning,41.956338,-75.8892283,wilding-orchards
Brooker's Cider,0,0,1,3,4,2022,2023,2,https://ciderguide.com/brookers-cider/,https://brookerscider.ca/,https://www.facebook.com/brookerscider,https://www.instagram.com/brookerscider/,https://maps.google.com/?cid=1019530974411700693,Ontario,Canada,Active,45.4370509,-76.9616291,brookers-cider
Banter's Hard Cider,0,0,1,3,4,2017,2018,2,https://ciderguide.com/banters-hard-cider/,,,,,Pennsylvania,United States,Inactive,40.98616,-75.1945,banters-hard-cider
Griffin Cider Works,0,0,1,3,4,2013,2017,2,https://ciderguide.com/griffin-cider-works/,,,,,Ohio,United States,Inactive,41.470266,-81.896853,griffin-cider-works
Gravity Vineyards and Winery,0,0,1,3,4,2021,2021,1,https://ciderguide.com/gravity-vineyards-and-winery/,https://gravitywine.com/,https://www.facebook.com/GravityWinery/,https://www.instagram.com/gravitywinery/,https://maps.google.com/?cid=10315252701063982709,Michigan,United States,Active,41.933548,-86.4391475,gravity-vineyards-and-winery
York County Cider,0,0,1,3,4,2018,2018,1,https://ciderguide.com/york-county-cider/,https://www.yorkcountycider.net/,https://www.facebook.com/yorkcountycider/,https://www.instagram.com/yorkcountycider/,https://maps.google.com/?cid=8211700543485091917,New Brunswick,Canada,Active,45.9824391,-66.6627163,york-county-cider
Hardscrabble Cider,0,0,1,3,4,2016,2016,1,https://ciderguide.com/hardscrabble-cider/,http://www.hardscrabbleciderny.com/,,https://www.instagram.com/hardscrabblecider/,https://maps.google.com/?cid=14255845854245110919,New York,United States,Active,41.349727,-73.635051,hardscrabble-cider
Star Cider,0,0,1,3,4,2016,2016,1,https://ciderguide.com/star-cider/,http://www.starcidery.com/,https://www.facebook.com/StarCidery/,https://www.instagram.com/starcidery/,https://maps.google.com/?cid=13417468118852329215,New York,United States,Active,42.866574,-77.2504058,star-cider
Maeloc,0,0,1,3,4,2015,2015,1,https://ciderguide.com/maeloc/,,,,,Galicia,Spain,Active,42.5868096,-7.7764782,maeloc
Grand Illusion Hard Cider,0,0,0,4,4,2017,2019,3,https://ciderguide.com/grand-illusion-hard-cider/,https://www.grandillusioncider.com/,https://www.facebook.com/grandillusioncider/,https://www.instagram.com/gihardcider/,https://maps.google.com/?cid=4286886680889976245,Pennsylvania,United States,Active,40.20144,-77.190639,grand-illusion-hard-cider
Blueberry Hill Estates,0,0,0,4,4,2016,2018,2,https://ciderguide.com/blueberry-hill-estates/,http://blueberry-hill.ca/,,https://www.instagram.com/blueberryhillca/,https://maps.google.com/?cid=16325207034230739009,Ontario,Canada,Active,42.671668,-80.389101,blueberry-hill-estates
Saro Cider,0,0,0,4,4,2019,2019,1,https://ciderguide.com/saro-cider/,https://sarocider.com/,https://www.facebook.com/4SaroCider,https://www.instagram.com/sarocider/,https://maps.google.com/?cid=14239117714929818609,Nebraska,United States,Active,40.812684,-96.695605,saro-cider
Bishop Cider Company,0,0,0,4,4,2018,2018,1,https://ciderguide.com/bishop-cider-company/,http://www.bishopcider.com/,https://www.facebook.com/BishopCider,https://www.instagram.com/bishopcider,,Texas,United States,Active,32.7433262,-97.3072551,bishop-cider-company
Meraki Cider,0,0,0,4,4,2017,2017,1,https://ciderguide.com/meraki-cider/,,,,,California,United States,Inactive,35.135223,-120.612188,meraki-cider
Foxcraft Hard Cider,0,0,0,4,4,2015,2015,1,https://ciderguide.com/foxcraft-hard-cider/,,,,,California,United States,Inactive,38.441272,-122.714998,foxcraft-hard-cider
Douglas Valley,0,0,0,4,4,2008,2008,1,https://ciderguide.com/douglas-valley/,,,,,Michigan,United States,Inactive,44.322634,-86.225881,douglas-valley
Wildbranch Cider,2,0,0,1,3,2021,2023,2,https://ciderguide.com/wildbranch-cider/,https://wildbranchcider.com/,,https://www.instagram.com/wildbranchcider/,,Vermont,United States,Active,44.6199347,-72.4065106,wildbranch-cider
Dead Horse Cider Co.,1,1,0,1,3,2021,2021,1,https://ciderguide.com/dead-horse-cider-co/,https://www.deadhorsecider.com/,https://www.facebook.com/deadhorsecider,https://www.instagram.com/deadhorsecider/,https://maps.google.com/?cid=8139522254711237443,Manitoba,Canada,Active,49.227539,-97.9654922,dead-horse-cider-co
