ID,Category,Award,Medalist,Entry,Location,WID,Region,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
142,Wood-Aged,🥉 Judges' Pick,Clarksburg Cider Co.,Cabernet Barrel-Aged,"Lancaster, NY",1813,New York,https://clarksburgcider.com/,https://www.facebook.com/clarksburgcider,https://www.instagram.com/clarksburgcider/,https://maps.google.com/?cid=2480384765559100652,,,https://untappd.com/Clarksburg,42.9274192,-78.5953396
143,Wood-Aged,🥉 Judges' Pick,Brooklyn Cider House,Sapsong,"New Paltz, NY",165,New York,http://brooklynciderhouse.com/,,https://www.instagram.com/brooklynciderhouse/,https://maps.google.com/?cid=3244654366527486527,,,https://untappd.com/w/brooklyn-cider-house/234267,41.757256,-74.04958
144,Dessert/Fortified,🏆 Platinum,Bent Ladder,Winter Crisp,"Doylestown, OH",124,Ohio,http://bentladder.com/,https://www.facebook.com/bentladder,https://www.instagram.com/bentladder/,https://maps.google.com/?cid=5886580381731979881,https://www.yelp.com/biz/rittman-orchard-rittman,https://www.tripadvisor.com/Attraction_Review-g50283-d1977165,https://untappd.com/w/bent-ladder/295757,40.9646071,-81.739989
145,Dessert/Fortified,🏆 Platinum,Castle Hill Cider,Hewes Crab Pommeau Five Year Reserve,"KESWICK, VA",185,Virginia,http://www.castlehillcider.com/,https://www.facebook.com/CastleHillCider,https://www.instagram.com/castlehillcider/,https://maps.google.com/?cid=4112176064200176389,https://www.yelp.com/biz/castle-hill-cider-keswick,https://www.tripadvisor.com/Attraction_Review-g57873-d2359755,https://untappd.com/w/castle-hill-cider/18303,38.0888889,-78.2908333
146,Dessert/Fortified,🥇🥇 Double Gold,Angry Orchard,Pommeau,"Walden, NY",87,New York,https://www.angryorchard.com/,https://www.facebook.com/AngryOrchard/,https://www.instagram.com/angryorchard/,https://maps.google.com/?cid=17467507983407382578,https://www.yelp.com/biz/angry-orchard-walden-2,https://www.tripadvisor.com/Attraction_Review-g48788-d10266026,https://untappd.com/w/angry-orchard-cider-company/16455,41.587128,-74.221692
147,Dessert/Fortified,🥇 Gold,Seminary Hill Orchard & Cidery,Hen's Teeth,"Callicoon, NY",1060,New York,https://www.seminaryhill.co/,https://www.facebook.com/seminaryhillweddings,https://www.instagram.com/seminaryhillcider/,https://maps.google.com/?cid=2014295545037325417,,,,41.7743187,-75.0549915
148,Dessert/Fortified,🥈 Silver,Runcible Cider,ORE No. 001,"Mosier, OR",534,Oregon,https://www.runciblecider.com/,https://www.facebook.com/runciblecider/,https://www.instagram.com/runciblecider/,https://maps.google.com/?cid=15182592417091165603,https://www.yelp.com/biz/runcible-cider-mosier-2,,https://untappd.com/w/runcible-cider/332214,45.673003,-121.408294
149,Dessert/Fortified,🥉 Judges' Pick,Black Diamond Cider,2021 Porter's Pommeau,"Trumansburg, NY",136,New York,https://blackdiamondcider.com/,https://www.facebook.com/incredapple/,https://www.instagram.com/blackdiamondfarm/,https://maps.google.com/?cid=10338399888952299802,,,https://untappd.com/w/black-diamond-farm/192550,42.547829,-76.655099
150,Dessert/Fortified,🥉 Judges' Pick,1911 Established,Pommeau,"Lafayette, NY",75,New York,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121,42.903744,-76.22158
151,Dessert/Fortified,🥉 Judges' Pick,Brooklyn Cider House,Pommeau,"New Paltz, NY",165,New York,http://brooklynciderhouse.com/,,https://www.instagram.com/brooklynciderhouse/,https://maps.google.com/?cid=3244654366527486527,,,https://untappd.com/w/brooklyn-cider-house/234267,41.757256,-74.04958
