WID,Medalist,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,👍 Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd,Latitude,Longitude
701,Wrangletown Cider Company,0,1,0,0,0,0,1,2018,2018,1,Arcata,California,USA,Active,https://www.wrangletowncidercompany.com/,https://www.facebook.com/WrangletownCiderCompany,https://www.instagram.com/wrangletown_cider/,https://maps.google.com/?cid=666976479590707488,,https://www.tripadvisor.com/Attraction_Review-g29106-d13478606,https://untappd.com/w/wrangletown-cider-company/233181,40.87026,-124.09237
662,13 Brix Cider Bistro,0,0,1,0,0,0,1,2023,2023,1,Palisade,Colorado,USA,Active,https://www.13brixciderbistro.com/,https://www.facebook.com/13BrixCiderBistro/,https://www.instagram.com/13brixcider/,https://maps.google.com/?cid=13701321241502683638,https://www.yelp.com/biz/13-brix-cider-bistro-palisade,https://www.tripadvisor.com/Restaurant_Review-g33585-d12428534,https://untappd.com/w/13a0-brix/347296,39.1106652,-108.3518042
1056,Highpoint Cider,0,0,1,0,0,0,1,2024,2024,1,Victor,Idaho,USA,Active,https://highpointcider.com/,https://www.facebook.com/Highpointcider/,https://www.instagram.com/highpointcider/,https://maps.google.com/?cid=12149721453883945516,,,https://untappd.com/Highpoint_Cider,43.6131537,-111.1063313
37,Northern Natural Cider House & Winery,0,0,1,0,0,0,1,2017,2017,1,Kaleva,Michigan,USA,Active,http://www.northernnaturalwinery.com/,https://www.facebook.com/northernnaturalwinery,https://www.instagram.com/northernnaturalciderhouse/,https://maps.google.com/?cid=17749341957373928380,,,https://untappd.com/w/northern-natural-cider-house/28609,44.3464985,-86.1020865
612,Swift Cider,0,0,1,0,0,0,1,2018,2018,1,Portland,Oregon,USA,Active,https://www.swiftcider.com/,https://www.facebook.com/SwiftCider/,https://www.instagram.com/swiftcider/,,https://www.yelp.com/biz/swift-cider-portland,,https://untappd.com/w/swift-cider/138445,45.5791984,-122.6641214
2589,The Great Canadian Cider Company,0,0,1,0,0,0,1,2018,2018,1,Collingwood,Ontario,Canada,Inactive,,,,,,,,44.4883641,-80.1988175
668,Wandering Aengus Ciderworks,0,0,1,0,0,0,1,2017,2017,1,Salem,Oregon,USA,Inactive,,,,,,,,44.893871,-122.996201
161,Bristols Cider,0,0,0,1,0,0,1,2019,2019,1,Atascadero,California,USA,Active,https://www.bristolscider.com/,https://www.facebook.com/BristolsCiderHouse,https://www.instagram.com/bristolsciderhouse,https://maps.google.com/?cid=647885709337219908,https://www.yelp.com/biz/bristols-cider-house-atascadero,https://www.tripadvisor.com/Attraction_Review-g29115-d7181307,https://untappd.com/w/lone-madrone/10325,35.504991,-120.691698
287,Foxcraft Hard Cider,0,0,0,1,0,0,1,2017,2017,1,Santa Rosa,California,USA,Inactive,,,,,,,,38.441272,-122.714998
380,Lassen Traditional Cider,0,0,0,1,0,0,1,2019,2019,1,Chico,California,USA,Active,https://www.lassencider.com/,https://www.facebook.com/lassencider/,https://www.instagram.com/lassencider/,https://maps.google.com/?cid=10315637006146688710,,,https://untappd.com/w/lassen-traditional-cidery/297567,39.714697,-121.820272
409,McMenamins Edgefield Winery,0,0,0,1,0,0,1,2024,2024,1,Troutdale,Oregon,USA,Active,https://www.edgefieldwinery.com/,,,https://maps.google.com/?cid=2840749725938783348,https://www.yelp.com/biz/edgefield-winery-troutdale,https://www.tripadvisor.com/Attraction_Review-g52104-d7046879,https://untappd.com/w/mcmenamins/3674,45.537111,-122.406996
428,Montana CiderWorks,0,0,0,1,0,0,1,2017,2017,1,Darby,Montana,USA,Active,http://montanacider.com/,https://www.facebook.com/Montana-CiderWorks-208483272577248/,,,,,https://untappd.com/w/montana-ciderworks/33843,45.965401,-114.11709
1908,Mount Diablo Cider Company,0,0,0,1,0,0,1,2022,2022,1,Lafayette,California,USA,Active,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,,,https://untappd.com/w/mount-diablo-cider-company/527606,37.9025575,-122.0944769
467,Original Sin Cider,0,0,0,1,0,0,1,2024,2024,1,New York,New York,USA,Active,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,,,https://untappd.com/w/original-sin/6200,40.733215,-73.991496
482,Pivot Brewing Company,0,0,0,1,0,0,1,2020,2020,1,Lexington,Kentucky,USA,Active,https://www.pivotbrewingcompany.com/,https://www.facebook.com/pivotbrewing,,https://maps.google.com/?cid=15702696097796258691,https://www.yelp.com/biz/pivot-brewing-company-lexington,https://www.tripadvisor.com/Attraction_Review-g39588-d11444619,https://untappd.com/PivotBrewingCo,38.036912,-84.468902
2181,Ponderosa Cider Co.,0,0,0,1,0,0,1,2023,2023,1,Auburn,California,USA,Active,https://www.ponderosacider.com/,https://www.facebook.com/Ponderosacider/,https://www.instagram.com/ponderosacider/,https://maps.google.com/?cid=8393289263225208220,https://www.yelp.com/biz/ponderosa-cider-auburn,,https://untappd.com/PonderosaCiderCo,38.8916572,-121.0684595
541,Sandia Hard Cider,0,0,0,1,0,0,1,2022,2022,1,Albuquerque,New Mexico,USA,Active,,https://www.facebook.com/sandiahardcider/,https://www.instagram.com/sandiahardcider/,https://maps.google.com/?cid=10960141526376680070,https://www.yelp.com/biz/the-craftroom-albuquerque,,https://untappd.com/w/sandia-hard-cider/286813,35.113025,-106.629521
1921,Sidra Somarroza,0,0,0,1,0,0,1,2020,2020,1,Renedo de Piélagos,Cantabria,Spain,Active,https://sidrasomarroza.es/,https://www.facebook.com/sidrasomarroza,https://www.instagram.com/sidrasomarroza/,https://maps.google.com/?cid=7109045394192195825,,,https://untappd.com/w/somarroza/147830,43.3529633,-3.9604843
613,Swilled Dog Hard Cider,0,0,0,1,0,0,1,2017,2017,1,Franklin,West Virginia,USA,Active,http://www.swilleddog.com/,https://www.facebook.com/swilleddog/,https://www.instagram.com/swilleddog/,https://maps.google.com/?cid=16690532979393529763,https://www.yelp.com/biz/swilled-dog-hard-cider-upper-tract,,https://untappd.com/w/swilled-dog/328114,38.7831416,-79.2850581
2053,Vergers de Romilly,0,0,0,1,0,0,1,2018,2018,1,Saint-Germain-du-Pert,Normandy,France,Active,https://vergersderomilly.com/,https://www.facebook.com/romillycidre/,https://www.instagram.com/romillycidre/,https://maps.google.com/?cid=17784069933896314553,,https://www.tripadvisor.com/Attraction_Review-g1009737-d2196474,https://untappd.com/RomillyFrenchCidre,49.3382641,-1.0293343
703,Wyndridge Farm,0,0,0,1,0,0,1,2020,2020,1,Dallastown,Pennsylvania,USA,Active,https://wyndridge.com/,https://www.facebook.com/WyndridgeFarm,https://www.instagram.com/wyndridgefarm/,https://maps.google.com/?cid=5379105300822108832,https://www.yelp.com/biz/wyndridge-farm-dallastown,https://www.tripadvisor.com/Restaurant_Review-g52464-d7149899,https://untappd.com/w/wyndridge-farm/98011,39.884193,-76.648405
166,Brooks Dry Cider,0,0,0,0,1,0,1,2019,2019,1,San Francisco,California,USA,Active,http://www.brooksdrycider.com/,,https://www.instagram.com/brooksdrycider/,,,,https://untappd.com/w/brooks/190902,37.765347,-122.42014
193,Cider Brothers,0,0,0,0,1,0,1,2018,2018,1,Walnut Creek,California,USA,Inactive,,,,,,,,37.900624,-122.061308
221,Courthouse Creek Cider,0,0,0,0,1,0,1,2019,2019,1,Maidens,Virginia,USA,Active,http://courthousecreek.com/,https://www.facebook.com/CourthouseCreek,https://www.instagram.com/courthousecreekcider/,https://maps.google.com/?cid=14539258264651566085,https://www.yelp.com/biz/courthouse-creek-cider-maidens,https://www.tripadvisor.com/Attraction_Review-g57926-d12600269,https://untappd.com/w/courthouse-creek/281776,37.673983,-77.877307
1970,Cyderish,0,0,0,0,1,0,1,2019,2019,1,Eugene,Oregon,USA,Inactive,,,,,,,,44.0569265,-123.1029851
560,Shoal Hope Ciderworks,0,0,0,0,1,0,1,2018,2018,1,Provincetown,Massachusetts,USA,Inactive,,,,,,,,42.057719,-70.188488
1997,Windfall Cider,0,0,0,0,1,0,1,2019,2019,1,Vancouver,British Columbia,Canada,Active,https://windfallcider.ca/,https://www.facebook.com/windfallcidercompany,https://www.instagram.com/windfallcider/,https://maps.google.com/?cid=11000972800697075085,https://www.yelp.com/biz/windfall-cider-north-vancouver,,https://untappd.com/w/windfall-cider/391727,49.3093392,-123.0750308
73,101 Cider House,0,0,0,0,0,1,1,2020,2020,1,Westlake Village,California,USA,Active,https://101cider.com/,https://www.facebook.com/101cider,https://www.instagram.com/101cider/,https://maps.google.com/?cid=12420065000441525891,https://www.yelp.com/biz/101-cider-house-westlake-village,,https://untappd.com/w/101-cider-house/198367,34.154101,-118.802575
85,Alter Ego Cider,0,0,0,0,0,1,1,2019,2019,1,Portland,Oregon,USA,Inactive,,,,,,,,45.519839,-122.659396
353,Atomic Dog Hard Cider,0,0,0,0,0,1,1,2020,2020,1,Gettysburg,Pennsylvania,USA,Active,https://atomicdoghardcider.com/,https://www.facebook.com/atomicdoghardcider,,https://maps.google.com/?cid=7169999648774734369,https://www.yelp.com/biz/the-core-kitchen-at-atomic-dog-cidery-gettysburg,,https://untappd.com/w/atomic-dog-cidery/547121,39.7911774,-77.2006855
914,Bend Cider Company,0,0,0,0,0,1,1,2020,2020,1,Bend,Oregon,USA,Active,https://www.bendcider.com/,https://www.facebook.com/bendcider/,https://www.instagram.com/bendcider/,https://maps.google.com/?cid=9987900399339296372,https://www.yelp.com/biz/bend-cider-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d23480277,https://untappd.com/BENDCIDERCO,44.1468909,-121.329653
1168,Bereziartua,0,0,0,0,0,1,1,2018,2018,1,Astigarraga,Basque Country,Spain,Active,https://www.bereziartuasagardoa.com/,https://www.facebook.com/Bereziartua,https://www.instagram.com/SBereziartua/,https://maps.google.com/?cid=4287840169739792051,,https://www.tripadvisor.com/Restaurant_Review-g1064182-d6740859,https://untappd.com/brewery/7553,43.2829301,-1.9400682
127,Big Fish Cider Co.,0,0,0,0,0,1,1,2019,2019,1,Monterey,Virginia,USA,Active,http://www.bigfishcider.com/,https://www.facebook.com/BigFishCider/,https://www.instagram.com/big_fish_cider/,https://maps.google.com/?cid=10686446551531832863,https://www.yelp.com/biz/big-fish-cider-monterey,https://www.tripadvisor.com/Attraction_Review-g57982-d10413095,https://untappd.com/w/big-fish-cider-co/202963,38.412304,-79.58293
138,Black Mountain Ciderworks,0,0,0,0,0,1,1,2018,2018,1,Black Mountain,North Carolina,USA,Active,http://blackmountainciderworks.com/,https://www.facebook.com/BlackMountainCiderandMead/,https://www.instagram.com/blackmountaincider_and_mead/,https://maps.google.com/?cid=13058897127555703406,https://www.yelp.com/biz/black-mountain-ciderworks-and-meadery-black-mountain-2,https://www.tripadvisor.com/Attraction_Review-g48962-d8372080,https://untappd.com/w/black-mountain-ciderworks-meadery/90592,35.607969,-82.358867
905,Blossom Barn Cidery,0,0,0,0,0,1,1,2019,2019,1,Grants Pass,Oregon,USA,Active,https://www.blossombarncidery.com/,https://www.facebook.com/Blossombarncidery/,https://www.instagram.com/blossombarncidery/,https://maps.google.com/?cid=14832421242351860515,https://www.yelp.com/biz/blossom-barn-cidery-grants-pass,https://www.tripadvisor.com/Attraction_Review-g51891-d26498347,https://untappd.com/BlossomBarnCidery,42.3165297,-123.2308841
211,Common Cider Company,0,0,0,0,0,1,1,2018,2018,1,Auburn,California,USA,Inactive,,,,,,,,38.950812,-121.084227
222,Coyote Hole Craft Beverages,0,0,0,0,0,1,1,2019,2019,1,Mineral,Virginia,USA,Active,http://www.coyotehole.com/,https://www.facebook.com/CoyoteHole/,https://www.instagram.com/CoyoteHole/,https://maps.google.com/?cid=3893841626353972834,https://www.yelp.com/biz/coyote-hole-ciderworks-mineral,https://www.tripadvisor.com/Attraction_Review-g57973-d12510904,https://untappd.com/w/coyote-hole-ciderworks/327669,38.085727,-77.851857
230,Deep Roots Hard Cider,0,0,0,0,0,1,1,2020,2020,1,Sugar Run,Pennsylvania,USA,Active,https://www.deeprootshardcider.com/,https://www.facebook.com/deeprootshardciders,https://www.instagram.com/deeprootshardcider/,https://maps.google.com/?cid=9648569218795825836,https://www.yelp.com/biz/deep-roots-hard-cider-sugar-run,https://www.tripadvisor.com/Attraction_Review-g53780-d14987284,https://untappd.com/w/deep-roots/248029,41.606174,-76.228739
776,Domaine Pinnacle,0,0,0,0,0,1,1,2018,2018,1,Frelighsburg,Quebec,Canada,Active,https://domainepinnacle.ca/,https://www.facebook.com/cidredomainepinnacle,https://www.instagram.com/domainepinnacle/,,https://www.yelp.com/biz/domaine-pinnacle-frelighsburg,https://www.tripadvisor.com/Attraction_Review-g1927400-d7208483,https://untappd.com/w/domaine-pinnacle/16237,45.027528,-72.784982
253,Eaglemount Wine & Cider,0,0,0,0,0,1,1,2019,2019,1,Port Townsend,Washington,USA,Active,https://eaglemountwinery.com/,https://www.facebook.com/eaglemountwineandcider/,https://www.instagram.com/p/CKHZN9pLKw-/,https://maps.google.com/?cid=8669789097383487844,https://www.yelp.com/biz/eaglemount-wine-and-cider-port-townsend-2,https://www.tripadvisor.com/Attraction_Review-g58687-d25451008,https://untappd.com/w/eaglemount-wine-and-cider/9836,48.099159,-122.818591
282,Fly Creek Cider Mill & Orchard,0,0,0,0,0,1,1,2018,2018,1,Fly Creek,New York,USA,Active,http://www.flycreekcidermill.com/,,,https://maps.google.com/?cid=8137906485911727875,https://www.yelp.com/biz/fly-creek-cider-mill-and-orchard-fly-creek,https://www.tripadvisor.com/Attraction_Review-g47730-d278954,https://untappd.com/w/fly-creek-cider-mill/13000,42.724171,-74.979191
306,Green Bench Brewing Co.,0,0,0,0,0,1,1,2018,2018,1,St. Petersburg,Florida,USA,Active,https://www.greenbenchbrewing.com/,https://www.facebook.com/GreenBenchBrewing/,https://www.instagram.com/greenbenchmeadcider/,https://maps.google.com/?cid=4473987284585319628,https://www.yelp.com/biz/green-bench-brewing-company-st-petersburg,https://www.tripadvisor.com/Attraction_Review-g34607-d8505685,https://untappd.com/w/green-bench-mead-cider/184191,27.771864,-82.650644
314,Hale & True Cider Co.,0,0,0,0,0,1,1,2023,2023,1,Philadelphia,Pennsylvania,USA,Active,https://haleandtrue.com/,https://www.facebook.com/haleandtrue/,https://www.instagram.com/haleandtrue/,https://maps.google.com/?cid=6149860132161492315,https://www.yelp.com/biz/hale-and-true-philadelphia-2,https://www.tripadvisor.com/Restaurant_Review-g60795-d15095651,https://untappd.com/brewery/265100,39.941637,-75.153899
687,Hard Pressed Cider Co.,0,0,0,0,0,1,1,2020,2020,1,San Jose,California,USA,Inactive,,,,,,,,37.353242,-121.892399
324,Hazlitt 1852 Vineyards,0,0,0,0,0,1,1,2023,2023,1,Naples,New York,USA,Active,https://hazlitt1852.com/,https://www.facebook.com/hazlitt1852,https://www.instagram.com/hazlitt1852vineyards/,https://maps.google.com/?cid=5120913070607308492,https://www.yelp.com/biz/hazlitts-red-cat-cellars-naples,,https://untappd.com/w/hazlitt-vineyards/99172,42.621963,-77.400262
990,Independent Perry,0,0,0,0,0,1,1,2019,2019,1,Dryden,Washington,USA,Active,,https://www.facebook.com/IndependentPerry,https://www.instagram.com/independentperry/,,,,https://untappd.com/Independent_Cider,47.5533258,-120.5686382
405,March First Brewing,0,0,0,0,0,1,1,2017,2017,1,Cincinnati,Ohio,USA,Active,https://www.marchfirstbrewing.com/,https://www.facebook.com/marchfirstbrewing,https://www.instagram.com/m1cincy,https://maps.google.com/?cid=18349508478239444947,https://www.yelp.com/biz/march-first-brewing-cincinnati,https://www.tripadvisor.com/Attraction_Review-g60993-d12382320,https://untappd.com/w/march-first-brewing/327077,39.279219,-84.34893
904,Merchant's Daughter Cider,0,0,0,0,0,1,1,2020,2020,1,Purdy,New York,USA,Active,https://www.merchantsdaughter.com/,https://www.facebook.com/MerchantsDaughterHardCider/,https://www.instagram.com/merchantsdaughterhardcider/,https://maps.google.com/?cid=16771571124999631366,,,https://untappd.com/w/merchant-s-daughter/451987,41.3260354,-73.6555985
451,North Idaho Cider,0,0,0,0,0,1,1,2017,2017,1,Hayden,Idaho,USA,Inactive,,,,,,,,47.7559855,-116.7871141
456,Old Hill Cider,0,0,0,0,0,1,1,2022,2022,1,Timberville,Virginia,USA,Active,https://www.showaltersorchard.com/,https://www.facebook.com/OldHillCider,https://www.instagram.com/oldhillcider/,https://maps.google.com/?cid=9342034920472670388,https://www.yelp.com/biz/old-hill-hard-cider-timberville,https://www.tripadvisor.com/Restaurant_Review-g58247-d11916665,https://untappd.com/w/old-hill-hard-cider/32748,38.667709,-78.797062
1171,Petritegi,0,0,0,0,0,1,1,2022,2022,1,Astigarraga,Basque Country,Spain,Active,https://www.petritegi.com/,https://www.facebook.com/Petritegi/,https://www.instagram.com/petritegi,https://maps.google.com/?cid=16425101977693923721,https://www.yelp.com/biz/petritegi-astigarraga,https://www.tripadvisor.com/Restaurant_Review-g1064182-d2266030,https://untappd.com/brewery/51639,43.290406,-1.941229
491,Potter's Craft Cider,0,0,0,0,0,1,1,2019,2019,1,Charlottesville,Virginia,USA,Active,https://potterscraftcider.com/,https://www.facebook.com/potterscraftcider,https://www.instagram.com/potterscraftcider/,https://maps.google.com/?cid=5866852060832925678,https://www.yelp.com/biz/potters-craft-cider-charlottesville-2,https://www.tripadvisor.com/Attraction_Review-g57592-d19722718,https://untappd.com/w/potters-craft-cider/30119,37.9986534,-78.5798492
271,Ragged and Right Cider Project,0,0,0,0,0,1,1,2020,2020,1,Mount Vernon,Washington,USA,Active,http://www.farmstrongbrewing.com/,https://www.facebook.com/raggedandrightciderproject/,https://www.instagram.com/raggedandrightciderproject/,https://maps.google.com/?cid=9734737069805633605,https://www.yelp.com/biz/farmstrong-brewery-mount-vernon,https://www.tripadvisor.com/Attraction_Review-g58622-d15551215,https://untappd.com/w/farmstrong-brewing-company/216863,48.442772,-122.342298
501,Rebel Seed Cidery,0,0,0,0,0,1,1,2018,2018,1,Marydel,Delaware,USA,Active,,https://www.facebook.com/RebelSeedCider/,,https://maps.google.com/?cid=7067059753674240387,https://www.yelp.com/biz/harvest-ridge-winery-marydel,https://www.tripadvisor.com/Attraction_Review-g34035-d5327402,https://untappd.com/w/rebel-seed-cider/231348,39.083683,-75.742472
2105,Riley's Cidery,0,0,0,0,0,1,1,2023,2023,1,Bowen Island,British Columbia,Canada,Active,https://www.rileyscider.com/,https://www.facebook.com/rileyscidery/,https://www.instagram.com/rileyscidery/,https://maps.google.com/?cid=9203737158800520029,,,https://untappd.com/RileysCidery,49.3624343,-123.4012374
529,Rootstock Cider & Spirits,0,0,0,0,0,1,1,2018,2018,1,Williamson,New York,USA,Active,https://www.rootstockciderworks.com/,https://www.facebook.com/RootstockCiderAndSpirits,https://www.instagram.com/rootstockciderandspirits/,https://maps.google.com/?cid=326849638277971533,https://www.yelp.com/biz/apple-country-spirits-williamson,https://www.tripadvisor.com/Attraction_Review-g48892-d4473976,https://untappd.com/w/rootstock-ciderworks/186540,43.201215,-77.224684
830,Sea Cider Farm & Ciderhouse,0,0,0,0,0,1,1,2018,2018,1,Saanichton,British Columbia,Canada,Active,https://www.seacider.ca/,https://www.facebook.com/seacider,https://www.instagram.com/seaciderhouse/,https://maps.google.com/?cid=689108951249608790,https://www.yelp.com/biz/sea-cider-farm-and-ciderhouse-saanichton,https://www.tripadvisor.com/Attraction_Review-g184850-d2392234,https://untappd.com/w/sea-cider-farm-and-ciderhouse/4780,48.6036859,-123.396825
52,Starcut Ciders,0,0,0,0,0,1,1,2019,2019,1,Bellaire,Michigan,USA,Active,http://starcutciders.com/,https://www.facebook.com/starcutcidersmi,https://www.instagram.com/starcutciders/,https://maps.google.com/?cid=2440791440580754774,https://www.yelp.com/biz/shorts-brewing-company-bellaire-2,https://www.tripadvisor.com/Restaurant_Review-g41979-d1182151,https://untappd.com/w/starcut-ciders/168123,44.976269,-85.210357
591,Steelhead Cider,0,0,0,0,0,1,1,2022,2022,1,Manson,Washington,USA,Active,https://www.steelheadcider.com/,https://www.facebook.com/steelheadcider,https://www.instagram.com/steelheadcider,https://maps.google.com/?cid=16118520065240138994,https://www.yelp.com/biz/north-shore-cafe-manson-4,https://www.tripadvisor.com/Restaurant_Review-g58587-d8389655,https://untappd.com/w/steelhead-cider/217353,47.885564,-120.160256
601,Stowe Cider,0,0,0,0,0,1,1,2017,2017,1,Stowe,Vermont,USA,Active,http://www.stowecider.com/,https://www.facebook.com/StoweCider,https://www.instagram.com/stowecider/,https://maps.google.com/?cid=6993680314169906863,https://www.yelp.com/biz/stowe-cider-stowe-2,https://www.tripadvisor.com/Attraction_Review-g57415-d7191104,https://untappd.com/w/stowe-cider/78100,44.473504,-72.711986
643,Tractor Brewing Company,0,0,0,0,0,1,1,2018,2018,1,Albuquerque,New Mexico,USA,Active,https://getplowed.com/,https://www.facebook.com/TractorBrewingCompany,https://www.instagram.com/tractorbrewing/,https://maps.google.com/?cid=3753383082862892137,https://www.yelp.com/biz/tractor-brewing-company-albuquerque-3,https://www.tripadvisor.com/Attraction_Review-g60933-d7253231,https://untappd.com/w/tractor-brewing-company/3620,35.102281,-106.647915
62,Vander Mill,0,0,0,0,0,1,1,2018,2018,1,Grand Rapids,Michigan,USA,Active,http://vandermill.com/,https://www.facebook.com/VanderMillGR,https://www.instagram.com/vandermill/,https://maps.google.com/?cid=6214407049389872858,https://www.yelp.com/biz/vander-mill-grand-rapids-grand-rapids-5,https://www.tripadvisor.com/Restaurant_Review-g42256-d10325970,https://untappd.com/w/vander-mill/8388,42.971697,-85.630719
2212,Winsome Ciderworks,0,0,0,0,0,1,1,2019,2019,1,Woodinville,Oregon,USA,Active,https://www.winsomeciderworks.com/,https://www.facebook.com/winsomeciderworks/,https://www.instagram.com/winsomeciderworks/,,,,https://untappd.com/WinsomeCiderworks,47.7687355,-122.1489941
