ID,Year,Category,Award,Medalist_Original,Product,Points,Country,WID,Medalist
455,2021,Sparkling Mixed & Flavoured,🥈 Silver,Pomolo Obstweine,Apfel-Quitte-Secco,102,Germany,1336,Pomolo Obstweine
456,2021,Sparkling Mixed & Flavoured,🥈 Silver,Berryland,Rkatsyteli Apple Cider,100,Ukraine,1995,Berryland
457,2021,Sparkling Mixed & Flavoured,🥈 Silver,Zeillerner Mostg'wölb,Fortissimo,100,Austria,3569,Zeillerner Mostg'wölb
458,2021,Sparkling Mixed & Flavoured,🥈 Silver,Boller Fruchtsäfte Stolz,Boller Birnen Bizzler,99,Germany,3050,Boller Fruchtsäfte
459,2021,Sparkling Mixed & Flavoured,🥈 Silver,Egge Gård,Rosé,98,Norway,1663,Egge Gård
460,2021,Sparkling Mixed & Flavoured,🥉 Honor,Sidra Somarroza,La Sidruca con Limón,95,Spain,1921,Sidra Somarroza
461,2021,Sparkling Mixed & Flavoured,🥉 Honor,Berryland,Cabernet Fran Apple Cider,93,Ukraine,1995,Berryland
462,2021,Sparkling Mixed & Flavoured,🥉 Honor,Cidre Mauret,Le Fruité,90,France,3340,Cidre Mauret
463,2021,Sparkling Mixed & Flavoured,🥉 Honor,von Wiesen,von Wiesen Ancestral Apfel & Hopfen,88,Germany,3260,Von Wiesen
464,2021,Sparkling Mixed & Flavoured,🥉 Honor,Pankrazhofer,Bio Speckbirnen Frizzante,86,Austria,1351,Pankrazhofer
465,2021,Sparkling Mixed & Flavoured,🥉 Honor,Weidmann & Groh,Cydonia,85,Germany,1343,Weidmann & Groh
466,2021,Sparkling Mixed & Flavoured,🥉 Honor,F. S. A. Diks,Stevez Peren Cider,80,Netherlands,3548,Steve'z
467,2021,Sparkling Mixed & Flavoured,🥉 Honor,Müllers Mostmanufaktur,Steffis Cider,80,Germany,3062,Müllers Mostmanufaktur
468,2021,Sparkling Mixed & Flavoured,🥉 Honor,Uritca,Abuls Dry Hopped Cider,80,Latvia,2361,Abuls
469,2021,Non-Alcoholic,🏆 Best of Category,Pomolo Obstweine,Apfel-Quitte-Secco alkoholfrei,120,Germany,1336,Pomolo Obstweine
470,2021,Non-Alcoholic,🥇 Gold,Haußler Hinterespig,Naturkind,118,Germany,3053,Haußler Hinterespig
471,2021,Non-Alcoholic,🥇 Gold,Mosterei Bussinger,Redlove Apple Dream Secco,117,Switzerland,3574,Mosterei Bussinger
472,2021,Non-Alcoholic,🥇 Gold,De Coöperatieve Betuwse Fruitmotor,Krenkelaar Appelsprankel Framboos,115,Netherlands,3564,De Fruitmotor
473,2021,Non-Alcoholic,🥇 Gold,Haugsfrukt,Haugsfrukt Perlande Eple,114,Norway,3382,Haugsfrukt
474,2021,Non-Alcoholic,🥇 Gold,Clostermann Organics,Appléritif Apfel-Ingwer & Bergamotte,109,Germany,1345,Clostermann Organics
475,2021,Non-Alcoholic,🥇 Gold,Mosterei Seiz,Rosalinde,109,Germany,3057,Mosterei Seiz
476,2021,Non-Alcoholic,🥈 Silver,Manufaktur Jörg Geiger,Champagnerbratbirne frei von Alkohol,107,Germany,1322,Jörg Geiger
477,2021,Non-Alcoholic,🥈 Silver,F. S. A. Diks,Steve'z Peer & Bubbel,104,Netherlands,3548,Steve'z
478,2021,Non-Alcoholic,🥈 Silver,Nohoval Drinks Company,Stonewell non-alcoholic Cider,103,Ireland,1265,Stonewell Cider
479,2021,Non-Alcoholic,🥈 Silver,Kelterei Heil,Cooper's Cider alkoholfrei,102,Germany,1574,Kelterei Heil
480,2021,Ice Cider,🏆 Best of Category,Krenzers Rhön,Apfelsherry Whiskyfass edelsüß,120,Germany,1332,Krenzers Rhön
481,2021,Ice Cider,🏆 Best of Category,Seppelbauer,San Bernardo,120,Austria,1548,Seppelbauer
482,2021,Ice Cider,🥇 Gold,Abavas Darzi,Abavas Apple Pie,117,Latvia,2363,Abavas
483,2021,Ice Cider,🥇 Gold,Institut Agricole Régional,Dzalou – Annozero,117,Italy,2031,Institut Agricole Régional
484,2021,Ice Cider,🥇 Gold,Zapiain,Bizi-Goxo 2015,117,Spain,1172,Zapiain
485,2021,Ice Cider,🥇 Gold,Krenzers Rhön,Apfelsherry Wildbirne Islayfass,113,Germany,1332,Krenzers Rhön
486,2021,Ice Cider,🥇 Gold,Egge Gård,Iseple,112,Norway,1663,Egge Gård
487,2021,Ice Cider,🥇 Gold,"Valle, Ballina y Fernández",Ice Cider 1898,112,Spain,1314,Sidra El Gaitero
488,2021,Ice Cider,🥇 Gold,Schlaraffenburger Streuobstagentur,Schlaraffenburger Apfeldessertwein,111,Germany,3566,Schlaraffenburger
489,2021,Ice Cider,🥇 Gold,Krenzers Rhön,Apfelsherry Jamaika,110,Germany,1332,Krenzers Rhön
490,2021,Ice Cider,🥈 Silver,Cold Hand Winery,Malus X Feminam 2018,99,Denmark,1986,Cold Hand Winery
491,2021,Brandy,🏆 Best of Category,Maley,Whymper 1865,120,Italy,1517,Maley
492,2021,Brandy,🥇 Gold,Hogan's Cider,Hogan's Apple Brandy,116,England,1150,Hogan's Cider
493,2021,Brandy,🥇 Gold,Zapiain,Sagardoz Haritza,114,Spain,1172,Zapiain
494,2021,Brandy,🥇 Gold,Atla,Muistne Öunanaps,113,Estonia,3169,EBD Group
495,2021,Brandy,🥇 Gold,Atla,Möisahärra Öunanaps,113,Estonia,3169,EBD Group
496,2021,Brandy,🥇 Gold,Seppelbauer,Zigarrenbrand – Apfelmostbrand in Eiche,112,Austria,1548,Seppelbauer
497,2021,Brandy,🥇 Gold,Verein Mostbarone,Prima Pira,111,Austria,1548,Seppelbauer
498,2021,Brandy,🥈 Silver,Lokalfaktor,Born in the Wetterau Apfelschnaps,104,Germany,1335,Kelterei Müller
499,2021,Brandy,🥈 Silver,Balholm,6666 Epledram,103,Norway,1534,Ciderhuset Balholm
500,2021,Brandy,🥉 Honor,Atla,Helisev Öunanaps,93,Estonia,3169,EBD Group
501,2021,Brandy,🥉 Honor,Zapiain,Sagardoz Goxoa,92,Spain,1172,Zapiain
502,2021,Brandy,🥉 Honor,Zapiain,Sagardoz Txuria,91,Spain,1172,Zapiain
503,2022,Still,🏆 Best of Category,Kühbrein Most,Kühbrein - Champagner Renette,120,Austria,2396,Kühbrein Most
504,2022,Still,🏆 Best of Category,Maley,Cidre du Saint Bernard,120,Italy,1517,Maley
505,2022,Still,🥇 Gold,Mosterei Möhl AG,Möhl Heritage Cider - Schöner Boskoop,114,Switzerland,3124,Mosterei Möhl
506,2022,Still,🥇 Gold,Zapian,Zapiain Premium D.O. Euskal Sagardoa,114,Spain,1172,Zapiain
507,2022,Still,🥇 Gold,Obstbau & Kelterei Schmitt,Viez,111,Germany,2710,Obstbau & Kelterei Schmitt
508,2022,Still,🥈 Silver,Gutshof Kraatz,Rote Sternrenette 2020,108,Germany,2825,Gutshof Kraatz
509,2022,Still,🥈 Silver,Jumpravas Sidrs,Mr. Plume Pussausais,103,Latvia,2073,Mr. Plūme
510,2022,Still,🥈 Silver,Genussmosthof Veitlbauer,Jonagold Apfelwein halbtrocken,97,Austria,3052,Genussmosthof Veitlbauer
511,2022,Still,🥉 Honor,Obsthof Brüggenwirth,Apfelgold fruchtig-elegant,95,Germany,2828,Obst- & Weingut Brüggenwirth
512,2022,Still,🥉 Honor,Ulvik Frukt & Cideri,Stille Stunder,94,Norway,1414,Ulvik Frukt & Cideri
513,2022,Still,🥉 Honor,"Valle, Ballina y Fernández",El Gaitero Natural,93,Spain,1314,Sidra El Gaitero
514,2022,Still,🥉 Honor,Krenzers Rhön,Bio,92,Germany,1332,Krenzers Rhön
515,2022,Still,🥉 Honor,Gutshof Kraatz,Kanada Renette 2020,91,Germany,2825,Gutshof Kraatz
516,2022,Still,🥉 Honor,Petritegi Sagardoak 2011,Petritegi Euskal Sagardoa D.O.,87,Spain,1171,Petritegi
517,2022,Still,🥉 Honor,The Newt in Somerset,Fine Cyder 2020,84,England,2384,The Newt in Somerset
518,2022,Still,🥉 Honor,Kupela,Kupela Aingura,84,France,3092,Kupela
519,2022,Still,🥉 Honor,Kupela,Kupela Traditional Basque Cider,83,France,3092,Kupela
520,2022,Still,🥉 Honor,Apfelwein Kaes,Kaes Apfelwein,82,Germany,3271,Kelterei Kaes
521,2022,Still,🥉 Honor,Kelterei Nöll,Frankfurter Apfelwein Klassisch,81,Germany,1228,Kelterei Nöll
522,2022,Sparkling,🏆 Best of Category,Genussmosthof Veitlbauer,Secco Rosé,120,Austria,3052,Genussmosthof Veitlbauer
523,2022,Sparkling,🏆 Best of Category,Jens Eberhardt Schaumweine,Jes Cider,120,Germany,3343,JEs Cider
524,2022,Sparkling,🏆 Best of Category,Kelterei Herberth,Apfel-Klassiker Apfelschaumwein herb,120,Germany,1330,Kelterei Herberth
525,2022,Sparkling,🥇 Gold,Sekse Gard,Hardangerbonden - Pappa,114,Norway,3011,Hardangerbonden
526,2022,Sparkling,🥇 Gold,Hardangergutane,Vindpust,114,Norway,2746,Hardangergutane
527,2022,Sparkling,🥇 Gold,OmCider,Valagubben,113,Norway,2753,OmCider
528,2022,Sparkling,🥇 Gold,NeRo,Vill & Villig,112,Norway,2606,Nerø Frukt og Sider
529,2022,Sparkling,🥇 Gold,Kühbrein Most,Kühbrein Red Love Secco,111,Austria,2396,Kühbrein Most
530,2022,Sparkling,🥇 Gold,Cidre Bigoud,Cidre Le Brun Artisanal Doux,111,France,1586,Cidre Le Brun
531,2022,Sparkling,🥇 Gold,Balholm,Vestland 2021,111,Norway,1534,Ciderhuset Balholm
532,2022,Sparkling,🥇 Gold,Talavas Sidrs,Talavas Premium Apple Cider,110,Latvia,2142,Tālava
533,2022,Sparkling,🥇 Gold,Kvestad Sideri,1808,110,Norway,2545,Kvestad Sideri
534,2022,Sparkling,🥇 Gold,Cidrerie Milton,Cid Rosé,110,Canada,750,Cidrerie Milton
535,2022,Sparkling,🥇 Gold,Horn Cider,Idun*,109,Denmark,3344,Horn Cider
536,2022,Sparkling,🥈 Silver,Azienda Agricola dell Fatti Laura,Sidro Melagodo Brut,108,Italy,3078,Sidro MelaGodo
537,2022,Sparkling,🥈 Silver,Egge Gaard,Liersider,108,Norway,1663,Egge Gård
538,2022,Sparkling,🥈 Silver,Store Naa Siderkompani,57/2 - Karkall,107,Norway,2604,Store Naa Siderkompani
539,2022,Sparkling,🥈 Silver,Lærdal Sideri,Sider Fra Sote Epler,107,Norway,3382,Haugsfrukt
540,2022,Sparkling,🥈 Silver,Paladeus,Paladeus - Sidro di Mela Frizzante,106,Italy,3024,Paladeus
541,2022,Sparkling,🥈 Silver,Horn Cider,Frigu*,104,Denmark,3344,Horn Cider
542,2022,Sparkling,🥈 Silver,Manufactur Apfeltraum,Mousseux de Pomfital,103,Germany,3263,Roter Adam
543,2022,Sparkling,🥈 Silver,Rosecker Streuobst,Cloudy Cider,103,Germany,3064,Rosecker Streuobst
544,2022,Sparkling,🥈 Silver,Gallinal Drinks,Exner Craft Apple Cider,103,Spain,2755,Exner Cider
545,2022,Sparkling,🥈 Silver,Most Manufaktur Bernhard Müller,Bittenfelder pur,102,Germany,3062,Müllers Mostmanufaktur
546,2022,Sparkling,🥈 Silver,Obstkelterei van Nahmen,Apfelcidre,102,Germany,3055,Obstkelterei van Nahmen
547,2022,Sparkling,🥈 Silver,Hardangergutane,Solglimit,102,Norway,2746,Hardangergutane
548,2022,Sparkling,🥈 Silver,Cidre Maho,Guillevic,102,France,2543,Cidrerie du Pays d'Auray
549,2022,Sparkling,🥈 Silver,Gutshof Kraatz,Apfel Cider,101,Germany,2825,Gutshof Kraatz
550,2022,Sparkling,🥈 Silver,Alde Sideri,Alde Sider,101,Norway,2546,Alde Sider
551,2022,Sparkling,🥈 Silver,Kelterei Possmann,Possmann 1881 Apfelschaumwein,101,Germany,1146,Kelterei Possmann
552,2022,Sparkling,🥈 Silver,Balholm,Vestmann,101,Norway,1534,Ciderhuset Balholm
553,2022,Sparkling,🥈 Silver,Helleland Gard,Heldre Sider - Tausakjeldo,100,Norway,3269,Helleland Gard
554,2022,Sparkling,🥈 Silver,Eiane Gard,Fyndig,100,Norway,3008,Eiane Gard
555,2022,Sparkling,🥈 Silver,"Valle, Ballina y Fernández",Sidra El Gaitero Rosé,100,Spain,1314,Sidra El Gaitero
556,2022,Sparkling,🥈 Silver,Angry Orchard,Baldwin Traditional Method,99,United States,87,Angry Orchard
557,2022,Sparkling,🥈 Silver,Ramborn Cider Co.,Ramborn Original Medium Dry Cider,99,Luxembourg,2698,Ramborn Cider Co.
558,2022,Sparkling,🥈 Silver,NeRo,Futens Vrede,98,Norway,2606,Nerø Frukt og Sider
559,2022,Sparkling,🥈 Silver,Cidrerie du Pays d'Auray,Cidre Demisec,98,France,2543,Cidrerie du Pays d'Auray
560,2022,Sparkling,🥈 Silver,Andersen Winery,Sigrid,98,Denmark,3001,Andersen Winery
561,2022,Sparkling,🥈 Silver,Petritegi Sagardoak 2011,Petritegi Aparduna Brut Nature,98,Spain,1171,Petritegi
562,2022,Sparkling,🥈 Silver,Bear Cider,Bear Cider,97,Netherlands,1930,Bear Cider
563,2022,Sparkling,🥉 Honor,Adam & Eva Bodensee Cider,Adam,96,Germany,3503,Adam & Eva
564,2022,Sparkling,🥉 Honor,Weingut Weishaar,Mustum Cider Apfel,96,Germany,3571,Weingut Weishaar
565,2022,Sparkling,🥉 Honor,Pomolo Obstweine,Roter Boskoop,96,Germany,1336,Pomolo Obstweine
566,2022,Sparkling,🥉 Honor,Floribunda,Apfel Cider alla mela,95,Italy,2029,Floribunda
567,2022,Sparkling,🥉 Honor,Paladeus,Cider 1979,95,Italy,3024,Paladeus
568,2022,Sparkling,🥉 Honor,Adam & Eva Bodensee Cider,Eva,95,Germany,3503,Adam & Eva
569,2022,Sparkling,🥉 Honor,Sidra Somarroza,Sidra Espumosa Dulce Somarroza,94,Spain,1921,Sidra Somarroza
570,2022,Sparkling,🥉 Honor,Sidro Vittoria,Italian Bloom Vintag 2018,92,Italy,3147,Sidro Vittoria
571,2022,Sparkling,🥉 Honor,Cidrerie Milton,Honeycrisp Sour,92,Canada,750,Cidrerie Milton
572,2022,Sparkling,🥉 Honor,Kühbrein Most,Kühbrein Cider,91,Austria,2396,Kühbrein Most
573,2022,Sparkling,🥉 Honor,Widum Baumann,Alelino Mountain Cider,91,Italy,3155,Widum Baumann
574,2022,Sparkling,🥉 Honor,Hardanger Saft og Siderfabrikk,Hardanger Dronningsider,90,Norway,3010,Hardanger Saft og Siderfabrikk
575,2022,Sparkling,🥉 Honor,Sidra Somarroza,La Sidruca Natural,90,Spain,1921,Sidra Somarroza
576,2022,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Sidra El Gaitero Etiqueta Negra,90,Spain,1314,Sidra El Gaitero
577,2022,Sparkling,🥉 Honor,Weingut Klenert,DK² Cider,90,Germany,3568,Klenert Wein
578,2022,Sparkling,🥉 Honor,Hardanger Saft og Siderfabrikk,Hardanger Sider Sprudlande,89,Norway,3010,Hardanger Saft og Siderfabrikk
579,2022,Sparkling,🥉 Honor,Apfelwein Kaes,Kaes Apfelsecco,88,Germany,3271,Kelterei Kaes
580,2022,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Spring Cider Apple,88,Spain,1314,Sidra El Gaitero
581,2022,Sparkling,🥉 Honor,Von Wiesen,Champagner Renette Brut,87,Germany,3260,Von Wiesen
582,2022,Sparkling,🥉 Honor,Cidre Bigoud,Cidre Le Brun Artisanal Brut,86,France,1586,Cidre Le Brun
583,2022,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Sidra El Gaitero Extra,86,Spain,1314,Sidra El Gaitero
584,2022,Sparkling,🥉 Honor,Sidra Somarroza,La Sidruca Dulce,86,Spain,1921,Sidra Somarroza
585,2022,Sparkling,🥉 Honor,OmCider,Huldra,85,Norway,2753,OmCider
586,2022,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Gaitero Spanish Cider 100% Apples,85,Spain,1314,Sidra El Gaitero
587,2022,Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Pomarina Brut,84,Spain,1314,Sidra El Gaitero
588,2022,Sparkling,🥉 Honor,Cidrerie Milton,Cid Cuivré,83,Canada,750,Cidrerie Milton
589,2022,Sparkling,🥉 Honor,Cidrerie Milton,Galia,83,Canada,750,Cidrerie Milton
590,2022,Sparkling,🥉 Honor,Cidrerie Milton,Cortland Tardive,83,Canada,750,Cidrerie Milton
591,2022,Sparkling,🥉 Honor,Andersen Winery,Anderdog Cider,82,Italy,3001,Andersen Winery
592,2022,Sparkling,🥉 Honor,Kikusui Brewing Company,Kikusui Cidre Dry,82,Japan,2016,Kikusui Brewing Co.
593,2022,Perry & Flavoured Cider - Still,🏆 Best of Category,Abavas Family Winery,Abavas Rhubarb Semi-Sweet Wine,114,Latvia,2363,Abavas
594,2022,Perry & Flavoured Cider - Still,🥇 Gold,Stahringer Streuobstmosterei,Birnout,111,Germany,3030,Stahringer Streuobstmosterei
595,2022,Perry & Flavoured Cider - Still,🥈 Silver,August Kottmann,Wiesenobst-Most Ginger-Luiken-Apfel Gelbmöstler-Birne,101,Germany,3049,Kottmann's Brennerei
596,2022,Perry & Flavoured Cider - Still,🥉 Honor,Stahringer Streuobstmosterei,Gelbmöstler,83,Germany,3030,Stahringer Streuobstmosterei
597,2022,Perry & Flavoured Cider - Sparkling,🏆 Best of Category,Abavas Family Winery,Abavas Meadows Cider,115,Latvia,2363,Abavas
598,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Ramborn Cider Co.,Garden Quince,114,Luxembourg,2698,Ramborn Cider Co.
599,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Eiane Gard,Brist,114,Norway,3008,Eiane Gard
600,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Sidra Somarroza,Bíter Bio Somarroza,114,Spain,1921,Sidra Somarroza
601,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Andersen Winery,BenA,112,Denmark,3001,Andersen Winery
602,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Kikusui Brewing Company,Kikusui Posh Lemon Lime,111,Japan,2016,Kikusui Brewing Co.
603,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Cidrerie Milton,Hollyhop,111,Canada,750,Cidrerie Milton
604,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Sidra Somarroza,La Sidruca con Limón,110,Spain,1921,Sidra Somarroza
605,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Stahringer Streuobstmosterei,Brisanti blau,110,Germany,3030,Stahringer Streuobstmosterei
606,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Apfelundwein - Oberjosbach,Apfel-Quitte,110,Germany,3239,Apfelundwein
607,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Petritegi Sagardoak 2011,Sugar Krash Sagar,110,Spain,1171,Petritegi
608,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Natur Cidre Urs Renninger,Poiré Strohgäu 2020 sec,109,Germany,3087,Naturcidre
609,2022,Perry & Flavoured Cider - Sparkling,🥇 Gold,Pomolo Obstweine,Apfel-Quitten-Secco,109,Germany,1336,Pomolo Obstweine
610,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Store Naa Siderkompani,57/2 - Brudeferd,106,Norway,2604,Store Naa Siderkompani
611,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Abavas Family Winery,Rhubarb Sparkling Wine,106,Latvia,2363,Abavas
612,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Talavas Sidrs,Apple Cider with Hops,105,Latvia,2142,Tālava
613,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Floribunda,Holunder Cider al Sambuco,105,Italy,2029,Floribunda
614,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Lien Gaard,Livlig Apple Cider with Goosberry,104,Norway,3017,Lien Gård
615,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Der Stotz Hof,Handcrafted Cider trocken,103,Germany,3265,Der Stotz Hof
616,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Sekse Gard,Hardangerbonden - Stora Marit,103,Norway,3011,Hardangerbonden
617,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Cold Hand Winery,Sparkling Ice,103,Denmark,1986,Cold Hand Winery
618,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Boller Fruchtsäfte,Friedrich Apfel-Birnen-Cider,100,Germany,3050,Boller Fruchtsäfte
619,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Balholm,Humleblom,100,Norway,1534,Ciderhuset Balholm
620,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Hardanger Saft og Siderfabrikk,Sider med Hylleblom,100,Norway,3010,Hardanger Saft og Siderfabrikk
621,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Pomolo Obstweine,Apfel-Misple-Secco,99,Germany,1336,Pomolo Obstweine
622,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Apal Sideri,Kompani,99,Norway,3002,Apal Sideri
623,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Ulvik Frukt & Cideri,Svartsurbaer Sider,98,Norway,1414,Ulvik Frukt & Cideri
624,2022,Perry & Flavoured Cider - Sparkling,🥈 Silver,Ulvik Frukt & Cideri,Hylleblomsider,98,Norway,1414,Ulvik Frukt & Cideri
625,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Hardanger Saft og Siderfabrikk,Sider med Bringebaer,93,Norway,3010,Hardanger Saft og Siderfabrikk
626,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,"Valle, Ballina y Fernández",Spring Cider Apple + Grape,90,Spain,1314,Sidra El Gaitero
627,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Andersen Winery,Elmsfeuer Rhubarb 2021,89,Denmark,3001,Andersen Winery
628,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Abavas Family Winery,Abavas Forests,89,Latvia,2363,Abavas
629,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Hardangergutane,Skyfri,89,Norway,2746,Hardangergutane
630,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Cold Hand Winery,Sparkling Ice with Cherry,87,Denmark,1986,Cold Hand Winery
631,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Rosecker Streuobst,Perry,86,Germany,3064,Rosecker Streuobst
632,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Kelterei Possmann,Cider Rosé,85,Germany,1146,Kelterei Possmann
633,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Schlaraffenburger Streuobstagentur,Apfelsecco,81,Germany,3566,Schlaraffenburger
634,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Apfelwein Kaes,Kaes Apfelsecco Rosé,80,Germany,3271,Kelterei Kaes
635,2022,Perry & Flavoured Cider - Sparkling,🥉 Honor,Gallinal Drinks,Exner Craft Hopped Cider,80,Spain,2755,Exner Cider
636,2022,Ice Cider - Dessert Wine,🏆 Best of Category,NeRo,NeRo Ice Cider,120,Norway,2606,Nerø Frukt og Sider
637,2022,Ice Cider - Dessert Wine,🏆 Best of Category,Stahringer Streuobstmosterei,Birnoh,120,Germany,3030,Stahringer Streuobstmosterei
638,2022,Ice Cider - Dessert Wine,🥇 Gold,Cold Hand Winery,Malus Danica 2018,118,Denmark,1986,Cold Hand Winery
639,2022,Ice Cider - Dessert Wine,🥇 Gold,Angry Orchard,Pommeau of Walden,110,United States,87,Angry Orchard
640,2022,Ice Cider - Dessert Wine,🥇 Gold,Zapian,Bizi-Goxo 2015,109,Spain,1172,Zapiain
641,2022,Ice Cider - Dessert Wine,🥈 Silver,The Newt in Somerset,Ice Cyder 2020,107,England,2384,The Newt in Somerset
642,2022,Ice Cider - Dessert Wine,🥈 Silver,Alde Sideri,Alde Issider,105,Norway,2546,Alde Sider
643,2022,Ice Cider - Dessert Wine,🥈 Silver,Mosterei Seiz,Pomport No 1,101,Germany,3057,Mosterei Seiz
644,2022,Ice Cider - Dessert Wine,🥈 Silver,Hardanger Saft og Siderfabrikk,Hardanger Eplelikor,98,Norway,3010,Hardanger Saft og Siderfabrikk
645,2022,Ice Cider - Dessert Wine,🥉 Honor,"Valle, Ballina y Fernández",Sidra de Hielo 1898,90,Spain,1314,Sidra El Gaitero
646,2022,Ice Cider - Dessert Wine,🥉 Honor,Balholm,Bjor,90,Norway,1534,Ciderhuset Balholm
647,2022,Ice Cider - Dessert Wine,🥉 Honor,Egge Gaard,Iseple,88,Norway,1663,Egge Gård
648,2022,Ice Cider - Dessert Wine,🥉 Honor,Abavas Family Winery,Apple Pie,88,Latvia,2363,Abavas
649,2022,Non-Alcoholic Cider,🏆 Best of Category,Der Stotz Hof,Handcrafted Cider alkoholfrei,117,Germany,3265,Der Stotz Hof
650,2022,Non-Alcoholic Cider,🥈 Silver,Kelterei Possmann,Frankfurter Äpfelwein alkoholfrei,108,Germany,1146,Kelterei Possmann
651,2022,Non-Alcoholic Cider,🥈 Silver,Pomolo Obstweine,Apfelquittensecco ohne Alkohol,107,Germany,1336,Pomolo Obstweine
652,2022,Non-Alcoholic Cider,🥈 Silver,Manufaktur Jörg Geiger,Wiesenobst Cider alkoholfrei,106,Germany,1322,Jörg Geiger
653,2022,Non-Alcoholic Cider,🥈 Silver,Von Wiesen,Eisenkraut & Quitte alkoholfrei,101,Germany,3260,Von Wiesen
654,2022,Non-Alcoholic Cider,🥉 Honor,Clostermann Organics,Appléritif Salz-Pomeranze & Wacholder,84,Germany,1345,Clostermann Organics
655,2022,Non-Alcoholic Cider,🥉 Honor,Haugfrukt Company,Perlende Eple,83,Norway,3382,Haugsfrukt
656,2022,Brandy,🏆 Best of Category,Hardanger Saft og Siderfabrikk,Hardanger Eplebrennevin,114,Norway,3010,Hardanger Saft og Siderfabrikk
657,2022,Brandy,🥈 Silver,Egge Gaard,Eplebrennevin,108,Norway,1663,Egge Gård
658,2022,Brandy,🥈 Silver,Maley,Whymper 1865,107,Italy,1517,Maley
659,2023,Still,🏆 Best of Category,Kühbrein,KühbreinMost Maschanzker,120,Austria,2396,Kühbrein Most
660,2023,Still,🥇 Gold,Rote Pumpe,Rouge 2022,116.5,Germany,3060,Rote Pumpe
661,2023,Still,🥇 Gold,Weidmann & Groh,Boskop,116,Germany,1343,Weidmann & Groh
662,2023,Still,🥇 Gold,Kottmann's Brennerei,Wiesenobst Cider Börtlinger Weinapfel,111.5,Germany,3049,Kottmann's Brennerei
663,2023,Still,🥇 Gold,Müllers Mostmanufaktur,Apfel Quitte Speierling,111,Germany,3062,Müllers Mostmanufaktur
664,2023,Still,🥇 Gold,Obstbau Ciampa,Spätlese vom Altrain,110.5,Germany,2801,Obstbau Ciampa
665,2023,Still,🥇 Gold,Jörg Geiger,HolzApfel,110,Germany,1322,Jörg Geiger
666,2023,Still,🥇 Gold,Kottmann's Brennerei,Wiesenobst Cider Luikenapfel,109.5,Germany,3049,Kottmann's Brennerei
667,2023,Still,🥇 Gold,Isastegi,Sidra Natural Isastegi D.O. Premium,109,Spain,1546,Isastegi
668,2023,Still,🥇 Gold,Zapiain,Euskal Sagardoa Premium 2022,108.5,Spain,1172,Zapiain
669,2023,Still,🥇 Gold,Mistérios da Quinta,Arrebita,108.5,Portugal,2603,Mistérios da Quinta
670,2023,Still,🥈 Silver,Genussmosthof Veitlbauer,Topaz,107.5,Austria,3052,Genussmosthof Veitlbauer
671,2023,Still,🥈 Silver,Rote Pumpe,Bad Nauheimer Goldstein,104.5,Germany,3060,Rote Pumpe
672,2023,Still,🥈 Silver,Weidmann & Groh,Goldparmäne,104,Germany,1343,Weidmann & Groh
673,2023,Still,🥈 Silver,Petritegi,Alai,102,Spain,1171,Petritegi
