ID,Year,ID2,WID,Medalist_Original,Class,Award,Medalist,Product,Score,Class #,BOC,Region_Original,Status,Region,Country,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
609,2018,8,2861,Incy Wincy Cyder,New World Dry Cider,🥉 Bronze,Incy Wincy Cyder,Vat Of 9 Tails (VNT) 2017,83,1,0,,Active,New South Wales,Australia,"<a href=""https://www.incywincycyder.com/"">Website</a>","<a href=""https://www.facebook.com/incywincycyder/"">Facebook</a>","<a href=""https://www.instagram.com/incywincycyder_orange"">Instagram</a>",,,,"<a href=""https://untappd.com/w/incy-wincy-cyder/413318"">Untappd</a>"
607,2018,6,3390,Granite Belt Cider Co,New World Dry Cider,🥉 Bronze,Granite Belt Cider Company,Twisted Branch ,82,1,0,,Inactive,Queensland,Australia,,,,,,,
606,2018,2,1190,Bilpin Cider Co,New World Dry Cider,🥉 Bronze,Bilpin Cider,Bilpin Archibald Extra Brut,80,1,0,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
610,2018,9,2861,Incy Wincy Cyder,New World Dry Cider,🥉 Bronze,Incy Wincy Cyder,Wild 2017,80,1,0,,Active,New South Wales,Australia,"<a href=""https://www.incywincycyder.com/"">Website</a>","<a href=""https://www.facebook.com/incywincycyder/"">Facebook</a>","<a href=""https://www.instagram.com/incywincycyder_orange"">Instagram</a>",,,,"<a href=""https://untappd.com/w/incy-wincy-cyder/413318"">Untappd</a>"
616,2018,19,1442,William Smith & Sons,New World Dry Cider,🥉 Bronze,Willie Smith's,Willie Smith's Bone Dry Cider,80,1,0,,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
614,2018,16,2874,Sunshine Coast Cider,New World Dry Cider,🥉 Bronze,Sunshine Coast Cider,Bottle Fermented,79,1,0,,Active,Queensland,Australia,"<a href=""https://www.sunshinecoastcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sunshinecoastcider/"">Facebook</a>","<a href=""https://www.instagram.com/sunshinecoastcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10163774916123498605"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7815622-d21508891"">TripAdvisor</a>","<a href=""https://untappd.com/SunshineCoastCider"">Untappd</a>"
608,2018,7,2861,Incy Wincy Cyder,New World Dry Cider,🥉 Bronze,Incy Wincy Cyder,The Hunstman - 2017,78,1,0,,Active,New South Wales,Australia,"<a href=""https://www.incywincycyder.com/"">Website</a>","<a href=""https://www.facebook.com/incywincycyder/"">Facebook</a>","<a href=""https://www.instagram.com/incywincycyder_orange"">Instagram</a>",,,,"<a href=""https://untappd.com/w/incy-wincy-cyder/413318"">Untappd</a>"
613,2018,12,3413,SBO,New World Dry Cider,🥉 Bronze,Surges Bay Orchard,Sturmer Pippin,78,1,0,,Inactive,Tasmania,Australia,,,,,,,
637,2018,52,1131,Westons,New World Medium Cider,🥇 Gold,Westons Cider,Caple Road,94,2,1,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
638,2018,53,1131,Westons,New World Medium Cider,🥇 Gold,Westons Cider,Old Rosie,92.5,2,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
640,2018,55,1442,William Smith & Sons,New World Medium Cider,🥇 Gold,Willie Smith's,Willie Smith's Organic Cider,92.5,2,0,,Active,Tasmania,Australia,"<a href=""https://www.williesmiths.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198"">Facebook</a>","<a href=""https://www.instagram.com/williesmithscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16057012530083496420"">Google</a>","<a href=""https://www.yelp.com/biz/willie-smith-s-apple-shed-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1175547-d7911074"">TripAdvisor</a>","<a href=""https://untappd.com/WilliamSmithandSons"">Untappd</a>"
623,2018,31,1488,Flying Brick Cider Co,New World Medium Cider,🥈 Silver,Flying Brick Cider,Draught Cider,90,2,0,,Active,Victoria,Australia,"<a href=""https://flyingbrickciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/flyingbrickciderco"">Facebook</a>","<a href=""https://www.instagram.com/flyingbrickciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=413601929230884265"">Google</a>","<a href=""https://www.yelp.com/biz/flying-brick-cider-co-wallington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g1937720-d7332877"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/33883"">Untappd</a>"
624,2018,32,3390,Granite Belt Cider Co,New World Medium Cider,🥈 Silver,Granite Belt Cider Company,Treehouse Cider,90,2,0,,Inactive,Queensland,Australia,,,,,,,
633,2018,48,1175,Small Acres Cyder,New World Medium Cider,🥈 Silver,Small Acres Cyder,Small Acres Pomme,90,2,0,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
619,2018,26,2839,Borrodell,New World Medium Cider,🥈 Silver,Borrodell Vineyard,Comrade 2017,88,2,0,,Active,New South Wales,Australia,"<a href=""https://www.borrodell.com.au/"">Website</a>","<a href=""https://www.facebook.com/BorrodellVineyard/"">Facebook</a>","<a href=""https://www.instagram.com/borrodell_vineyard/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9113164481963775697"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255326-d4469466"">TripAdvisor</a>","<a href=""https://untappd.com/w/borrodell-vineyard/42488"">Untappd</a>"
634,2018,49,2874,Sunshine Coast Cider,New World Medium Cider,🥈 Silver,Sunshine Coast Cider,Sunshine Cider,88,2,0,,Active,Queensland,Australia,"<a href=""https://www.sunshinecoastcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/sunshinecoastcider/"">Facebook</a>","<a href=""https://www.instagram.com/sunshinecoastcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10163774916123498605"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g7815622-d21508891"">TripAdvisor</a>","<a href=""https://untappd.com/SunshineCoastCider"">Untappd</a>"
629,2018,41,3419,Magners Irish Cider,New World Medium Cider,🥈 Silver,Magners,Magners Original,86,2,0,,Active,Tipperary,Ireland,"<a href=""https://magners.co.uk/"">Website</a>","<a href=""https://www.facebook.com/magnerscider"">Facebook</a>","<a href=""https://www.instagram.com/magnersuk"">Instagram</a>","<a href=""https://maps.google.com/?cid=13030775149028298606"">Google</a>",,,"<a href=""https://untappd.com/MagnersCider"">Untappd</a>"
620,2018,27,2848,Cheeky Tiki ,New World Medium Cider,🥈 Silver,Cheeky Tiki Cider,Cheeky Tiki -  Dry Apple Cider,85,2,0,,Active,Queensland,Australia,"<a href=""https://www.ohanawinery.com.au/"">Website</a>","<a href=""https://www.facebook.com/OhanaWinery"">Facebook</a>","<a href=""https://www.instagram.com/cheekytikicider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10807300234963010109"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g255334-d15052083"">TripAdvisor</a>","<a href=""https://untappd.com/CheekyTiki"">Untappd</a>"
626,2018,34,2858,Harcourt Cider,New World Medium Cider,🥈 Silver,Harcourt Perry & Cider Makers,Harcourt Dry Cider,85,2,0,,Active,Victoria,Australia,"<a href=""https://harcourtcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HarcourtCider/"">Facebook</a>","<a href=""https://www.instagram.com/harcourtcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8775592475109844928"">Google</a>",,,"<a href=""https://untappd.com/w/harcourt-perry-cider-makers/429734"">Untappd</a>"
635,2018,50,1494,The Apple Thief Ciders ,New World Medium Cider,🥈 Silver,The Apple Thief,Limited Release Cider (Keg Only),84.5,2,0,,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
639,2018,54,1131,Westons,New World Medium Cider,🥉 Bronze,Westons Cider,Old Rosie Flagon,83,2,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
627,2018,35,2860,Hillbilly Cider,New World Medium Cider,🥉 Bronze,Hillbilly Cider,Scrumpy,81,2,0,,Active,New South Wales,Australia,"<a href=""https://hillbillycider.com.au/"">Website</a>","<a href=""https://www.facebook.com/HillbillyCider/"">Facebook</a>","<a href=""https://www.instagram.com/hillbillycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=904695025997043027"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d12290596"">TripAdvisor</a>","<a href=""https://untappd.com/w/hillbilly-harvest-co/44163"">Untappd</a>"
617,2018,22,1188,Batlow Cider,New World Medium Cider,🥉 Bronze,Batlow Cider Co.,Batlow Premium Cider,80,2,0,,Active,New South Wales,Australia,"<a href=""https://www.batlowcider.com.au/"">Website</a>","<a href=""https://www.facebook.com/batlowcider"">Facebook</a>","<a href=""https://www.instagram.com/batlowcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/16618"">Untappd</a>"
618,2018,24,1190,Bilpin Cider Co,New World Medium Cider,🥉 Bronze,Bilpin Cider,Bilpin Archibald Cloudy Cider,80,2,0,,Active,New South Wales,Australia,"<a href=""https://bilpincider.com/"">Website</a>","<a href=""https://www.facebook.com/bilpincider"">Facebook</a>","<a href=""https://www.instagram.com/bilpincider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1982319036704250930"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1093762-d10065632"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18734"">Untappd</a>"
630,2018,42,3406,Monteiths,New World Medium Cider,🥉 Bronze,Monteith's Brewing Co.,Goldsmiths Cider,79,2,0,,Active,West Coast,New Zealand,"<a href=""https://www.thebrewery.co.nz/"">Website</a>","<a href=""https://www.facebook.com/monteithsbrewery"">Facebook</a>","<a href=""https://www.instagram.com/monteithsbrewery1868"">Instagram</a>","<a href=""https://maps.google.com/?cid=13339274588774573493"">Google</a>","<a href=""https://www.yelp.com/biz/monteiths-brewing-co-greymouth"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g255372-d1007467"">TripAdvisor</a>","<a href=""https://untappd.com/MonteithsBrewingCo"">Untappd</a>"
621,2018,29,3426,Faire Ferments,New World Medium Cider,🥉 Bronze,Faire Ferments,Co-Op Orchard Blend,78,2,0,,Inactive,Victoria,Australia,,,,,,,
622,2018,30,3175,Fils De Pømme,New World Medium Cider,🥉 Bronze,Fils de Pomme,Le Sauvage,78,2,0,,Active,Île-de-France,France,"<a href=""https://fils-de-pomme.com/"">Website</a>","<a href=""https://www.facebook.com/filsdepomme"">Facebook</a>","<a href=""https://www.instagram.com/filsdepomme/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8093403779791398976"">Google</a>",,,"<a href=""https://untappd.com/w/fils-de-pa-mme/335627"">Untappd</a>"
625,2018,33,3417,Hansen Tasmania,New World Medium Cider,🥉 Bronze,Hansen Tasmania,Hansen Tasmania Apple Cider 330ml,78,2,0,,Inactive,Tasmania,Australia,,,,,,,
631,2018,45,2870,Runamuk Cider Co.,New World Medium Cider,🥉 Bronze,Runamuk Cider Co,The Grifter ,78,2,0,,Active,Western Australia,Australia,"<a href=""https://runamukciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/RunamukCiderCo/"">Facebook</a>","<a href=""https://www.instagram.com/runamukciderco/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/runamuk-cider-co/430598"">Untappd</a>"
632,2018,46,1916,Sidewood,New World Medium Cider,🥉 Bronze,Sidewood Estate,Sidewood Apple Cider,78,2,0,,Active,South Australia,Australia,"<a href=""https://sidewood.com.au/"">Website</a>","<a href=""https://www.facebook.com/SidewoodEstate/"">Facebook</a>","<a href=""https://www.instagram.com/sidewoodestate/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16006910239256404559"">Google</a>",,"<a href=""https://www.tripadvisor.com.au/Attraction_Review-g499710-d19238424"">TripAdvisor</a>","<a href=""https://untappd.com/w/sidewood-estate/118552"">Untappd</a>"
628,2018,40,1189,LOBO Cider,New World Medium Cider,🥉 Bronze,Lobo Cider,LOBO Cloudy Apple,77.5,2,0,,Active,South Australia,Australia,"<a href=""https://www.lobocider.com.au/"">Website</a>","<a href=""https://www.facebook.com/LOBOcider/"">Facebook</a>","<a href=""https://www.instagram.com/lobocider"">Instagram</a>",,,,"<a href=""https://untappd.com/brewery/8446"">Untappd</a>"
636,2018,51,2855,Twisted Sister,New World Medium Cider,🥉 Bronze,Grand Ridge Brewery,Twisted Sister Apple Cider,77.5,2,0,,Active,Victoria,Australia,,"<a href=""https://www.facebook.com/grandridgebrewery"">Facebook</a>","<a href=""https://www.instagram.com/grandridgebeer/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8403918293255045179"">Google</a>","<a href=""https://www.yelp.com/biz/grand-ridge-brewery-mirboo-north-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552213-d4791367"">TripAdvisor</a>","<a href=""https://untappd.com/GrandRidgeBrewery"">Untappd</a>"
656,2018,78,1176,Napoleone,New World Medium Sweet Cider,🥈 Silver,Napoleone Cider,Apple Cider,92,3,1,,Active,Victoria,Australia,"<a href=""https://napoleone.com.au/"">Website</a>","<a href=""https://www.facebook.com/napoleoneorchardbar"">Facebook</a>","<a href=""https://www.instagram.com/napoleonecider"">Instagram</a>","<a href=""https://maps.google.com/?cid=3472985488113617215"">Google</a>","<a href=""https://www.yelp.com/biz/napoleone-brewery-and-ciderhouse-coldstream"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1205102-d7980976"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/3800"">Untappd</a>"
667,2018,91,2838,The Barossa Valley Cider Company,New World Medium Sweet Cider,🥈 Silver,Barossa Cider Co.,Squashed Apple Cider,91,3,0,,Active,South Australia,Australia,"<a href=""https://barossavalleyciderco.com/"">Website</a>","<a href=""https://www.facebook.com/barossacider/"">Facebook</a>","<a href=""https://www.instagram.com/barossacider.co/"">Instagram</a>",,,,"<a href=""https://untappd.com/TheBarossaValleyCiderCo"">Untappd</a>"
657,2018,80,3428,Pressman's,New World Medium Sweet Cider,🥈 Silver,Pressman's Cider,Pressman's Australian Apple Cider,87,3,0,,Active,New South Wales,Australia,,"<a href=""https://www.facebook.com/pressmans"">Facebook</a>","<a href=""https://www.instagram.com/pressmans_cider/"">Instagram</a>",,,,"<a href=""https://untappd.com/b/australian-beer-co-pressman-s-cider/544529"">Untappd</a>"
662,2018,86,2875,Sydney Brewery,New World Medium Sweet Cider,🥈 Silver,Sydney Brewery,Sydney Cider,86,3,0,,Active,New South Wales,Australia,"<a href=""https://sydneybrewery.com/"">Website</a>","<a href=""https://www.facebook.com/SydneyBrewery/"">Facebook</a>","<a href=""https://www.instagram.com/sydneybrewery/"">Instagram</a>","<a href=""https://maps.google.com/?cid=6674617705014025022"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g23197656-d15602287"">TripAdvisor</a>","<a href=""https://untappd.com/SydneyBrewhouse"">Untappd</a>"
645,2018,62,1504,Core Cider,New World Medium Sweet Cider,🥈 Silver,Core Cider,Melt Down,85,3,0,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
660,2018,83,1502,Spreyton Cider Co,New World Medium Sweet Cider,🥈 Silver,Spreyton Cider Co.,Apple Cider,85,3,0,,Active,Tasmania,Australia,"<a href=""https://www.spreytonciderco.com.au/"">Website</a>","<a href=""https://www.facebook.com/SpreytonCiderCo"">Facebook</a>","<a href=""https://www.instagram.com/spreytonciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4719454766033276507"">Google</a>","<a href=""https://www.yelp.com/biz/spreyton-cider-co-spreyton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g504292-d3738226"">TripAdvisor</a>","<a href=""https://untappd.com/SpreytonCiderCo"">Untappd</a>"
666,2018,90,1494,The Apple Thief Ciders ,New World Medium Sweet Cider,🥉 Bronze,The Apple Thief,Pink Lady Cider ,84,3,0,,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
670,2018,95,1131,Westons,New World Medium Sweet Cider,🥉 Bronze,Westons Cider,Mortimers Orchard English Apple,84,3,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
641,2018,56,3412,Applelation Cider,New World Medium Sweet Cider,🥉 Bronze,Patrick of Coonawarra,Applelation Cider,83,3,0,,Inactive,South Australia,Australia,,,,,,,
650,2018,68,3195,Golden Axe Cider,New World Medium Sweet Cider,🥉 Bronze,Kaiju! Beer,Golden Axe Cider 375mL,83,3,0,,Active,Victoria,Australia,"<a href=""https://kaijubeer.com.au/"">Website</a>","<a href=""https://www.facebook.com/KaijuBeer.au"">Facebook</a>","<a href=""https://www.instagram.com/kaijubeer"">Instagram</a>","<a href=""https://maps.google.com/?cid=487547657947015054"">Google</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g4379937-d26699553"">TripAdvisor</a>","<a href=""https://untappd.com/SouthEastBrewingCompanyPtyLtd"">Untappd</a>"
652,2018,71,1698,Jachmann Apple Co,New World Medium Sweet Cider,🥉 Bronze,Jachmann Cider,Jachmann Pink Lady Apple Cider,83,3,0,,Active,South Australia,Australia,"<a href=""https://jachmann.com.au/"">Website</a>","<a href=""https://www.facebook.com/JachmannAppleCider"">Facebook</a>",,,,,"<a href=""https://untappd.com/w/jachmann-apple-co/201681"">Untappd</a>"
654,2018,75,1185,Mock Red Hill,New World Medium Sweet Cider,🥉 Bronze,Mock Red Hill,Golden Cider,83,3,0,,Active,Victoria,Australia,"<a href=""https://www.mockredhill.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/Mock-Red-Hill/181240308586996"">Facebook</a>","<a href=""https://www.instagram.com/mockredhill/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10552205982251777171"">Google</a>","<a href=""https://www.yelp.com/biz/mock-orchards-red-hill"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g552249-d9793363"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/28770"">Untappd</a>"
658,2018,81,3428,Pressman's,New World Medium Sweet Cider,🥉 Bronze,Pressman's Cider,Pressman's Australian Apple Cider Draught,83,3,0,,Active,New South Wales,Australia,,"<a href=""https://www.facebook.com/pressmans"">Facebook</a>","<a href=""https://www.instagram.com/pressmans_cider/"">Instagram</a>",,,,"<a href=""https://untappd.com/b/australian-beer-co-pressman-s-cider/544529"">Untappd</a>"
659,2018,82,1175,Small Acres Cyder,New World Medium Sweet Cider,🥉 Bronze,Small Acres Cyder,Small Acres Cyder 2016 Norfolk Still,83,3,0,,Active,New South Wales,Australia,"<a href=""https://www.smallacrescyder.com.au/"">Website</a>","<a href=""https://www.facebook.com/SmallAcresCyder"">Facebook</a>","<a href=""https://www.instagram.com/smallacrescyder"">Instagram</a>","<a href=""https://maps.google.com/?cid=1497457670374953580"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g2642455-d5991203"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/14584"">Untappd</a>"
668,2018,93,1184,The Hills Cider Company,New World Medium Sweet Cider,🥉 Bronze,The Hills Cider Company,Cloudy Apple Cider,83,3,0,,Active,South Australia,Australia,,"<a href=""https://www.facebook.com/thehillscidercompany"">Facebook</a>","<a href=""https://www.instagram.com/thehillscidercompany/"">Instagram</a>","<a href=""https://maps.google.com/?cid=40048064327732560"">Google</a>",,,"<a href=""https://untappd.com/thehillscidercompany"">Untappd</a>"
644,2018,61,1504,Core Cider,New World Medium Sweet Cider,🥉 Bronze,Core Cider,Cloudy,82,3,0,,Active,Western Australia,Australia,"<a href=""https://corecider.com.au/"">Website</a>","<a href=""https://www.facebook.com/pages/The-CORE-Cider-House/193269374050973"">Facebook</a>","<a href=""https://www.instagram.com/coreciderhouse/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9482101079872958147"">Google</a>","<a href=""https://www.yelp.com/biz/core-cider-pickering-brook-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g804216-d3191966"">TripAdvisor</a>","<a href=""https://untappd.com/w/core-cider-house/90179"">Untappd</a>"
653,2018,72,3437,James Squire,New World Medium Sweet Cider,🥉 Bronze,James Squire,James Squire Orchard Crush Apple Cider,82,3,0,,Active,New South Wales,Australia,"<a href=""https://www.jamessquire.com.au/"">Website</a>","<a href=""https://www.facebook.com/jamessquire"">Facebook</a>","<a href=""https://www.instagram.com/jamessquire_au/"">Instagram</a>",,,,"<a href=""https://untappd.com/JamesSquireMaltShovelBrewery"">Untappd</a>"
661,2018,84,1427,St Ronan's Cider,New World Medium Sweet Cider,🥉 Bronze,St Ronan's Cider,St Ronan's Apple Cider,82,3,0,,Active,Victoria,Australia,"<a href=""https://stronanscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/StRonansCider"">Facebook</a>","<a href=""https://www.instagram.com/st_ronans_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1347860416011573691"">Google</a>",,,"<a href=""https://untappd.com/StRonansCider"">Untappd</a>"
665,2018,89,1494,The Apple Thief Ciders ,New World Medium Sweet Cider,🥉 Bronze,The Apple Thief,Granny Smith Cider,82,3,0,,Active,New South Wales,Australia,"<a href=""https://theapplethief.com.au/"">Website</a>","<a href=""https://www.facebook.com/TheAppleThiefCiders/"">Facebook</a>","<a href=""https://www.instagram.com/theapplethiefciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4762631239680624675"">Google</a>",,,"<a href=""https://untappd.com/brewery/21796"">Untappd</a>"
647,2018,65,1553,Frank's Cider,New World Medium Sweet Cider,🥉 Bronze,Frank's Cider,Summer Apple Cider,80,3,0,,Active,Tasmania,Australia,"<a href=""https://www.frankscider.com.au/"">Website</a>","<a href=""https://www.facebook.com/FranksCider"">Facebook</a>","<a href=""https://www.instagram.com/frankscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12281895632138757991"">Google</a>","<a href=""https://www.yelp.com/biz/franks-cider-bar-and-cafe-franklin"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g504298-d7270183"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/66943"">Untappd</a>"
655,2018,76,3408,Montalto ,New World Medium Sweet Cider,🥉 Bronze,Montalto Winery,Montalto Apple Cider,80,3,0,,Inactive,Victoria,Australia,,,,,,,
663,2018,87,3420,Ten Sixty One By Atlanta ,New World Medium Sweet Cider,🥉 Bronze,Ten Sixty One,Tso Original Batch 3,80,3,0,,Active,Victoria,Australia,"<a href=""https://www.tensixtyone.com.au/"">Website</a>","<a href=""https://www.facebook.com/tensixtyonebyatlanta"">Facebook</a>","<a href=""https://www.instagram.com/tensixtyone"">Instagram</a>","<a href=""https://maps.google.com/?cid=11303100687113031618"">Google</a>",,,"<a href=""https://untappd.com/w/atlanta-orchards/304062"">Untappd</a>"
664,2018,88,3420,Ten Sixty One By Atlanta ,New World Medium Sweet Cider,🥉 Bronze,Ten Sixty One,Tso Original Batch 4 Cans Only,80,3,0,,Active,Victoria,Australia,"<a href=""https://www.tensixtyone.com.au/"">Website</a>","<a href=""https://www.facebook.com/tensixtyonebyatlanta"">Facebook</a>","<a href=""https://www.instagram.com/tensixtyone"">Instagram</a>","<a href=""https://maps.google.com/?cid=11303100687113031618"">Google</a>",,,"<a href=""https://untappd.com/w/atlanta-orchards/304062"">Untappd</a>"
671,2018,96,1131,Westons,New World Medium Sweet Cider,🥉 Bronze,Westons Cider,Stowford Press Medium Dry,80,3,0,,Active,Herefordshire,England,"<a href=""https://www.westons-cider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/WestonsCiderMill"">Facebook</a>","<a href=""https://www.instagram.com/westonscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11779156514256391794"">Google</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g186303-d218508"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/6135"">Untappd</a>"
